QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MINAPPLY,MINA_PLY,GFTCMIN,GFTCMIN_,MIN_MO,MIN_MO_,MINPURX,MINPURX_,MINRENTX,MINR_NTX,MNAPPL1,MNAPPL1_,MNAPPL2,MNAPPL2_,MNAPPL3,MNAPPL3_,MNAPPL4,MNAPPL4_,MNAPPL5,MNAPPL5_,MNAPPL6,MNAPPL6_,MNAPPL7,MNAPPL7_,MNAPPL8,MNAPPL8_,MNAPPL9,MNAPPL9_,INSTLSCR,INST_SCR,INSTLLEX,INST_LEX,APBPURCH
20242,05672611,5,0,1,500,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672611,6,0,1,500,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672611,7,0,1,500,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672621,1,0,1,570,D,1,D,03,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672641,1,0,1,655,D,3,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05672641,2,0,1,640,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05672651,1,0,1,240,D,1,D,03,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05672651,2,0,1,260,D,1,D,02,D,247,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,3,0,1,270,D,1,D,02,D,89,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,4,0,1,640,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05672651,5,0,1,640,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05672651,6,0,1,750,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,7,0,1,660,D,1,D,04,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,8,0,1,460,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,9,0,1,460,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,10,0,1,460,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,11,0,1,460,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,12,0,1,320,D,1,D,04,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,13,0,1,440,D,1,D,04,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05672651,14,0,1,470,D,1,D,04,D,124,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,15,0,1,480,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,16,0,1,500,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,17,0,1,500,D,1,D,03,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672651,18,0,1,500,D,1,D,04,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672881,1,0,1,240,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672881,2,0,1,655,D,1,D,02,D,650,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672881,3,0,1,650,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672911,1,0,1,230,D,1,D,04,D,70,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672991,1,0,1,240,D,1,D,02,D,62,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05672991,2,0,1,640,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05672991,3,0,1,365,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05673093,1,0,1,230,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673093,2,0,1,230,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673093,3,0,1,230,D,1,D,04,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673093,4,0,1,660,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673111,1,0,1,480,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673201,1,0,1,260,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673211,1,0,1,240,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673211,2,0,1,425,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05673211,3,0,1,470,D,1,D,02,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673221,1,0,1,230,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673221,2,0,1,260,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673221,3,0,1,440,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05673401,1,0,1,310,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673411,1,0,1,700,D,1,D,02,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673491,1,0,1,300,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673531,1,0,1,240,D,1,D,04,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673531,2,0,1,260,D,1,D,02,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673571,1,0,1,320,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05673571,2,0,1,900,D,1,D,03,D,,H,,A,640,D,365,D,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05673571,2,1,1,640,D,1,D,03,D,275,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673571,2,2,1,365,D,1,D,03,D,225,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673591,1,0,1,540,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673731,1,0,1,660,D,1,D,04,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673731,2,0,1,660,D,1,D,04,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673771,1,0,1,480,D,1,D,03,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673801,1,0,1,650,D,1,D,02,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673801,2,0,1,440,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05673801,3,0,1,240,D,1,D,04,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673861,2,0,1,230,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673861,3,0,1,500,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05673951,1,0,1,320,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673961,1,0,1,640,D,1,D,02,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05673961,2,0,1,320,D,2,D,,A,,A,22,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05673961,3,0,1,425,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05674131,1,0,1,365,D,1,D,04,D,598,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05674221,1,0,1,300,D,1,D,02,D,1161,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674221,2,0,1,300,D,1,D,03,D,1218,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674221,3,0,1,300,D,1,D,02,D,144,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674221,4,0,1,440,D,1,D,02,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05674221,5,0,1,540,D,1,D,04,D,116,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674541,1,0,1,480,D,1,D,03,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674541,2,0,1,540,D,1,D,02,D,856,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674631,1,0,1,240,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674691,1,0,1,230,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674691,2,0,1,330,D,1,D,04,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674711,1,0,1,480,D,1,D,02,D,1100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674711,2,0,1,500,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674711,3,0,1,500,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674711,4,0,1,540,D,1,D,04,D,3000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674711,5,0,1,540,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674741,1,0,1,640,D,1,D,02,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05674741,2,0,1,660,D,1,D,04,D,830,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674741,3,0,1,480,D,1,D,04,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674841,1,0,1,640,D,1,D,02,D,5000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05674841,2,0,1,660,D,1,D,02,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674841,3,0,1,310,D,1,D,03,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674881,1,0,1,700,D,1,D,03,D,676,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674881,2,0,1,660,D,1,D,03,D,3300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05674881,3,0,1,500,D,1,D,04,D,4500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675101,1,0,1,230,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675101,2,0,1,480,D,1,D,03,D,438,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05675111,1,0,1,230,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675111,2,0,1,270,D,1,D,03,D,32,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675111,3,0,1,230,D,1,D,04,D,165,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675134,1,0,1,310,D,1,D,03,D,3900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675134,2,0,1,310,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675391,1,0,1,700,D,3,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05675471,1,0,1,365,D,1,D,03,D,720,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05675471,2,0,1,425,D,1,D,03,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05675491,3,0,1,660,D,1,D,04,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05675491,4,0,1,365,D,1,D,04,D,480,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05675491,5,0,1,480,D,1,D,03,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675491,6,0,1,470,D,1,D,03,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675491,7,0,1,540,D,1,D,04,D,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675501,1,0,1,425,D,1,D,04,D,159,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05675571,1,0,1,500,D,1,D,04,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675571,2,0,1,500,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675571,3,0,1,500,D,1,D,03,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675621,1,0,1,320,D,1,D,04,D,251,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675721,1,0,1,640,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05675721,2,0,1,750,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675741,1,0,1,270,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675821,1,0,1,640,D,1,D,03,D,129,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05675821,2,0,1,320,D,1,D,02,D,251,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05675871,1,0,1,660,D,1,D,02,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675921,1,0,1,660,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675961,1,0,1,490,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675981,1,0,1,700,D,1,D,04,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675991,1,0,1,240,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675991,2,0,1,320,D,1,D,03,D,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675991,3,0,1,330,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675991,4,0,1,390,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05675991,5,0,1,440,D,1,D,04,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05676031,1,0,1,640,D,1,D,02,D,550,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05676031,2,0,1,650,D,1,D,02,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676171,4,0,1,365,D,1,D,02,D,900,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05676341,1,0,1,660,D,1,D,04,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676421,1,0,1,230,D,1,D,02,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676431,1,0,1,620,D,1,D,04,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676431,2,0,1,640,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05676431,3,0,1,365,D,1,D,04,D,189,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05676431,4,0,1,470,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676451,1,0,1,640,D,1,D,02,D,2400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05676451,2,0,1,470,D,1,D,03,D,148,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676451,3,0,1,470,D,1,D,04,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676491,1,0,1,240,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676571,1,0,1,660,D,1,D,03,D,1595,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676621,1,0,1,230,D,1,D,03,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676621,2,0,1,460,D,1,D,02,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676621,3,0,1,425,D,1,D,03,D,79,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,1
20242,05676691,2,0,1,230,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676702,1,0,1,230,D,1,D,04,D,95,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676761,1,0,1,500,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676861,1,0,1,240,D,1,D,02,D,39,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676861,2,0,1,660,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676861,3,0,1,660,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676861,4,0,1,660,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676861,5,0,1,660,D,1,D,04,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676861,6,0,1,460,D,1,D,02,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05676981,1,0,1,320,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677054,1,0,1,645,D,1,D,03,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677071,1,0,1,650,D,1,D,03,D,98,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677251,1,0,1,640,D,1,D,02,D,799,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05677291,1,0,1,230,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677441,1,0,1,700,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05677441,2,0,1,500,D,1,D,02,D,750,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05677471,1,0,1,240,D,1,D,04,D,97,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677471,2,0,1,470,D,1,D,03,D,147,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677551,2,0,1,310,D,1,D,03,D,268,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677551,3,0,1,320,D,1,D,03,D,267,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677551,4,0,1,365,D,1,D,03,D,1397,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D,100,D,
20242,05677551,5,0,1,425,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05677551,6,0,1,480,D,1,D,02,D,1135,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677591,1,0,1,480,D,1,D,03,D,8000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677741,1,0,1,660,D,3,D,05,D,700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677741,2,0,1,310,D,3,D,04,D,800,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677741,3,0,1,480,D,3,D,05,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677811,1,0,1,260,D,1,D,05,D,108,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05677891,1,0,1,260,D,1,D,03,D,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677891,2,0,1,655,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677912,2,0,1,660,D,1,D,04,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05677981,1,0,1,660,D,1,D,05,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05678101,1,0,1,260,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678171,1,0,1,230,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678181,1,0,1,310,D,1,D,04,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678181,2,0,1,560,D,1,D,05,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678191,1,0,1,640,D,1,D,03,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05678191,2,0,1,645,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678191,3,0,1,320,D,1,D,05,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678191,4,0,1,365,D,1,D,03,D,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05678191,5,0,1,480,D,1,D,05,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678331,1,0,1,230,D,1,D,03,D,130,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05678331,2,0,1,230,D,1,D,03,D,75,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2
20242,05678331,3,0,1,425,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05678331,4,0,1,520,D,1,D,05,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,0,1,900,D,1,D,05,D,,H,,A,900,D,260,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,1,1,230,D,1,D,05,D,34,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,2,1,260,D,1,D,05,D,95,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,3,1,300,D,1,D,05,D,127,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,4,1,460,D,1,D,05,D,63,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,5,1,470,D,1,D,05,D,54,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,6,1,480,D,1,D,05,D,63,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678373,1,7,1,490,D,1,D,05,D,63,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,2,0,1,240,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1
20242,05678421,3,0,1,240,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,4,0,1,640,D,1,D,05,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D,,A,
20242,05678421,5,0,1,750,D,1,D,04,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,6,0,1,660,D,1,D,05,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,7,0,1,320,D,1,D,04,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,8,0,1,320,D,1,D,04,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,9,0,1,330,D,1,D,04,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,10,0,1,470,D,1,D,05,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,11,0,1,490,D,1,D,04,D,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,12,0,1,500,D,1,D,04,D,2700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
20242,05678421,13,0,1,540,D,3,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
