NEWID,SEQNO,ALCNO,HSVCODE,HSVCODE_,HSVCD1,HSVCD1_,HSVCD2,HSVCD2_,HSVCD3,HSVCD3_,HSVCD4,HSVCD4_,HSVCD5,HSVCD5_,HSVCD6,HSVCD6_,HSVCD7,HSVCD7_,HSVCD8,HSVCD8_,HSVCD9,HSVCD9_,HSVMO,HSVMO_,HSVGFTC,HSVGFTC_,HSVEXPX,HSVEXPX_,QYEAR
05689001,17,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,11,D,20242
05689301,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,100,D,20242
05689301,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,03,D,1,D,120,D,20242
05538094,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,130,D,20243
05538094,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05538094,18,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,110,D,20243
05538094,19,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05538184,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05538194,14,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,500,D,20243
05538294,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05538294,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05538364,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,79,D,20243
05538484,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05538484,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,360,D,20243
05538734,20,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20243
05538734,21,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,178,D,20243
05538814,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,90,D,20243
05538814,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05538834,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,4176,T,20243
05538914,8,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,43,D,20243
05538914,9,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,43,D,20243
05538914,10,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,43,D,20243
05538924,19,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,107,D,20243
05538924,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,99,D,20243
05538934,9,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20243
05538944,7,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,10,D,20243
05538994,15,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,536,D,20243
05539154,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,70,D,20243
05539154,13,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,65,D,20243
05539164,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,115,D,20243
05539164,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05539314,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,76,D,20243
05539364,19,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05539614,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,55,D,20243
05539634,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,190,D,20243
05539694,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,90,D,20243
05539784,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,29,D,20243
05539864,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,192,D,20243
05539864,13,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,45,D,20243
05539884,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,15,D,20243
05539934,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,39,D,20243
05539934,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,49,D,20243
05540154,21,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,2,D,200,D,20243
05540154,22,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,2,D,120,D,20243
05540214,7,0,900,D,180,D,170,D,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,,H,20243
05540214,7,1,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,67,E,20243
05540214,7,2,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,33,E,20243
05540214,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,900,D,20243
05540224,12,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05540224,13,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,49,D,20243
05540264,6,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,86,D,20243
05540324,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,196,D,20243
05540364,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,60,D,20243
05540404,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,56,D,20243
05540464,12,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,14,D,20243
05540464,13,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,14,D,20243
05540464,14,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,14,D,20243
05540464,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,130,D,20243
05540464,16,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,14,D,20243
05540464,17,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,14,D,20243
05540464,18,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,14,D,20243
05540464,19,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,130,D,20243
05540464,20,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,14,D,20243
05540464,21,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,14,D,20243
05540464,22,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,14,D,20243
05540464,23,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,14,D,20243
05540524,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,57,D,20243
05540524,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05540554,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05540664,12,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,130,D,20243
05540744,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05540744,17,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,70,D,20243
05540894,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,290,D,20243
05540894,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,190,D,20243
05541014,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05541014,15,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,10,D,20243
05541374,7,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05541524,9,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,81,D,20243
05541524,10,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,81,D,20243
05541524,11,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,81,D,20243
05541524,12,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,80,D,20243
05541594,6,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05541624,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05541624,20,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,235,D,20243
05541694,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,90,D,20243
05541694,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05541754,6,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05541784,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05541854,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,636,F,20243
05541894,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05541924,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,250,D,20243
05542014,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,140,D,20243
05542074,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,75,D,20243
05542074,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,75,D,20243
05542134,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,145,D,20243
05542134,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,8,D,20243
05542164,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05542294,7,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05542334,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05542334,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05542364,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05542454,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20243
05542594,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,220,D,20243
05542604,12,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,200,D,20243
05542654,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,50,D,20243
05542704,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,45,D,20243
05542744,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,40,D,20243
05542764,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05542794,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,240,D,20243
05542794,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,300,D,20243
05542794,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,180,D,20243
05542794,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,120,D,20243
05542904,22,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,22,D,20243
05543014,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,30,D,20243
05543014,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05543044,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05543154,17,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05543154,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20243
05543154,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05543524,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05543534,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05543624,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,40,D,20243
05543714,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,220,D,20243
05543714,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,65,D,20243
05543804,7,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05543844,8,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,2,D,70,D,20243
05543914,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,145,D,20243
05543914,12,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,45,D,20243
05544064,14,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,200,D,20243
05544074,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,148,D,20243
05544074,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,225,D,20243
05544074,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20243
05544074,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,75,D,20243
05544094,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,123,D,20243
05544114,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,100,D,20243
05544114,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05544114,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,175,D,20243
05544114,16,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20243
05544144,17,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05544434,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,80,D,20243
05544434,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,80,D,20243
05544434,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05544464,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,275,D,20243
05544464,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,125,D,20243
05544464,12,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,350,D,20243
05544484,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05544574,28,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,110,D,20243
05544574,29,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,270,D,20243
05544594,7,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05544684,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05544794,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,118,D,20243
05544924,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,50,D,20243
05545034,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,70,D,20243
05545164,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05545364,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05545364,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05545384,11,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,32,D,20243
05545804,23,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,110,D,20243
05545884,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05545944,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05546204,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05546384,12,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,280,D,20243
05546424,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05546654,7,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,300,D,20243
05546714,13,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20243
05546754,6,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,56,F,20243
05546874,12,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,775,D,20243
05546934,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,200,D,20243
05546934,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,100,D,20243
05547024,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,33,D,20243
05547024,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05547044,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,775,D,20243
05547044,15,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,13,D,20243
05547054,12,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,25,D,20243
05547304,12,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05547324,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,82,D,20243
05547324,9,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,30,D,20243
05547394,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05547404,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,125,D,20243
05547434,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05547434,15,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,29,D,20243
05547434,16,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,115,D,20243
05547504,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,420,D,20243
05547504,13,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,500,D,20243
05547504,14,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,750,D,20243
05547514,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,300,D,20243
05547544,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,151,F,20243
05547544,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05547734,14,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,4176,T,20243
05547794,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,100,D,20243
05547794,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,100,D,20243
05547794,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05547794,12,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05547844,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,226,D,20243
05547844,11,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,49,D,20243
05547844,12,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,49,D,20243
05547844,13,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,49,D,20243
05547844,14,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,69,D,20243
05548244,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20243
05548244,12,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,230,D,20243
05548354,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,210,D,20243
05548694,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,280,D,20243
05548734,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05548774,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,140,D,20243
05548774,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,86,D,20243
05548774,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,65,D,20243
05548774,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,16,D,20243
05548814,6,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,33,D,20243
05548814,7,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,33,D,20243
05548814,8,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,33,D,20243
05548844,7,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05548854,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,400,D,20243
05548904,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,1300,D,20243
05548904,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,4176,T,20243
05548964,22,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,75,D,20243
05548964,23,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,75,D,20243
05548964,24,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,75,D,20243
05548964,25,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,300,D,20243
05548964,26,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,300,D,20243
05548964,27,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,300,D,20243
05548964,28,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,1,D,25,D,20243
05548964,29,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,25,D,20243
05548964,30,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,25,D,20243
05549014,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20243
05549034,41,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,173,D,20243
05549104,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,300,D,20243
05549184,17,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05549184,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,600,D,20243
05549224,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,80,D,20243
05549254,24,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05549254,25,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,80,D,20243
05549314,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,30,D,20243
05549494,16,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,20,D,20243
05549494,17,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,04,D,,A,20,D,20243
05549494,18,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,20,D,20243
05549494,19,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,20,D,20243
05549494,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,10,D,20243
05549594,8,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,400,D,20243
05549694,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,95,D,20243
05549694,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05549694,18,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,30,D,20243
05549694,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20243
05549714,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,700,D,20243
05549804,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05549824,21,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,350,D,20243
05549924,10,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,130,D,20243
05550004,9,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,50,D,20243
05550154,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05550244,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05550384,16,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05550404,35,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,88,D,20243
05550404,36,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,155,D,20243
05550404,37,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,196,D,20243
05550404,38,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,80,D,20243
05550404,39,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,40,D,20243
05550404,40,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,40,D,20243
05550404,41,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,41,D,20243
