NEWID,SEQNO,ALCNO,HSVCODE,HSVCODE_,HSVCD1,HSVCD1_,HSVCD2,HSVCD2_,HSVCD3,HSVCD3_,HSVCD4,HSVCD4_,HSVCD5,HSVCD5_,HSVCD6,HSVCD6_,HSVCD7,HSVCD7_,HSVCD8,HSVCD8_,HSVCD9,HSVCD9_,HSVMO,HSVMO_,HSVGFTC,HSVGFTC_,HSVEXPX,HSVEXPX_,QYEAR
05550574,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05550604,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,69,D,20243
05550644,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,410,D,20243
05550854,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05550854,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05550854,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05550854,13,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,35,D,20243
05550854,14,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,99,D,20243
05551074,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,99,D,20243
05551074,10,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05551124,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,120,D,20243
05551124,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,180,D,20243
05551334,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,110,D,20243
05551334,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20243
05551334,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,40,D,20243
05551414,21,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,175,D,20243
05551414,22,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,40,D,20243
05551444,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,178,D,20243
05551574,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05551574,12,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,12,D,20243
05551574,13,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,12,D,20243
05551784,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,150,D,20243
05551804,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,63,D,20243
05552424,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,100,D,20243
05552424,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05552574,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,197,D,20243
05552574,14,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20243
05552624,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,135,D,20243
05552624,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,135,D,20243
05552694,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,240,D,20243
05552694,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,25,D,20243
05552714,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20243
05552814,15,0,270,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,80,D,20243
05552814,16,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,275,D,20243
05552814,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,760,D,20243
05552844,6,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,177,D,20243
05552854,26,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,100,D,20243
05552944,21,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20243
05552944,22,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05552944,23,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,240,D,20243
05552974,25,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20243
05553204,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05553204,16,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05553324,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,33,D,20243
05553324,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05553324,16,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,125,D,20243
05553694,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,90,D,20243
05553754,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,150,D,20243
05553754,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,150,D,20243
05553944,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05553944,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,27,D,20243
05554054,10,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,75,D,20243
05554224,8,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05554224,9,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,212,D,20243
05554254,13,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,145,D,20243
05554254,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,145,D,20243
05554254,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,125,D,20243
05554254,16,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,18,D,20243
05554254,17,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,1400,D,20243
05554444,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,200,D,20243
05554614,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05554644,7,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05554814,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,2,D,350,D,20243
05554844,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05554844,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,2,D,1300,D,20243
05554844,15,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,300,D,20243
05554864,7,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05554864,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05554984,8,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,99,D,20243
05555184,6,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,27,D,20243
05555214,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,44,D,20243
05555884,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05555884,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,170,D,20243
05556174,23,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,40,D,20243
05556174,24,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,4176,T,20243
05556174,25,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,160,D,20243
05556174,26,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,160,D,20243
05556174,27,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,75,D,20243
05556174,28,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,120,D,20243
05556414,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,180,D,20243
05556464,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20243
05556514,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,25,D,20243
05556514,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05556514,16,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05556544,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,350,D,20243
05556724,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05556774,20,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,115,D,20243
05556774,21,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,115,D,20243
05556884,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,100,D,20243
05556884,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,115,D,20243
05556884,15,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05556884,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,2,D,2000,D,20243
05557034,12,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,525,D,20243
05557264,21,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,40,D,20243
05557304,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05557334,17,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,75,D,20243
05557394,22,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05557394,23,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,12,D,20243
05557494,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05557524,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05557584,12,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,80,D,20243
05557774,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05557774,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05557774,14,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,100,D,20243
05557864,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,60,D,20243
05557864,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,60,D,20243
05557914,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,200,D,20243
05557914,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,200,D,20243
05558174,14,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,70,D,20243
05558174,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,150,D,20243
05558174,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,85,D,20243
05558194,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,134,D,20243
05558194,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,134,D,20243
05558194,16,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,299,D,20243
05558224,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,50,D,20243
05558354,25,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05558354,26,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,76,D,20243
05558574,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,50,D,20243
05558574,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,50,D,20243
05558604,9,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,17,D,20243
05558624,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05558944,6,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,63,D,20243
05559014,13,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05559094,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,105,D,20243
05559094,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05559094,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,420,D,20243
05559154,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,260,D,20243
05559394,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,192,D,20243
05559394,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,192,D,20243
05559484,10,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,250,D,20243
05559534,14,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,232,D,20243
05559534,15,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,54,D,20243
05559584,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,65,D,20243
05559624,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,5,D,20243
05559654,14,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,250,D,20243
05559894,20,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,50,D,20243
05559954,7,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,29,D,20243
05559954,8,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,135,D,20243
05560104,16,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05560294,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,300,D,20243
05560294,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,108,D,20243
05560354,12,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,240,D,20243
05560374,21,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,120,D,20243
05560434,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,60,D,20243
05560434,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,260,D,20243
05560514,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,92,D,20243
05560614,6,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,60,D,20243
05560614,7,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,200,D,20243
05560694,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,62,D,20243
05560694,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05560734,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05560744,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,160,D,20243
05560744,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,220,D,20243
05560744,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,145,D,20243
05560744,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,40,D,20243
05560954,12,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,38,D,20243
05561094,14,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,249,D,20243
05561274,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,,A,175,D,20243
05561304,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,60,D,20243
05561394,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05561394,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05561394,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,90,D,20243
05561404,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05561444,13,0,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,389,D,20243
05561524,18,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,175,D,20243
05561594,20,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,225,D,20243
05561594,21,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,225,D,20243
05561634,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,400,D,20243
05561634,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,05,D,1,D,50,D,20243
05561834,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,240,D,20243
05561884,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,150,D,20243
05561884,14,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,150,D,20243
05561884,15,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,150,D,20243
05561884,16,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,150,D,20243
05561884,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,125,D,20243
05561894,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,36,D,20243
05561894,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,2,D,47,D,20243
05561964,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,68,D,20243
05561964,17,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,68,D,20243
05562004,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05562034,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,100,D,20243
05562034,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,100,D,20243
05562034,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,100,D,20243
05562084,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05562124,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,56,D,20243
05562124,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,35,D,20243
05562134,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,80,D,20243
05562144,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05562144,9,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,160,D,20243
05562434,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,536,D,20243
05562434,14,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05562434,15,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,28,D,20243
05562454,14,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,120,D,20243
05562464,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,2000,D,20243
05562514,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05562514,18,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,520,D,20243
05562604,12,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,210,D,20243
05562604,13,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,110,D,20243
05562604,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,20,D,20243
05562714,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,100,D,20243
05562844,17,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,145,D,20243
05562844,18,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,145,D,20243
05562844,19,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,1,D,250,D,20243
05563084,7,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05563084,8,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20243
05563104,17,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,119,D,20243
05563254,7,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,260,D,20243
05563284,9,0,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20243
05563324,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,25,D,20243
05563554,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,43,D,20243
05563604,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,250,D,20243
05563604,14,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,300,D,20243
05563834,7,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05563834,8,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05563834,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,200,D,20243
05563924,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,3,D,20243
05563994,22,0,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,2,D,53,D,20243
05564154,19,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,1657,D,20243
05564154,20,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,61,D,20243
05564154,21,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,115,D,20243
05564174,12,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05564184,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,157,D,20243
05564234,9,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,70,D,20243
05564234,10,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,140,D,20243
05564234,11,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,110,D,20243
05564244,8,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,30,D,20243
05564244,9,0,280,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,525,D,20243
05564244,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,94,D,20243
05564244,11,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,1,D,125,D,20243
05564404,11,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,200,D,20243
05564404,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,46,D,20243
05564404,13,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,180,D,20243
05564404,14,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,55,D,20243
05564454,8,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,90,D,20243
05564454,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,90,D,20243
05564564,6,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,200,D,20243
05564724,26,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,97,D,20243
05564724,27,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,97,D,20243
05564854,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,90,D,20243
05564854,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,90,D,20243
05564854,11,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,90,D,20243
05564854,12,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,376,D,20243
05564974,9,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,36,D,20243
05564984,15,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,,A,110,D,20243
05564984,16,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,130,D,20243
05565074,7,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,336,D,20243
05565204,21,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,37,D,20243
05565204,22,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,100,D,20243
05565204,23,0,180,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,440,D,20243
05565204,24,0,370,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,1,D,9,D,20243
05565224,10,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,13,D,,A,75,D,20243
05565354,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,,A,278,D,20243
05565384,12,0,310,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,06,D,2,D,200,D,20243
05565384,13,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,2,D,375,D,20243
05565394,10,0,170,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,07,D,1,D,300,D,20243
05565444,16,0,190,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,08,D,,A,89,D,20243
