QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,PROP_NOF,PROP0NOF,OWNYF,OWNYF_,NEWMRRT,NEWMRRT_,ORGMRTX,ORGMRTX_,QMRTTERM,QMRT_ERM,MRTPMTX,MRTPMTX_,PAYPROTX,PAYP_OTX,PAYPROIN,PAYP_OIN,PAYMORIN,PAYM_RIN,PAYOTHER,PAYO_HER,QESCROWX,QESC_OWX,QPRINM1X,QPRI_M1X,QPRINM2X,QPRI_M2X,QPRINM3X,QPRI_M3X,QADINT1X,QADI_T1X,QADINT2X,QADI_T2X,QADINT3X,QADI_T3X,QRFINDAT,QRFI_DAT,FRSTPYMO,FRST_YMO,FRSTPYYR,FRST_YYR,FIXEDRTE,FIXE_RTE,QNEWDATE,QNEW_ATE,QBLNCM1X,QBLN_M1X,QBLNCM2X,QBLN_M2X,QBLNCM3X,QBLN_M3X,LOAN_NOF,LOAN0NOF,VARRTE,VARRTE_,INTONLY,INTONLY_,OTHRTE,OTHRTE_,PAYMT1X,PAYMT1X_,PAYMT2X,PAYMT2X_,PAYMT3X,PAYMT3X_,PAYPRINI,PAYP_INI,PAYINT,PAYINT_,REFI,REFI_,PAYESCRW,PAYE_CRW,MORTSPEC,MORT_PEC,FEEAMTX,FEEAMTX_
20251,05683034,47,0,5,01,D,100,D,.0311,D,386558,D,15,D,6823,T,,A,,A,,A,,A,2610,D,3132,T,3141,T,3165,T,706,D,701,D,697,D,,A,08,D,2020,D,1,D,,A,292713,D,290782,D,288845,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05683164,22,0,5,01,D,100,D,.0585,D,130000,D,30,D,908,D,,A,,A,,A,,A,141,D,135,D,136,D,137,D,632,D,631,D,630,D,,A,09,D,2024,D,1,D,,A,129598,D,129463,D,129327,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,B,2,D,,A
20251,05683294,15,0,5,01,D,100,D,.0425,D,390000,D,30,D,2552,D,,A,,A,,A,,A,633,D,662,D,665,D,667,D,1257,D,1254,D,1252,D,,A,01,D,2020,D,1,D,,A,354784,D,354121,D,353456,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05683414,11,0,5,01,D,100,D,.0750,D,50000,D,15,D,1576,D,,A,,A,,A,,A,1112,D,334,D,336,D,338,D,130,D,128,D,126,D,,A,05,D,2014,D,1,D,,A,20761,D,20427,D,20091,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05683494,28,0,5,01,D,100,D,.0296,D,270000,D,25,D,2500,D,,A,,A,,A,,A,1225,D,674,D,675,D,677,D,601,D,600,D,598,D,,A,07,D,2021,D,1,D,,A,243759,D,243085,D,242410,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05683564,18,0,5,01,D,100,D,.0296,D,240000,D,10,D,2400,D,,A,,A,,A,,A,87,D,3132,T,3141,T,3165,T,385,D,381,D,376,D,,A,02,D,2021,D,1,D,,A,156277,D,154350,D,152417,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,B,2,D,,A
20251,05683744,16,0,5,01,D,100,D,.0725,D,382000,D,30,D,3200,D,,A,,A,,A,,A,594,D,313,D,315,D,317,D,2293,D,2291,D,2289,D,,A,04,D,2024,D,1,D,,A,379564,D,379251,D,378937,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05683774,10,0,5,01,D,100,D,.0296,F,381452,F,30,F,2209,F,,A,,A,,A,,A,609,F,733,F,735,F,736,F,867,F,865,F,864,F,,A,03,F,2021,F,1,F,,A,351593,F,350860,F,350125,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,F,2,D,,A
20251,05683814,16,0,5,01,D,100,D,.0397,D,332572,D,15,D,4261,D,,A,,A,,A,,A,1806,D,3132,T,3141,T,3165,T,742,D,737,D,731,D,,A,01,D,2019,D,1,D,,A,224350,D,222638,D,220919,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05683814,17,0,5,01,D,100,D,.0365,F,224064,F,30,F,1025,F,,A,,A,,A,,A,0,F,535,F,537,F,538,F,490,F,488,F,487,F,,A,08,F,2012,F,1,F,,A,161052,F,160517,F,159980,F,02,D,,A,,A,,A,,A,,A,,A,,C,,C,2,D,,C,2,D,,A
20251,05683944,35,0,5,01,D,100,D,.0425,D,290681,D,20,D,1800,D,,A,,A,,A,,A,0,D,929,D,933,D,936,D,871,D,867,D,864,D,,A,07,D,2020,D,1,D,,A,245847,D,244918,D,243985,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,2,D,,A
20251,05683994,42,0,5,01,D,100,D,.0600,D,200000,D,30,D,1936,D,,A,,A,,A,,A,737,D,731,D,735,D,739,D,468,D,464,D,460,D,032025,D,03,D,2003,D,1,D,,A,93506,D,92775,D,92040,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,1,D,,A
20251,05684004,24,0,5,01,D,100,D,.0296,D,296000,D,30,D,1890,D,,A,,A,,A,,A,648,D,569,D,570,D,572,D,673,D,672,D,670,D,,A,05,D,2021,D,1,D,,A,272810,D,272241,D,271671,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,B,2,D,,A
20251,05684164,31,0,5,01,D,100,D,.0400,D,109000,D,15,D,928,D,,A,,A,,A,,A,122,D,,A,,A,,A,,A,,A,,A,,A,02,D,2017,D,2,D,,A,60199,D,59593,D,58985,D,01,D,1,D,,A,,A,1200,D,1200,D,1200,D,1,D,2,D,2,D,3,D,2,D,,A
20251,05684264,17,0,5,01,D,100,D,.0520,F,500000,F,30,F,4317,F,,A,,A,,A,,A,1571,F,579,F,582,F,584,F,2167,F,2164,F,2162,F,,A,11,F,2024,F,1,F,112024,F,500000,F,499421,F,498839,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,F,2,D,,A
20251,05684424,27,0,5,01,D,100,D,.0700,D,320000,D,30,D,2164,D,,A,,A,,A,,A,35,D,285,D,286,D,288,D,1844,D,1843,D,1841,D,,A,10,D,2023,D,1,D,,A,316185,D,315900,D,315614,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05684564,16,0,5,01,D,100,D,.0398,D,50000,D,30,D,794,D,,A,,A,,A,,A,556,D,112,D,113,D,113,D,126,D,125,D,125,D,,A,10,D,2013,D,1,D,,A,37849,D,37736,D,37623,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05684594,33,0,5,01,D,100,D,.0672,D,133157,D,30,D,1412,D,,A,,A,,A,,A,551,D,115,D,116,D,117,D,746,D,745,D,744,D,,A,12,D,2024,D,1,D,122024,D,133157,D,133042,D,132926,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05684594,34,0,5,01,D,100,D,.1000,D,80000,D,20,D,772,D,,A,,A,,A,,A,0,D,108,D,109,D,110,D,664,D,663,D,662,D,,A,09,D,2024,D,1,D,,A,79681,D,79573,D,79464,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,2,D,,A
20251,05684674,32,0,5,01,D,100,D,.0365,D,120000,D,15,D,2460,D,,A,,A,,A,,A,1593,D,794,D,797,D,799,D,73,D,70,D,68,D,,A,05,D,2012,D,1,D,,A,23971,D,23177,D,22380,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05684714,22,0,5,01,D,100,D,.0454,D,569672,D,30,D,2900,D,,A,,A,,A,,A,0,D,1000,D,1004,D,1007,D,1900,D,1896,D,1893,D,,A,06,D,2018,D,1,D,,A,502249,D,501249,D,500246,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,2,D,,A
20251,05684724,21,0,5,01,D,100,D,.0681,D,300000,D,30,D,1958,D,,A,,A,,A,,A,0,D,353,D,355,D,357,D,2147,D,2145,D,2143,D,,A,10,D,2023,D,2,D,,A,296291,D,296015,D,295737,D,01,D,,A,2,D,,A,2500,D,2500,D,2500,D,1,D,2,D,1,D,,A,2,D,,A
20251,05684734,28,0,5,01,D,100,D,.0296,D,119204,D,30,D,747,D,,A,,A,,A,,A,247,D,228,D,228,D,229,D,272,D,272,D,271,D,,A,07,D,2021,D,1,D,,A,110329,D,110101,D,109873,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05684784,24,0,5,01,D,100,D,.0400,D,60000,D,30,D,1650,D,,A,,A,,A,,A,1364,D,104,D,105,D,105,D,182,D,181,D,181,D,,A,02,D,2020,D,1,D,,A,54507,D,54403,D,54298,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,1,D,,A
20251,05684934,19,0,5,01,D,100,D,.0365,F,136000,F,30,F,1420,F,,A,,A,,A,,A,798,F,281,F,282,F,283,F,341,F,340,F,339,F,,A,07,F,2016,F,1,F,,A,111975,F,111694,F,111412,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,,C,3,F,2,D,,A
20251,05685014,27,0,5,01,D,100,D,.0397,D,367929,D,15,D,2716,D,,A,,A,,A,,A,0,D,3132,T,3141,T,3165,T,858,D,852,D,846,D,,A,07,D,2019,D,1,D,,A,259441,D,257583,D,255719,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,1,D,,A
20251,05685224,19,0,5,01,D,100,D,.0600,D,41000,D,30,D,743,D,,A,,A,,A,,A,497,D,97,D,97,D,98,D,149,D,149,D,148,D,,A,08,D,2010,D,1,D,,A,29864,D,29767,D,29670,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05685234,21,0,5,01,D,100,D,.0296,D,196345,D,20,D,1297,D,,A,,A,,A,,A,212,D,673,D,674,D,676,D,412,D,411,D,409,D,,A,02,D,2021,D,1,D,,A,167123,D,166450,D,165776,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05685244,21,0,5,01,D,100,D,.0580,D,913387,T,30,D,6823,T,,A,,A,,A,,A,0,D,1595,D,1602,D,1610,D,6781,D,6774,D,6766,D,,A,08,D,2023,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,2,D,,A
20251,05685614,10,0,5,01,D,100,D,.0700,D,240000,D,30,D,1953,D,,A,,A,,A,,A,356,D,232,D,233,D,235,D,1365,D,1364,D,1362,D,,A,08,D,2022,D,1,D,,A,234027,D,233795,D,233562,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,1,D,,A
20251,05685664,28,0,5,01,D,100,D,.0700,D,500000,D,30,D,3965,D,,A,,A,,A,,A,638,D,0,D,0,D,0,D,0,D,0,D,0,D,,A,09,D,2024,D,2,D,,A,498763,D,498346,D,497927,D,01,D,1,D,,A,,A,3801,D,0,D,0,D,1,D,2,D,2,D,3,D,1,D,,A
20251,05685724,29,0,5,01,D,100,D,.0311,D,275000,D,30,D,1900,D,,A,,A,,A,,A,724,D,525,D,526,D,527,D,651,D,650,D,649,D,,A,12,D,2020,D,1,D,,A,251352,D,250828,D,250302,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05685984,45,0,5,01,D,100,D,.0296,D,265000,D,30,D,2800,D,,A,,A,,A,,A,1688,D,503,D,505,D,506,D,609,D,607,D,606,D,,A,10,D,2021,D,1,D,,A,246765,D,246261,D,245757,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05686014,31,0,5,01,D,100,D,.0400,D,250000,D,30,D,2300,D,,A,,A,,A,,A,1106,D,451,D,452,D,454,D,743,D,742,D,740,D,,A,05,D,2019,D,1,D,,A,222975,D,222524,D,222072,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05686024,17,0,5,01,D,100,D,.0365,F,430000,F,15,F,6823,V,,A,,A,,A,,A,2094,F,3132,V,3141,V,3165,V,640,F,633,F,625,F,,A,02,F,2016,F,1,F,,A,210430,F,207964,F,205490,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,F,2,D,,A
20251,05686094,42,0,5,01,D,100,D,.0588,F,248000,F,30,F,2200,F,,A,,A,,A,,A,732,F,276,F,277,F,279,F,1192,F,1191,F,1189,F,,A,04,F,2023,F,1,F,,A,243255,F,242979,F,242702,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,F,2,D,,A
20251,05686414,65,0,5,01,D,100,D,.0550,D,624000,D,30,D,3931,D,,A,,A,,A,,A,388,D,780,D,783,D,787,D,2763,D,2760,D,2756,D,,A,07,D,2022,D,1,D,,A,602868,D,602088,D,601305,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05686434,20,0,5,01,D,100,D,.0311,D,146000,D,30,D,1097,D,,A,,A,,A,,A,473,D,283,D,284,D,285,D,341,D,340,D,339,D,,A,05,D,2020,D,1,D,,A,131501,D,131218,D,130934,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05686514,66,0,5,01,D,100,D,.0681,D,150000,D,5,D,2957,D,,A,,A,,A,,A,0,D,811,D,816,D,820,D,189,D,184,D,180,D,,A,01,D,2023,D,2,D,,A,98427,D,96029,D,93617,D,01,D,1,D,,A,,A,1000,D,1000,D,1000,D,1,D,2,D,2,D,,A,2,D,,A
20251,05686584,22,0,5,01,D,100,D,.0425,D,87733,D,15,D,1077,D,,A,,A,,A,,A,417,D,475,D,477,D,478,D,185,D,183,D,182,D,,A,09,D,2017,D,1,D,,A,52217,D,51742,D,51265,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05686764,31,0,5,01,D,100,D,.0296,D,438000,D,30,D,1846,D,,A,,A,,A,,A,9,D,845,D,847,D,849,D,992,D,990,D,988,D,,A,03,D,2021,D,1,D,,A,402038,D,401193,D,400346,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,B,2,D,,A
20251,05686794,24,0,5,01,D,100,D,.0490,D,100000,D,30,D,884,D,,A,,A,,A,,A,353,D,332,D,333,D,334,D,199,D,198,D,197,D,,A,08,D,2004,D,1,D,,A,48845,D,48514,D,48181,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05686814,22,0,5,01,D,100,D,.0534,D,300000,D,30,D,2100,D,,A,,A,,A,,A,427,D,383,D,384,D,386,D,1290,D,1289,D,1287,D,,A,08,D,2022,D,1,D,,A,289945,D,289562,D,289178,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05686934,54,0,5,01,D,100,D,.0296,D,142000,D,30,D,1154,D,,A,,A,,A,,A,558,D,273,D,273,D,274,D,323,D,323,D,322,D,,A,06,D,2021,D,1,D,,A,131140,D,130867,D,130594,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,1,D,,A
20251,05686944,18,0,5,01,D,100,D,.0365,D,290000,D,30,D,2400,D,,A,,A,,A,,A,1073,D,603,D,605,D,606,D,724,D,722,D,721,D,,A,08,D,2016,D,1,D,,A,238092,D,237489,D,236884,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05686944,19,0,5,01,D,100,D,.0397,D,420000,D,30,D,2400,D,,A,,A,,A,,A,402,D,754,D,757,D,759,D,1244,D,1241,D,1239,D,,A,07,D,2019,D,1,D,,A,375954,D,375200,D,374443,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05686994,39,0,5,01,D,100,D,.0398,D,220000,D,20,D,1505,D,,A,,A,,A,,A,174,D,962,D,966,D,969,D,365,D,361,D,358,D,,A,02,D,2013,D,1,D,,A,111163,D,110200,D,109235,D,01,D,,A,,A,,A,,A,,A,,A,,A,,A,1,D,3,D,2,D,,A
20251,05687314,18,0,5,01,D,100,D,.0650,D,196000,D,30,D,1622,D,,A,,A,,A,,A,383,D,181,D,182,D,183,D,1058,D,1057,D,1056,D,,A,08,D,2024,D,1,D,,A,195285,D,195104,D,194921,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05687484,25,0,5,01,D,100,D,.0296,D,328000,D,30,D,1700,D,,A,,A,,A,,A,324,D,637,D,638,D,640,D,739,D,738,D,736,D,,A,01,D,2021,D,1,D,,A,299785,D,299148,D,298510,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,1,D,,A
20251,05687524,26,0,5,01,D,200,D,.0296,D,132000,D,30,D,772,D,,A,,A,,A,,A,218,D,253,D,254,D,255,D,301,D,300,D,299,D,,A,06,D,2021,D,1,D,,A,121906,D,121652,D,121399,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05687704,28,0,5,01,D,100,D,.0311,D,117000,D,30,D,768,D,,A,,A,,A,,A,268,D,229,D,230,D,230,D,271,D,270,D,270,D,,A,01,D,2020,D,1,D,,A,104473,D,104244,D,104014,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05687894,21,0,5,01,D,100,D,.0679,D,160000,D,30,D,1270,D,,A,,A,,A,,A,228,D,,A,137,D,137,D,,A,905,D,905,D,,A,01,D,2025,D,1,D,012025,D,,A,160000,D,159863,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,B,2,D,,A
20251,05687914,24,0,5,01,D,100,D,.0463,D,184862,D,30,D,1618,D,,A,,A,,A,,A,667,D,597,D,599,D,601,D,354,D,352,D,350,D,,A,01,D,2005,D,1,D,,A,91807,D,91210,D,90611,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05687964,26,0,5,01,D,100,D,.0311,D,55100,D,15,D,492,D,,A,,A,,A,,A,109,D,274,D,275,D,276,D,109,D,108,D,107,D,,A,09,D,2020,D,1,D,,A,42021,D,41747,D,41473,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,1,D,,A
20251,05688124,22,0,5,01,D,100,D,.0446,D,25000,D,30,D,600,D,,A,,A,,A,,A,474,D,61,D,61,D,61,D,65,D,65,D,65,D,,A,04,D,2011,D,1,D,,A,17545,D,17484,D,17423,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05688184,20,0,5,01,D,100,D,.0699,D,243000,D,30,D,2018,D,,A,,A,,A,,A,403,D,215,D,216,D,218,D,1400,D,1399,D,1397,D,,A,11,D,2023,D,1,D,,A,240314,D,240098,D,239882,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,1,D,,A
20251,05688234,32,0,5,01,D,100,D,.0365,D,50000,D,15,D,408,D,,A,,A,,A,,A,47,D,332,D,334,D,335,D,29,D,27,D,26,D,,A,03,D,2012,D,1,D,,A,9374,D,9041,D,8708,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,B,1,D,,A
20251,05688374,17,0,5,01,D,100,D,.0660,D,326465,D,30,D,2700,D,,A,,A,,A,,A,615,D,316,D,318,D,319,D,1769,D,1767,D,1766,D,,A,08,D,2023,D,1,D,,A,321638,D,321322,D,321004,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05688594,29,0,5,01,D,100,D,.0400,D,135000,D,30,D,926,D,,A,,A,,A,,A,281,D,218,D,219,D,220,D,320,D,320,D,319,D,,A,02,D,2022,D,1,D,,A,127992,D,127774,D,127555,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05688604,33,0,5,01,D,100,D,.0311,D,638000,D,30,D,3772,D,,A,,A,,A,,A,1044,D,1223,D,1226,D,1229,D,1477,D,1474,D,1471,D,,A,06,D,2020,D,2,D,,A,575816,D,574580,D,573342,D,01,D,1,D,,A,,A,4000,D,4000,D,4000,D,1,D,2,D,2,D,3,D,1,D,,A
20251,05688604,34,0,5,01,D,100,D,.0534,D,13000,D,15,D,105,D,,A,,A,,A,,A,0,D,53,D,53,D,53,D,52,D,52,D,52,D,,A,11,D,2022,D,1,D,,A,11756,D,11703,D,11650,D,02,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,2,D,,A
20251,05688674,19,0,5,01,D,100,D,.0469,F,50000,F,30,F,500,F,,A,,A,,A,,A,241,F,123,F,123,F,124,F,136,F,136,F,135,F,,A,11,F,2010,F,1,F,,A,34817,F,34694,F,34570,F,01,D,,A,,A,,A,,A,,A,,A,,C,,C,2,D,,B,2,D,,A
20251,05688824,29,0,5,01,D,100,D,.0680,D,490854,D,30,D,3200,D,,A,,A,,A,,A,0,D,466,D,469,D,471,D,2734,D,2731,D,2729,D,,A,05,D,2023,D,1,D,,A,482484,D,482018,D,481549,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,1,D,,A
20251,05688904,35,0,5,01,D,100,D,.0296,D,412000,D,30,D,2450,D,,A,,A,,A,,A,722,D,780,D,782,D,784,D,948,D,946,D,944,D,,A,11,D,2021,D,1,D,,A,384462,D,383683,D,382901,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05689054,14,0,5,01,D,100,D,.0650,F,324000,F,30,F,2800,F,,A,,A,,A,,A,752,F,,A,,A,293,F,,A,,A,1755,F,,A,02,F,2025,F,1,F,,A,,A,,A,324000,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,F,2,D,,A
20251,05689234,13,0,5,01,D,100,D,.0454,D,117000,D,30,D,1400,D,,A,,A,,A,,A,804,D,209,D,210,D,211,D,387,D,386,D,385,D,,A,02,D,2018,D,1,D,,A,102289,D,102080,D,101870,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05689294,16,0,1,01,D,100,D,.0670,D,48661,D,30,D,314,D,,A,,A,,A,,A,0,D,42,D,43,D,43,D,272,D,271,D,271,D,,A,12,D,2024,D,1,D,,A,48661,D,48619,D,48576,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,,A,1,D,,A
20251,05689374,30,0,5,01,D,100,D,.0365,D,515000,D,30,D,2900,D,,A,,A,,A,,A,544,D,1083,D,1086,D,1089,D,1273,D,1270,D,1267,D,,A,04,D,2016,D,1,D,,A,418586,D,417503,D,416417,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05795523,27,0,5,01,D,100,D,.0700,D,95896,D,30,D,638,D,,A,,A,,A,,A,0,D,166,D,167,D,168,D,472,D,471,D,470,D,,A,01,D,2014,D,1,D,,A,80835,D,80669,D,80501,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,A,1,D,,A
20251,05795533,25,0,5,01,D,100,D,.0365,D,402877,D,30,D,2818,D,,A,,A,,A,,A,975,D,956,D,959,D,962,D,887,D,884,D,881,D,,A,10,D,2012,D,1,D,,A,291494,D,290537,D,289578,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05795643,35,0,5,01,D,100,D,.0296,D,208800,D,30,D,879,D,,A,,A,,A,,A,3,D,398,D,399,D,400,D,478,D,477,D,476,D,,A,06,D,2021,D,1,D,,A,193645,D,193247,D,192847,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,,B,1,D,,A
20251,05795853,26,0,5,01,D,100,D,.0575,D,150000,D,30,D,1894,D,,A,,A,,A,,A,1019,D,186,D,187,D,188,D,689,D,688,D,687,D,,A,09,D,2021,D,1,D,,A,143691,D,143505,D,143317,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,1,D,,A
20251,05795883,24,0,5,01,D,100,D,.0620,D,630000,D,30,D,4800,D,,A,,A,,A,,A,941,D,680,D,684,D,687,D,3179,D,3175,D,3172,D,,A,11,D,2022,D,1,D,,A,833430,T,831147,T,832659,T,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05796063,12,0,5,01,D,100,D,.0454,F,195557,F,15,F,2000,F,,A,,A,,A,,A,500,F,1021,F,1024,F,1028,F,479,F,476,F,472,F,,A,04,F,2018,F,1,F,,A,126740,F,125719,F,124695,F,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,F,2,D,,A
20251,05796123,40,0,5,01,D,100,D,.0397,D,250000,D,15,D,2775,D,,A,,A,,A,,A,930,D,1258,D,1262,D,1266,D,587,D,583,D,579,D,,A,06,D,2019,D,1,D,,A,177576,D,176318,D,175056,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05796183,28,0,5,01,D,100,D,.0311,D,143000,D,30,D,1000,D,,A,,A,,A,,A,389,D,274,D,274,D,275,D,337,D,337,D,336,D,,A,08,D,2020,D,1,D,,A,130185,D,129911,D,129637,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,1,D,,A
20251,05796433,32,0,5,01,D,100,D,.0400,D,300000,D,30,D,4001,D,,A,,A,,A,,A,2569,D,886,D,889,D,892,D,546,D,543,D,540,D,,A,10,D,2006,D,1,D,,A,163664,D,162778,D,161888,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05796483,15,0,5,01,D,100,D,.0425,D,113000,D,30,D,747,D,,A,,A,,A,,A,191,D,310,D,312,D,313,D,246,D,244,D,243,D,,A,07,D,2008,D,1,D,,A,69340,D,69030,D,68718,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05796533,12,0,5,01,D,100,D,.0400,D,160000,D,30,D,1301,D,,A,,A,,A,,A,537,D,307,D,308,D,309,D,457,D,456,D,455,D,,A,08,D,2017,D,1,D,,A,137071,D,136764,D,136456,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05796633,23,0,5,01,D,100,D,.0385,D,186000,D,30,D,2200,D,,A,,A,,A,,A,1328,D,393,D,394,D,395,D,479,D,478,D,477,D,,A,07,D,2015,D,1,D,,A,149369,D,148976,D,148582,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
20251,05796713,20,0,5,01,D,100,D,.0311,D,130000,D,30,D,1100,D,,A,,A,,A,,A,544,D,247,D,247,D,248,D,309,D,309,D,308,D,,A,12,D,2020,D,1,D,,A,119312,D,119065,D,118817,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,1,D,3,D,2,D,,A
20251,05796793,19,0,5,01,D,100,D,.0620,D,80000,D,30,D,620,D,,A,,A,,A,,A,130,D,321,D,323,D,325,D,169,D,167,D,165,D,,A,08,D,2001,D,1,D,,A,32669,D,32347,D,32024,D,01,D,,A,,A,,A,,A,,A,,A,1,D,2,D,2,D,3,D,2,D,,A
