QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,S17CODEA,S17C_DEA,S17GFTCA,S17G_TCA,SUBEXPX,SUBEXPX_,SUBMO,SUBMO_,SUBPURCH
20251,05669904,41,0,1,150,D,1,D,155,D,11,D,
20251,05669904,42,0,1,150,D,1,D,155,D,12,D,
20251,05669904,43,0,1,150,D,1,D,26,D,12,D,
20251,05669904,44,0,1,150,D,1,D,90,D,11,D,
20251,05669904,45,0,1,150,D,1,D,4,D,13,D,
20251,05669904,46,0,1,355,D,1,D,17,D,13,D,
20251,05669914,36,0,1,520,D,2,D,30,D,12,D,
20251,05669914,37,0,1,160,D,1,D,4,D,13,D,
20251,05669914,38,0,1,150,D,1,D,4,D,13,D,
20251,05669914,39,0,1,320,D,2,D,14,D,12,D,
20251,05669914,40,0,1,355,D,1,D,8,D,13,D,
20251,05669964,25,0,1,810,D,1,D,20,D,01,D,1
20251,05669964,26,0,1,210,D,1,D,75,D,12,D,1
20251,05669964,27,0,1,355,D,1,D,16,D,13,D,
20251,05669994,34,0,1,840,D,1,D,12,D,13,D,
20251,05669994,35,0,1,210,D,1,D,60,D,12,D,
20251,05669994,36,0,1,330,D,1,D,12,D,13,D,
20251,05669994,37,0,1,355,D,1,D,10,D,13,D,
20251,05669994,38,0,1,355,D,1,D,8,D,13,D,
20251,05669994,39,0,1,355,D,1,D,10,D,13,D,
20251,05670134,40,0,1,820,D,1,D,150,D,12,D,
20251,05670134,41,0,1,700,D,1,D,12,D,13,D,
20251,05670134,42,0,1,355,D,1,D,26,D,13,D,
20251,05670134,43,0,1,355,D,1,D,94,D,13,D,
20251,05670134,44,0,2,610,D,1,D,75,D,11,D,
20251,05670144,43,0,1,100,D,1,D,80,D,13,D,
20251,05670144,44,0,1,840,D,1,D,12,D,13,D,1
20251,05670144,45,0,1,310,D,1,D,285,D,01,D,
20251,05670144,46,0,1,330,D,1,D,12,D,13,D,
20251,05670144,47,0,1,355,D,1,D,15,D,13,D,
20251,05670194,34,0,1,840,D,1,D,10,D,13,D,
20251,05670194,35,0,1,840,D,1,D,8,D,13,D,
20251,05670194,36,0,1,500,D,2,D,900,D,11,D,
20251,05670194,37,0,1,150,D,1,D,10,D,13,D,
20251,05670194,38,0,1,355,D,1,D,12,D,13,D,
20251,05670204,16,0,1,355,D,1,D,25,D,13,D,
20251,05670404,29,0,1,840,D,1,D,100,D,12,D,
20251,05670404,30,0,1,150,D,1,D,112,D,12,D,
20251,05670404,31,0,1,355,D,1,D,14,D,13,D,
20251,05670404,32,0,1,355,D,1,D,90,D,12,D,
20251,05670404,33,0,1,310,D,1,D,48,D,12,D,
20251,05670404,34,0,2,150,D,1,D,113,D,11,D,
20251,05670424,44,0,1,830,D,1,D,40,D,13,D,
20251,05670424,45,0,1,150,D,1,D,25,D,13,D,
20251,05670424,46,0,1,330,D,1,D,12,D,13,D,
20251,05670424,47,0,1,370,D,1,D,75,D,01,D,
20251,05670464,41,0,1,355,D,1,D,18,D,13,D,
20251,05670464,42,0,1,840,D,1,D,149,D,01,D,
20251,05670474,23,0,1,355,D,1,D,15,D,13,D,
20251,05670484,36,0,1,830,D,1,D,82,D,13,D,
20251,05670484,37,0,1,500,D,1,D,700,D,01,D,
20251,05670484,38,0,1,500,D,1,D,100,D,12,D,
20251,05670484,39,0,1,355,D,1,D,10,D,13,D,
20251,05670484,40,0,1,700,D,1,D,5,D,13,D,
20251,05670484,41,0,1,355,D,1,D,9,D,13,D,
20251,05670484,42,0,1,355,D,1,D,20,D,13,D,
20251,05670484,43,0,1,355,D,1,D,18,D,13,D,
20251,05670484,44,0,2,370,D,1,D,60,D,11,D,
20251,05670594,71,0,1,840,D,1,D,110,D,01,D,
20251,05670594,72,0,1,160,D,1,D,6,D,12,D,
20251,05670594,73,0,1,320,D,1,D,5,D,12,D,1
20251,05670594,74,0,1,330,D,1,D,12,D,13,D,
20251,05670594,75,0,1,700,D,1,D,12,D,12,D,1
20251,05670594,76,0,1,700,D,1,D,12,D,01,D,1
20251,05670594,77,0,1,355,D,1,D,7,D,13,D,1
20251,05670594,78,0,1,355,D,1,D,33,D,13,D,1
20251,05670594,79,0,2,210,D,2,D,25,D,11,D,
20251,05670604,20,0,1,840,D,1,D,17,D,13,D,
20251,05670604,21,0,1,355,D,1,D,10,D,13,D,
20251,05670604,22,0,1,355,D,1,D,8,D,13,D,
20251,05670624,27,0,1,830,D,1,D,35,D,13,D,1
20251,05670624,28,0,1,840,D,1,D,65,D,12,D,1
20251,05670624,29,0,1,500,D,1,D,75,D,01,D,1
20251,05670624,30,0,1,520,D,1,D,30,D,11,D,1
20251,05670624,31,0,1,210,D,1,D,16,D,13,D,1
20251,05670624,32,0,1,330,D,1,D,17,D,13,D,
20251,05670624,33,0,1,355,D,1,D,6,D,13,D,
20251,05670624,34,0,1,410,D,1,D,22,D,11,D,
20251,05670624,35,0,1,410,D,1,D,22,D,12,D,
20251,05670624,36,0,1,410,D,1,D,22,D,01,D,
20251,05670654,33,0,1,100,D,1,D,7,D,13,D,
20251,05670654,34,0,1,840,D,1,D,10,D,13,D,
20251,05670654,35,0,1,355,D,1,D,21,D,13,D,1
20251,05670744,31,0,1,600,D,1,D,1000,D,12,D,
20251,05670744,32,0,1,700,D,1,D,13,D,13,D,1
20251,05670744,33,0,1,355,D,1,D,75,D,13,D,1
20251,05670744,34,0,1,330,D,1,D,10,D,13,D,
20251,05670824,37,0,1,610,D,1,D,90,D,11,D,
20251,05670824,38,0,1,530,D,1,D,120,D,01,D,
20251,05670824,39,0,1,210,D,1,D,16,F,13,D,
20251,05670844,19,0,1,840,D,1,D,40,D,11,D,3
20251,05670844,20,0,1,600,D,1,D,1,D,11,D,
20251,05670844,21,0,1,330,D,1,D,6,D,13,D,
20251,05670884,42,0,1,520,D,1,D,100,D,12,D,1
20251,05670884,43,0,1,355,D,1,D,58,D,13,D,
20251,05670904,15,0,1,355,D,1,D,7,D,01,D,
20251,05670914,28,0,1,210,D,1,D,10,D,13,D,
20251,05670924,32,0,1,150,D,1,D,23,D,13,D,
20251,05670924,33,0,1,700,D,1,D,12,D,13,D,
20251,05670974,47,0,1,830,D,1,D,39,D,13,D,
20251,05670974,48,0,1,830,D,1,D,49,D,13,D,
20251,05670974,49,0,1,500,D,1,D,558,D,11,D,
20251,05670974,50,0,1,330,D,1,D,10,D,13,D,
20251,05670974,51,0,1,355,D,1,D,21,D,13,D,
20251,05670974,52,0,1,355,D,1,D,9,D,13,D,
20251,05671064,34,0,1,840,D,1,D,140,D,01,D,
20251,05671064,35,0,1,840,D,1,D,148,D,01,D,
20251,05671064,36,0,1,210,D,1,D,15,D,13,D,
20251,05671064,37,0,1,355,D,1,D,16,D,13,D,
20251,05671064,38,0,1,355,D,1,D,7,D,13,D,
20251,05671064,39,0,1,410,D,1,D,22,D,12,D,
20251,05671064,40,0,1,410,D,1,D,22,D,01,D,
20251,05671064,41,0,1,410,D,1,D,22,D,11,D,
20251,05671084,12,0,1,355,D,1,D,14,D,13,D,
20251,05671084,13,0,1,355,D,1,D,15,D,13,D,
20251,05671084,14,0,1,355,D,1,D,22,D,13,D,
20251,05671114,32,0,1,355,D,1,D,16,D,13,D,
20251,05671124,23,0,1,150,D,1,D,16,D,13,D,
20251,05671124,24,0,1,210,D,1,D,15,D,13,D,
20251,05671124,25,0,1,320,D,1,D,15,D,01,D,1
20251,05671124,26,0,1,355,D,1,D,60,D,13,D,1
20251,05671194,24,0,1,840,D,1,D,55,D,11,D,
20251,05671194,25,0,1,840,D,1,D,20,D,11,D,
20251,05671194,26,0,2,840,D,1,D,55,D,11,D,
20251,05671224,16,0,1,330,D,1,D,18,D,13,D,
20251,05671224,17,0,1,410,D,1,D,40,D,11,D,
20251,05671224,18,0,1,410,D,1,D,40,D,12,D,
20251,05671224,19,0,1,410,D,1,D,40,D,01,D,
20251,05671224,20,0,2,410,D,1,D,40,D,11,D,
20251,05671244,13,0,1,150,D,1,D,16,D,01,D,
20251,05671294,27,0,1,840,D,1,D,10,D,13,D,
20251,05671294,28,0,1,500,D,1,D,300,D,12,D,
20251,05671294,29,0,1,330,D,1,D,10,D,13,D,
20251,05671294,30,0,1,700,D,1,D,10,D,13,D,1
20251,05671434,21,0,1,355,D,1,D,40,D,13,D,
20251,05671464,40,0,1,100,D,1,D,538,D,13,D,
20251,05671464,41,0,1,100,D,1,D,250,D,13,D,
20251,05671464,42,0,1,100,D,1,D,320,D,01,D,
20251,05671464,43,0,1,830,D,1,D,145,D,13,D,
20251,05671464,44,0,1,610,D,1,D,176,D,12,D,
20251,05671464,45,0,1,610,D,1,D,794,D,11,D,
20251,05671464,46,0,1,520,D,1,D,100,D,01,D,
20251,05671464,47,0,2,530,D,1,D,140,D,11,D,
20251,05671544,22,0,1,610,D,1,D,8,D,01,D,
20251,05671544,23,0,1,355,D,1,D,25,D,13,D,
20251,05671564,37,0,1,355,D,1,D,100,D,13,D,1
20251,05671584,34,0,1,355,D,1,D,25,D,13,D,
20251,05671584,35,0,2,810,D,1,D,80,D,11,D,2
20251,05671624,26,0,1,355,D,1,D,24,D,13,D,
20251,05671674,35,0,1,150,D,1,D,20,D,13,D,
20251,05671724,28,0,1,830,D,1,D,48,D,13,D,1
20251,05671724,29,0,1,500,D,1,D,120,D,01,D,1
20251,05671724,30,0,1,210,D,1,D,40,D,13,D,1
20251,05671724,31,0,2,810,D,1,D,20,D,11,D,
20251,05671724,32,0,2,840,D,1,D,50,D,11,D,
20251,05671824,30,0,1,210,D,1,D,40,D,12,D,
20251,05671824,31,0,1,210,D,1,D,10,D,01,D,
20251,05671864,47,0,1,210,D,1,D,25,F,01,D,
20251,05671864,48,0,1,330,D,1,D,18,D,13,D,
20251,05671864,49,0,1,355,D,1,D,52,D,13,D,1
20251,05671864,50,0,1,370,D,1,D,35,F,11,D,
20251,05671864,51,0,2,610,D,2,D,2599,D,11,D,
20251,05671874,22,0,1,355,D,1,D,100,F,13,D,
20251,05671914,21,0,1,100,D,1,D,64,D,13,D,
20251,05671914,22,0,1,830,D,1,D,64,D,13,D,
20251,05671914,23,0,1,210,D,1,D,12,D,12,D,
20251,05671914,24,0,1,330,D,1,D,13,D,13,D,
20251,05671914,25,0,1,355,D,1,D,16,D,13,D,1
20251,05671914,26,0,1,355,D,1,D,6,D,13,D,1
20251,05671914,27,0,2,330,D,1,D,13,D,11,D,
20251,05671914,28,0,2,355,D,1,D,16,D,11,D,1
20251,05671934,58,0,1,830,D,1,D,30,D,11,D,
20251,05671934,59,0,1,830,D,1,D,18,D,12,D,
20251,05671934,60,0,1,830,D,1,D,18,D,01,D,
20251,05671934,61,0,1,210,D,1,D,43,D,01,D,
20251,05671934,62,0,1,355,D,1,D,8,D,13,D,
20251,05671944,31,0,1,830,D,1,D,28,D,13,D,
20251,05671944,32,0,1,210,D,1,D,16,D,13,D,
20251,05671944,33,0,1,210,D,1,D,19,D,01,D,
20251,05671944,34,0,1,150,D,1,D,17,D,13,D,
20251,05671944,35,0,1,520,D,1,D,13,D,01,D,
20251,05671944,36,0,1,330,D,1,D,12,D,13,D,
20251,05671944,37,0,1,330,D,1,D,11,D,11,D,
20251,05671944,38,0,1,330,D,1,D,11,D,12,D,
20251,05671944,39,0,1,355,D,1,D,8,D,13,D,
20251,05671944,40,0,1,840,D,1,D,3,D,13,D,
20251,05671944,41,0,1,355,D,1,D,30,D,13,D,
20251,05671944,42,0,1,355,D,1,D,15,D,13,D,
20251,05671944,43,0,2,355,D,1,D,30,D,11,D,
20251,05672074,22,0,1,830,D,1,D,24,D,13,D,
20251,05672074,23,0,1,830,D,1,D,44,D,13,D,
20251,05672074,24,0,1,840,D,1,D,55,D,11,D,
20251,05672074,25,0,1,840,D,1,D,100,D,11,D,
20251,05672074,26,0,1,600,D,1,D,3000,D,01,D,
20251,05672074,27,0,1,520,D,1,D,45,D,01,D,
20251,05672074,28,0,1,520,D,1,D,45,D,11,D,
20251,05672074,29,0,1,520,D,1,D,45,D,12,D,
20251,05672074,30,0,1,700,D,1,D,9,D,11,D,
20251,05672074,31,0,1,700,D,1,D,9,D,12,D,
20251,05672074,32,0,1,700,D,1,D,9,D,01,D,
20251,05672074,33,0,2,520,D,1,D,45,D,11,D,
20251,05672144,27,0,1,830,D,1,D,74,D,13,D,
20251,05672144,28,0,1,840,D,1,D,130,D,01,D,
20251,05672144,29,0,1,600,D,1,D,90,D,11,D,
20251,05672184,18,0,1,530,D,1,D,6,D,01,D,
20251,05672184,19,0,1,355,D,1,D,15,D,13,D,
20251,05672184,20,0,1,330,D,1,D,10,D,13,D,
20251,05672184,21,0,1,330,D,1,D,10,D,13,D,
20251,05672184,22,0,1,330,D,1,D,10,D,13,D,
20251,05672184,23,0,1,355,D,1,D,15,D,13,D,
20251,05672254,54,0,1,830,D,1,D,175,D,13,D,
20251,05672254,55,0,1,500,D,1,D,120,D,01,D,
20251,05672254,56,0,1,500,D,1,D,76,D,12,D,
20251,05672254,57,0,1,520,D,1,D,40,D,11,D,
20251,05672254,58,0,1,210,D,1,D,15,D,13,D,
20251,05672254,59,0,1,330,D,1,D,24,D,13,D,
20251,05672254,60,0,1,400,D,1,D,48,D,11,D,
20251,05672254,61,0,1,400,D,1,D,48,D,12,D,
20251,05672254,62,0,1,400,D,1,D,48,D,01,D,
20251,05672254,63,0,1,355,D,1,D,8,D,13,D,
20251,05672254,64,0,2,840,D,1,D,130,D,11,D,
20251,05672294,20,0,1,840,D,1,D,7,D,13,D,1
20251,05672294,21,0,1,520,D,1,D,22,D,11,D,1
20251,05672294,22,0,1,520,D,1,D,22,D,12,D,1
20251,05672294,23,0,1,520,D,1,D,22,D,01,D,1
20251,05672294,24,0,1,355,D,1,D,15,D,13,D,
20251,05672294,25,0,1,330,D,1,D,10,D,13,D,
20251,05672304,24,0,1,840,D,1,D,60,D,01,D,
20251,05672304,25,0,1,840,D,1,D,15,D,13,D,
20251,05672304,26,0,1,380,D,1,D,20,D,01,D,
20251,05672334,47,0,1,830,D,1,D,24,D,13,D,1
20251,05672334,48,0,1,520,D,1,D,40,D,12,D,1
20251,05672334,49,0,1,700,D,1,D,14,D,13,D,
20251,05672334,50,0,1,330,D,1,D,12,D,13,D,
20251,05672364,61,0,1,100,D,1,D,360,D,13,D,
20251,05672364,62,0,1,530,D,1,D,40,D,12,D,
20251,05672364,63,0,1,160,D,1,D,73,D,12,D,
20251,05672364,64,0,1,330,D,1,D,10,D,13,D,
20251,05672364,65,0,1,410,D,1,D,21,D,01,D,
20251,05672364,66,0,1,410,D,1,D,21,D,11,D,
20251,05672364,67,0,1,410,D,1,D,21,D,12,D,
20251,05672364,68,0,1,410,D,1,D,40,D,12,D,
20251,05672364,69,0,1,410,D,1,D,40,D,11,D,
20251,05672364,70,0,1,410,D,1,D,5,D,01,D,
20251,05672364,71,0,1,410,D,1,D,40,D,01,D,
20251,05672364,72,0,1,410,D,1,D,40,D,11,D,
20251,05672364,73,0,1,410,D,1,D,40,D,12,D,
20251,05672614,28,0,1,830,D,1,D,150,D,13,D,
20251,05672614,29,0,1,355,D,1,D,20,D,13,D,
20251,05672614,30,0,1,355,D,1,D,15,D,13,D,
20251,05672614,31,0,1,355,D,1,D,15,D,13,D,
20251,05672614,32,0,1,355,D,1,D,10,D,13,D,
20251,05672624,23,0,1,150,D,1,D,40,D,13,D,1
20251,05672654,94,0,1,830,D,1,D,50,D,13,D,2
20251,05672654,95,0,1,810,D,1,D,250,D,11,D,1
20251,05672654,96,0,1,810,D,1,D,250,D,12,D,1
20251,05672654,97,0,1,810,D,1,D,250,D,01,D,1
20251,05672654,98,0,1,840,D,1,D,150,D,11,D,1
20251,05672654,99,0,1,840,D,1,D,121,D,01,D,1
20251,05672654,100,0,1,500,D,1,D,50,D,11,D,1
20251,05672654,101,0,1,500,D,1,D,80,D,12,D,1
20251,05672654,102,0,1,500,D,1,D,120,D,01,D,1
20251,05672654,103,0,1,520,D,1,D,60,D,12,D,2
20251,05672654,104,0,1,530,D,1,D,150,D,01,D,2
20251,05672654,105,0,1,210,D,1,D,11,F,13,D,1
20251,05672654,106,0,1,355,D,1,D,40,F,13,D,
20251,05672654,107,0,2,530,D,1,D,80,D,11,D,1
20251,05672694,30,0,1,500,D,1,D,18,D,12,D,
20251,05672694,31,0,1,150,D,1,D,26,D,12,D,
20251,05672694,32,0,1,210,D,1,D,4,D,01,D,
20251,05672694,33,0,2,500,D,1,D,30,D,11,D,
20251,05672734,39,0,1,830,D,1,D,64,D,13,D,1
20251,05672824,17,0,1,830,D,1,D,150,D,13,D,
20251,05672844,24,0,1,840,D,1,D,35,D,13,D,
20251,05672894,35,0,1,160,D,1,D,11,D,13,D,
20251,05672894,36,0,1,210,D,1,D,13,D,13,D,
20251,05672894,37,0,1,355,D,1,D,15,D,13,D,
20251,05672894,38,0,1,355,D,1,D,7,D,13,D,
20251,05673004,14,0,1,355,D,1,D,8,D,13,D,
20251,05673074,15,0,1,330,D,1,D,7,D,13,D,
20251,05673074,16,0,1,355,D,1,D,12,D,13,D,
20251,05673074,17,0,1,355,D,1,D,10,D,13,D,
20251,05673104,16,0,2,840,D,1,D,100,D,11,D,
20251,05673114,42,0,1,700,D,1,D,16,D,01,D,
20251,05673114,43,0,1,355,D,1,D,3,D,13,D,
20251,05673204,31,0,1,150,D,1,D,20,D,11,D,
20251,05673224,31,0,1,840,D,1,D,16,D,13,D,
20251,05673224,32,0,1,330,D,1,D,15,D,13,D,
20251,05673264,34,0,1,210,D,1,D,40,D,13,D,
20251,05673264,35,0,1,355,D,1,D,14,D,13,D,1
20251,05673264,36,0,1,355,D,1,D,15,D,13,D,1
20251,05673264,37,0,1,355,D,1,D,11,D,13,D,1
20251,05673264,38,0,2,355,D,1,D,14,D,11,D,1
20251,05673264,39,0,2,355,D,1,D,15,D,11,D,1
20251,05673264,40,0,2,355,D,1,D,11,D,11,D,1
20251,05673414,34,0,1,820,D,1,D,79,D,12,D,
20251,05673414,35,0,1,840,D,1,D,15,D,13,D,
20251,05673414,36,0,1,530,D,1,D,16,D,12,D,
20251,05673414,37,0,1,520,D,1,D,20,D,11,D,
20251,05673414,38,0,1,520,D,1,D,20,D,01,D,
20251,05673414,39,0,1,520,D,2,D,20,D,01,D,
20251,05673414,40,0,1,330,D,1,D,6,D,13,D,
20251,05673434,44,0,1,840,D,1,D,110,D,01,D,
20251,05673434,45,0,1,530,D,1,D,974,D,01,D,
20251,05673434,46,0,2,210,D,2,D,66,D,11,D,
20251,05673484,34,0,2,840,D,1,D,65,D,11,D,
20251,05673534,45,0,1,700,D,1,D,29,D,13,D,
20251,05673534,46,0,1,355,D,1,D,17,D,13,D,
20251,05673534,47,0,1,355,D,1,D,25,D,13,D,
20251,05673574,35,0,1,520,D,1,D,25,D,01,D,
20251,05673574,36,0,1,520,D,1,D,25,D,11,D,
20251,05673574,37,0,1,520,D,1,D,25,D,12,D,
20251,05673574,38,0,1,500,D,1,D,300,D,11,D,
20251,05673574,39,0,1,500,D,1,D,350,D,12,D,
20251,05673574,40,0,1,500,D,1,D,30,D,01,D,
20251,05673624,17,0,1,100,D,1,D,90,D,13,D,
20251,05673624,18,0,1,100,D,1,D,180,D,13,D,
20251,05673624,19,0,1,355,D,1,D,16,D,13,D,
20251,05673684,32,0,1,610,D,1,D,345,D,11,D,
20251,05673684,33,0,1,600,D,1,D,150,D,11,D,
20251,05673684,34,0,1,355,D,1,D,30,D,13,D,
20251,05673744,24,0,1,830,D,1,D,200,D,13,D,
20251,05673744,25,0,1,840,D,1,D,10,D,13,D,
20251,05673744,26,0,1,355,D,1,D,11,D,13,D,
20251,05673904,35,0,1,370,D,1,D,30,D,12,D,
20251,05673954,32,0,1,840,D,1,D,8,D,13,D,
20251,05673954,33,0,1,830,D,1,D,60,D,13,D,
20251,05673964,40,0,1,610,D,1,D,10,D,01,D,
20251,05673964,41,0,1,820,D,1,D,39,D,01,D,
20251,05673964,42,0,1,840,D,1,D,15,D,13,D,
20251,05673964,43,0,1,210,D,1,D,4,D,12,D,
20251,05673964,44,0,1,520,D,1,D,40,D,11,D,
20251,05673964,45,0,1,310,D,1,D,32,D,01,D,
20251,05673964,46,0,1,330,D,1,D,12,D,13,D,
20251,05673964,47,0,1,355,D,1,D,200,D,12,D,
20251,05673964,48,0,1,355,D,1,D,23,D,13,D,
20251,05673964,49,0,1,370,D,1,D,100,D,11,D,1
20251,05673964,50,0,1,370,D,1,D,100,D,01,D,1
20251,05673964,51,0,1,400,D,1,D,40,D,01,D,
20251,05673964,52,0,1,370,D,1,D,100,D,12,D,1
20251,05674074,11,0,1,840,D,1,D,15,D,13,D,
20251,05674224,34,0,1,100,D,1,D,300,D,12,D,
20251,05674224,35,0,1,520,D,1,D,150,D,12,D,
20251,05674224,36,0,1,330,D,1,D,11,D,13,D,
20251,05674224,37,0,1,355,D,1,D,22,D,13,D,
20251,05674284,50,0,1,410,D,1,D,76,D,12,D,
20251,05674544,29,0,1,610,D,1,D,1225,D,01,D,
20251,05674544,30,0,1,840,D,1,D,8,D,13,D,
20251,05674544,31,0,1,355,D,1,D,23,D,13,D,1
20251,05674584,29,0,1,355,D,1,D,26,D,13,D,
20251,05674644,23,0,1,355,D,1,D,12,D,13,D,
20251,05674644,24,0,1,355,D,1,D,7,D,13,D,
20251,05674644,25,0,1,355,D,1,D,5,D,13,D,
20251,05674694,29,0,1,830,D,1,D,45,D,13,D,
20251,05674694,30,0,1,330,D,1,D,22,D,13,D,
20251,05674694,31,0,1,355,D,1,D,20,D,13,D,
20251,05674714,40,0,1,100,D,1,D,590,D,13,D,2
20251,05674714,41,0,1,520,D,1,D,60,D,01,D,
20251,05674714,42,0,1,355,D,1,D,66,D,13,D,
20251,05674714,43,0,2,610,D,1,D,300,D,11,D,2
20251,05674744,40,0,1,610,D,1,D,45,D,11,D,
20251,05674744,41,0,1,840,D,1,D,60,D,11,D,
20251,05674744,42,0,1,840,D,1,D,21,D,13,D,
20251,05674744,43,0,1,210,D,1,D,120,D,01,D,
20251,05674744,44,0,1,370,D,1,D,60,D,11,D,
20251,05674764,35,0,1,830,D,1,D,10,D,13,D,
20251,05674764,36,0,1,830,D,1,D,40,D,11,D,
20251,05674764,37,0,1,500,D,1,D,100,D,12,D,
20251,05674764,38,0,1,500,D,1,D,100,D,01,D,
20251,05674764,39,0,1,150,D,1,D,380,D,11,D,
20251,05674774,27,0,1,500,D,1,D,25,D,11,D,1
20251,05674774,28,0,1,500,D,1,D,25,D,01,D,1
20251,05674844,33,0,1,840,D,1,D,17,D,13,D,
20251,05674844,34,0,1,355,D,1,D,14,D,13,D,
20251,05674844,35,0,1,355,D,1,D,25,D,13,D,
20251,05674864,18,0,1,150,D,1,D,250,D,11,D,3
20251,05674874,22,0,1,610,D,1,D,150,D,11,D,
20251,05674874,23,0,1,840,D,1,D,23,D,13,D,
20251,05674874,24,0,1,840,D,1,D,25,D,01,D,
20251,05674874,25,0,1,370,D,1,D,125,D,11,D,
20251,05675124,26,0,1,830,D,1,D,240,D,13,D,
20251,05675124,27,0,1,610,D,1,D,190,D,01,D,
20251,05675124,28,0,1,210,D,1,D,20,D,13,D,
20251,05675124,29,0,1,210,D,1,D,15,D,01,D,
20251,05675124,30,0,1,330,D,1,D,16,D,13,D,
20251,05675124,31,0,1,355,D,1,D,20,D,13,D,
20251,05675144,29,0,1,410,D,1,D,28,D,01,D,
20251,05675144,30,0,1,410,D,1,D,28,D,11,D,
20251,05675144,31,0,1,410,D,1,D,28,D,12,D,
20251,05675144,32,0,2,410,D,1,D,28,D,11,D,
20251,05675184,25,0,1,830,D,1,D,77,D,13,D,
20251,05675184,26,0,1,610,D,1,D,70,D,01,D,
20251,05675184,27,0,1,410,D,1,D,20,D,01,D,
20251,05675184,28,0,1,410,D,1,D,20,D,11,D,
20251,05675184,29,0,1,410,D,1,D,20,D,12,D,
20251,05675184,30,0,2,410,D,1,D,25,D,11,D,
20251,05675204,42,0,1,500,D,1,D,1400,D,01,D,
20251,05675204,43,0,1,150,D,1,D,18,D,01,D,
20251,05675204,44,0,1,210,D,1,D,15,D,01,D,
20251,05675204,45,0,1,355,D,1,D,9,D,13,D,
20251,05675204,46,0,1,355,D,1,D,70,D,13,D,
20251,05675204,47,0,2,500,D,1,D,230,D,11,D,1
20251,05675314,21,0,1,840,D,1,D,65,D,11,D,
20251,05675334,30,0,1,210,D,1,D,100,D,12,D,
20251,05675334,31,0,1,310,D,1,D,74,D,12,D,
20251,05675334,32,0,1,355,D,1,D,16,D,13,D,
20251,05675334,33,0,1,355,D,1,D,164,D,11,D,
20251,05675334,34,0,2,355,D,1,D,163,D,11,D,
20251,05675394,30,0,1,830,D,1,D,24,D,13,D,
20251,05675394,31,0,1,355,D,1,D,75,D,13,D,
20251,05675414,36,0,1,830,D,1,D,9,D,12,D,
20251,05675414,37,0,1,520,D,1,D,13,D,11,D,
20251,05675414,38,0,1,520,D,1,D,7,D,12,D,
20251,05675414,39,0,1,210,D,1,D,30,D,11,D,
20251,05675414,40,0,1,210,D,1,D,58,D,12,D,
20251,05675414,41,0,1,210,D,2,D,68,D,12,D,
20251,05675414,42,0,1,210,D,1,D,27,D,01,D,
20251,05675414,43,0,1,500,D,1,D,300,D,12,D,
20251,05675414,44,0,1,340,D,1,D,20,D,11,D,
20251,05675414,45,0,1,355,D,1,D,10,D,13,D,
20251,05675414,46,0,1,355,D,1,D,20,D,11,D,
20251,05675414,47,0,1,355,D,1,D,3,D,12,D,
20251,05675414,48,0,1,355,D,1,D,3,D,01,D,
20251,05675414,49,0,2,520,D,1,D,63,D,11,D,
20251,05675574,57,0,1,150,D,1,D,57,D,11,D,
20251,05675574,58,0,1,210,D,1,D,13,D,12,D,
20251,05675574,59,0,1,355,D,1,D,5,D,13,D,
20251,05675574,60,0,1,355,D,1,D,15,D,13,D,
20251,05675574,61,0,1,355,D,1,D,15,D,13,D,
20251,05675644,36,0,1,800,D,1,D,639,D,13,D,
20251,05675644,37,0,1,800,D,1,D,155,D,13,D,
20251,05675644,38,0,1,800,D,1,D,158,D,13,D,
20251,05675644,39,0,1,160,D,1,D,75,D,13,D,
20251,05675754,39,0,1,355,D,1,D,50,D,13,D,
20251,05675774,19,0,1,840,D,1,D,139,D,11,D,
20251,05675774,20,0,1,210,D,1,D,22,D,11,D,
20251,05675774,21,0,1,210,D,1,D,22,D,12,D,
20251,05675774,22,0,1,210,D,1,D,18,D,01,D,
20251,05675774,23,0,1,330,D,1,D,12,D,13,D,
20251,05675774,24,0,1,370,D,2,D,60,D,12,D,1
20251,05675774,25,0,1,370,D,1,D,20,D,11,D,1
20251,05675774,26,0,1,370,D,1,D,20,D,12,D,1
20251,05675774,27,0,1,370,D,1,D,20,D,01,D,1
20251,05675774,28,0,1,355,D,1,D,136,D,13,D,
20251,05675774,29,0,1,355,D,1,D,8,D,13,D,
20251,05675824,41,0,1,600,D,1,D,175,D,11,D,
20251,05675824,42,0,1,600,D,1,D,175,D,12,D,
20251,05675824,43,0,1,600,D,1,D,175,D,01,D,
20251,05675824,44,0,1,370,D,1,D,700,D,12,D,
20251,05675824,45,0,1,355,D,1,D,60,D,13,D,
20251,05675884,19,0,1,355,D,1,D,15,D,13,D,
20251,05675884,20,0,1,355,D,1,D,15,D,13,D,
20251,05675904,19,0,1,330,D,1,D,20,D,13,D,
20251,05675904,20,0,1,355,D,1,D,18,D,13,D,
20251,05675924,15,0,1,830,D,1,D,10,D,13,D,
20251,05675964,51,0,1,500,D,1,D,145,D,01,D,
20251,05675964,52,0,1,355,D,1,D,25,D,13,D,
20251,05675984,25,0,1,210,D,1,D,16,D,13,D,
20251,05675984,26,0,1,355,D,1,D,16,D,13,D,
20251,05675984,27,0,1,355,D,1,D,8,D,13,D,
