QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20243,05592833,26,9,1,,A,42,E,190,D
20243,05595983,38,0,1,1,D,,H,,A
20243,05595983,38,1,1,,A,451,E,100,D
20243,05595983,38,2,1,,A,120,E,110,D
20243,05595983,38,3,1,,A,255,E,210,D
20243,05595983,38,4,1,,A,374,E,220,D
20243,05596543,44,0,1,1,D,,H,,A
20243,05596543,44,1,1,,A,203,E,100,D
20243,05596543,44,2,1,,A,47,E,110,D
20243,05597033,15,0,1,1,D,,H,,A
20243,05597033,15,1,1,,A,19,E,100,D
20243,05597033,15,2,1,,A,3,E,110,D
20243,05597033,15,3,1,,A,18,E,120,D
20243,05597033,15,4,1,,A,132,E,150,D
20243,05597033,15,5,1,,A,1,E,170,D
20243,05597033,15,6,1,,A,9,E,190,D
20243,05597033,15,7,1,,A,15,E,210,D
20243,05597033,15,8,1,,A,3,E,220,D
20243,05598123,30,0,1,1,D,,H,,A
20243,05598123,30,1,1,,A,52,E,100,D
20243,05598123,30,2,1,,A,25,E,110,D
20243,05598123,30,3,1,,A,53,E,210,D
20243,05598123,30,4,1,,A,20,E,220,D
20243,05599863,22,0,1,1,D,,H,,A
20243,05599863,22,1,1,,A,139,E,100,D
20243,05599863,22,2,1,,A,61,E,110,D
20243,05602673,36,0,1,1,D,,H,,A
20243,05602673,36,1,1,,A,36,E,100,D
20243,05602673,36,2,1,,A,8,E,110,D
20243,05602673,36,3,1,,A,17,E,210,D
20243,05602673,36,4,1,,A,20,E,220,D
20243,05604883,38,0,1,3,D,,H,,A
20243,05604883,38,1,1,,A,107,E,100,D
20243,05604883,38,2,1,,A,45,E,110,D
20243,05604883,38,3,1,,A,107,E,210,D
20243,05604883,38,4,1,,A,41,E,220,D
20243,05606953,15,0,1,1,D,,H,,A
20243,05606953,15,1,1,,A,122,E,210,D
20243,05606953,15,2,1,,A,378,E,220,D
20243,05607043,49,0,1,1,D,,H,,A
20243,05607043,49,1,1,,A,52,E,100,D
20243,05607043,49,2,1,,A,12,E,110,D
20243,05607043,49,3,1,,A,75,E,120,D
20243,05607043,49,4,1,,A,3,E,140,D
20243,05607043,49,5,1,,A,512,E,150,D
20243,05607043,49,6,1,,A,2,E,160,D
20243,05607043,49,7,1,,A,6,E,170,D
20243,05607043,49,8,1,,A,38,E,190,D
20243,05607603,25,0,1,2,D,,H,,A
20243,05607603,25,1,1,,A,161,E,100,D
20243,05607603,25,2,1,,A,39,E,110,D
20243,05655072,55,0,1,2,D,,H,,A
20243,05655072,55,1,1,,A,67,E,100,D
20243,05655072,55,2,1,,A,17,E,110,D
20243,05655072,55,3,1,,A,33,E,210,D
20243,05655072,55,4,1,,A,33,E,220,D
20243,05655532,29,0,1,1,D,,H,,A
20243,05655532,29,1,1,,A,8,E,100,D
20243,05655532,29,2,1,,A,3,E,110,D
20243,05655532,29,3,1,,A,7,E,210,D
20243,05655532,29,4,1,,A,2,E,220,D
20243,05656142,41,0,1,12,D,,H,,A
20243,05656142,41,1,1,,A,33,E,100,D
20243,05656142,41,2,1,,A,7,E,110,D
20243,05656142,41,3,1,,A,15,E,210,D
20243,05656142,41,4,1,,A,15,E,220,D
20243,05656392,62,0,1,1,D,,H,,A
20243,05656392,62,1,1,,A,478,E,100,D
20243,05656392,62,2,1,,A,111,E,110,D
20243,05657942,13,0,1,1,D,,H,,A
20243,05657942,13,1,1,,A,81,E,100,D
20243,05657942,13,2,1,,A,19,E,110,D
20243,05660002,28,0,1,2,D,,H,,A
20243,05660002,28,1,1,,A,19,E,120,D
20243,05660002,28,2,1,,A,4,E,140,D
20243,05660002,28,3,1,,A,155,E,150,D
20243,05660002,28,4,1,,A,2,E,160,D
20243,05660002,28,5,1,,A,6,E,170,D
20243,05660002,28,6,1,,A,15,E,210,D
20243,05660002,28,7,1,,A,37,E,220,D
20243,05662022,13,0,1,1,D,,H,,A
20243,05662022,13,1,1,,A,8,E,100,D
20243,05662022,13,2,1,,A,4,E,120,D
20243,05662022,13,3,1,,A,33,E,150,D
20243,05662022,13,4,1,,A,2,E,190,D
20243,05662022,13,5,1,,A,3,E,210,D
20243,05663922,42,0,1,2,D,,H,,A
20243,05663922,42,1,1,,A,11,E,100,D
20243,05663922,42,2,1,,A,4,E,110,D
20243,05667752,41,0,1,1,D,,H,,A
20243,05667752,41,1,1,,A,43,E,100,D
20243,05667752,41,2,1,,A,10,E,110,D
20243,05667752,41,3,1,,A,14,E,120,D
20243,05667752,41,4,1,,A,2,E,140,D
20243,05667752,41,5,1,,A,153,E,150,D
20243,05667752,41,6,1,,A,16,E,160,D
20243,05667752,41,7,1,,A,12,E,190,D
20243,05668122,30,0,1,2,D,,H,,A
20243,05668122,30,1,1,,A,758,E,100,D
20243,05668122,30,2,1,,A,176,E,110,D
20243,05668122,30,3,1,,A,207,E,120,D
20243,05668122,30,4,1,,A,1341,E,130,D
20243,05668122,30,5,1,,A,44,E,140,D
20243,05668122,30,6,1,,A,2696,E,150,D
20243,05668122,30,7,1,,A,289,E,160,D
20243,05668122,30,8,1,,A,215,E,190,D
20243,05668534,24,0,1,10,D,,H,,A
20243,05668534,24,1,1,,A,104,E,100,D
20243,05668534,24,2,1,,A,46,E,110,D
20243,05670482,46,0,1,1,D,,H,,A
20243,05670482,46,1,1,,A,163,E,100,D
20243,05670482,46,2,1,,A,37,E,110,D
20243,05671292,13,0,1,1,D,,H,,A
20243,05671292,13,1,1,,A,18,E,120,D
20243,05671292,13,2,1,,A,1,E,140,D
20243,05671292,13,3,1,,A,138,E,150,D
20243,05671292,13,4,1,,A,5,E,160,D
20243,05671292,13,5,1,,A,1,E,170,D
20243,05671292,13,6,1,,A,11,E,190,D
20243,05671292,13,7,1,,A,42,E,210,D
20243,05673222,31,0,1,1,D,,H,,A
20243,05673222,31,1,1,,A,42,E,100,D
20243,05673222,31,2,1,,A,22,E,110,D
20243,05673222,31,3,1,,A,36,E,120,D
20243,05673222,31,4,1,,A,8,E,140,D
20243,05673222,31,5,1,,A,277,E,150,D
20243,05673222,31,6,1,,A,3,E,160,D
20243,05673222,31,7,1,,A,12,E,170,D
20243,05674222,39,0,1,1,D,,H,,A
20243,05674222,39,1,1,,A,19,E,100,D
20243,05674222,39,2,1,,A,4,E,110,D
20243,05674222,39,3,1,,A,7,E,120,D
20243,05674222,39,4,1,,A,1,E,140,D
20243,05674222,39,5,1,,A,67,E,150,D
20243,05674222,39,6,1,,A,7,E,160,D
20243,05674222,39,7,1,,A,5,E,190,D
20243,05674332,18,0,1,1,D,,H,,A
20243,05674332,18,1,1,,A,27,E,100,D
20243,05674332,18,2,1,,A,10,E,110,D
20243,05674332,18,3,1,,A,14,E,120,D
20243,05674332,18,4,1,,A,1,E,140,D
20243,05674332,18,5,1,,A,110,E,150,D
20243,05674332,18,6,1,,A,4,E,160,D
20243,05674332,18,7,1,,A,1,E,170,D
20243,05674332,18,8,1,,A,8,E,190,D
20243,05674782,13,0,1,1,D,,H,,A
20243,05674782,13,1,1,,A,78,E,100,D
20243,05674782,13,2,1,,A,22,E,110,D
20243,05675992,64,0,1,1,D,,H,,A
20243,05675992,64,1,1,,A,9,E,120,D
20243,05675992,64,2,1,,A,5,E,140,D
20243,05675992,64,3,1,,A,124,E,150,D
20243,05675992,64,4,1,,A,13,E,160,D
20243,05675992,64,5,1,,A,9,E,190,D
20243,05677282,35,0,1,3,D,,H,,A
20243,05677282,35,1,1,,A,19,E,120,D
20243,05677282,35,2,1,,A,4,E,140,D
20243,05677282,35,3,1,,A,256,E,150,D
20243,05677282,35,4,1,,A,27,E,160,D
20243,05677282,35,5,1,,A,24,E,190,D
20243,05677282,35,6,1,,A,35,E,210,D
20243,05677282,35,7,1,,A,35,E,220,D
20243,05677552,48,0,1,1,D,,H,,A
20243,05677552,48,1,1,,A,255,E,100,D
20243,05677552,48,2,1,,A,59,E,110,D
20243,05677892,26,0,1,1,D,,H,,A
20243,05677892,26,1,1,,A,86,E,100,D
20243,05677892,26,2,1,,A,23,E,110,D
20243,05677892,26,3,1,,A,23,E,120,D
20243,05677892,26,4,1,,A,5,E,140,D
20243,05677892,26,5,1,,A,307,E,150,D
20243,05677892,26,6,1,,A,32,E,160,D
20243,05677892,26,7,1,,A,24,E,190,D
20243,05678912,34,0,1,1,D,,H,,A
20243,05678912,34,1,1,,A,75,E,100,D
20243,05678912,34,2,1,,A,21,E,110,D
20243,05678912,34,3,1,,A,42,E,210,D
20243,05678912,34,4,1,,A,62,E,220,D
20243,05680242,49,0,1,1,D,,H,,A
20243,05680242,49,1,1,,A,4,E,120,D
20243,05680242,49,2,1,,A,16,E,150,D
20243,05680242,49,3,1,,A,4,E,160,D
20243,05680242,49,4,1,,A,1,E,190,D
20243,05681092,11,0,1,1,D,,H,,A
20243,05681092,11,1,1,,A,77,E,100,D
20243,05681092,11,2,1,,A,39,E,110,D
20243,05681092,11,3,1,,A,60,E,120,D
20243,05681092,11,4,1,,A,218,E,130,D
20243,05681092,11,5,1,,A,14,E,140,D
20243,05681092,11,6,1,,A,485,E,150,D
20243,05681092,11,7,1,,A,6,E,160,D
20243,05681092,11,8,1,,A,21,E,170,D
20243,05683302,16,0,1,1,D,,H,,A
20243,05683302,16,1,1,,A,76,E,100,D
20243,05683302,16,2,1,,A,18,E,110,D
20243,05683302,16,3,1,,A,88,E,210,D
20243,05683302,16,4,1,,A,18,E,220,D
20243,05686522,17,0,1,1,D,,H,,A
20243,05686522,17,1,1,,A,131,E,100,D
20243,05686522,17,2,1,,A,69,E,110,D
20243,05686792,43,0,1,1,D,,H,,A
20243,05686792,43,1,1,,A,98,E,100,D
20243,05686792,43,2,1,,A,52,E,110,D
20243,05688002,27,0,1,1,D,,H,,A
20243,05688002,27,1,1,,A,71,E,100,D
20243,05688002,27,2,1,,A,29,E,110,D
20243,05688752,11,0,1,2,D,,H,,A
20243,05688752,11,1,1,,A,23,E,100,D
20243,05688752,11,2,1,,A,5,E,110,D
20243,05688752,11,3,1,,A,32,E,120,D
20243,05688752,11,4,1,,A,110,E,130,D
20243,05688752,11,5,1,,A,1,E,140,D
20243,05688752,11,6,1,,A,233,E,150,D
20243,05688752,11,7,1,,A,1,E,160,D
20243,05688752,11,8,1,,A,2,E,170,D
20243,05688752,11,9,1,,A,23,E,190,D
20243,05689182,43,0,1,1,D,,H,,A
20243,05689182,43,1,1,,A,280,E,100,D
20243,05689182,43,2,1,,A,120,E,110,D
20243,05796101,41,0,1,1,D,,H,,A
20243,05796101,41,1,1,,A,56,E,100,D
20243,05796101,41,2,1,,A,24,E,110,D
20243,05796101,41,3,1,,A,23,E,120,D
20243,05796101,41,4,1,,A,245,E,150,D
20243,05796101,41,5,1,,A,55,E,160,D
20243,05796101,41,6,1,,A,17,E,170,D
20243,05796101,41,7,1,,A,30,E,190,D
20243,05796641,23,0,1,1,D,,H,,A
20243,05796641,23,1,1,,A,117,E,100,D
20243,05796641,23,2,1,,A,50,E,110,D
20243,05796641,23,3,1,,A,49,E,120,D
20243,05796641,23,4,1,,A,509,E,150,D
20243,05796641,23,5,1,,A,106,E,160,D
20243,05796641,23,6,1,,A,36,E,170,D
20243,05796641,23,7,1,,A,64,E,190,D
20243,05796641,23,8,1,,A,119,E,210,D
20243,05796641,23,9,1,,A,50,E,220,D
20243,05798471,34,0,1,1,D,,H,,A
20243,05798471,34,1,1,,A,34,E,100,D
20243,05798471,34,2,1,,A,19,E,110,D
20243,05798471,34,3,1,,A,20,E,120,D
20243,05798471,34,4,1,,A,1,E,140,D
20243,05798471,34,5,1,,A,156,E,150,D
20243,05798471,34,6,1,,A,5,E,160,D
20243,05798471,34,7,1,,A,1,E,170,D
20243,05798471,34,8,1,,A,12,E,190,D
20243,05798701,27,0,1,3,D,,H,,A
20243,05798701,27,1,1,,A,50,E,210,D
20243,05798701,27,2,1,,A,50,E,220,D
20243,05799941,36,0,1,1,D,,H,,A
20243,05799941,36,1,1,,A,82,E,100,D
20243,05799941,36,2,1,,A,19,E,110,D
20243,05799941,36,3,1,,A,26,E,120,D
20243,05799941,36,4,1,,A,144,E,130,D
20243,05799941,36,5,1,,A,4,E,140,D
20243,05799941,36,6,1,,A,291,E,150,D
20243,05799941,36,7,1,,A,31,E,160,D
20243,05799941,36,8,1,,A,23,E,190,D
20243,05799941,36,9,1,,A,40,E,210,D
20243,05799941,36,10,1,,A,40,E,220,D
20243,05801671,35,0,1,8,D,,H,,A
20243,05801671,35,1,1,,A,626,E,100,D
20243,05801671,35,2,1,,A,271,E,110,D
20243,05801671,35,3,1,,A,261,E,120,D
20243,05801671,35,4,1,,A,1016,E,130,D
20243,05801671,35,5,1,,A,2716,E,150,D
20243,05801671,35,6,1,,A,568,E,160,D
20243,05801671,35,7,1,,A,196,E,170,D
20243,05801671,35,8,1,,A,346,E,190,D
20243,05801681,21,0,1,1,D,,H,,A
20243,05801681,21,1,1,,A,161,E,100,D
20243,05801681,21,2,1,,A,39,E,110,D
20243,05802881,24,0,1,1,D,,H,,A
20243,05802881,24,1,1,,A,9,E,100,D
20243,05802881,24,2,1,,A,3,E,110,D
20243,05803581,18,0,1,1,D,,H,,A
20243,05803581,18,1,1,,A,1052,E,100,D
20243,05803581,18,2,1,,A,448,E,110,D
20243,05804871,38,0,1,1,D,,H,,A
20243,05804871,38,1,1,,A,125,E,100,D
20243,05804871,38,2,1,,A,33,E,110,D
20243,05804871,38,3,1,,A,49,E,120,D
20243,05804871,38,4,1,,A,6,E,140,D
20243,05804871,38,5,1,,A,433,E,150,D
20243,05804871,38,6,1,,A,123,E,160,D
20243,05804871,38,7,1,,A,31,E,190,D
20243,05805901,23,0,1,2,D,,H,,A
20243,05805901,23,1,1,,A,96,E,100,D
20243,05805901,23,2,1,,A,25,E,110,D
20243,05805901,23,3,1,,A,229,E,130,D
20243,05807241,61,0,1,1,D,,H,,A
20243,05807241,61,1,1,,A,68,E,100,D
20243,05807241,61,2,1,,A,36,E,110,D
20243,05807241,61,3,1,,A,56,E,120,D
20243,05807241,61,4,1,,A,19,E,140,D
20243,05807241,61,5,1,,A,453,E,150,D
20243,05807241,61,6,1,,A,5,E,160,D
20243,05807241,61,7,1,,A,19,E,170,D
20243,05807241,61,8,1,,A,35,E,210,D
20243,05807241,61,9,1,,A,109,E,220,D
20243,05807892,23,0,1,1,D,,H,,A
20243,05807892,23,1,1,,A,15,E,100,D
20243,05807892,23,2,1,,A,7,E,110,D
20243,05808671,39,0,1,1,D,,H,,A
20243,05808671,39,1,1,,A,33,E,120,D
20243,05808671,39,2,1,,A,7,E,140,D
20243,05808671,39,3,1,,A,256,E,150,D
20243,05808671,39,4,1,,A,9,E,160,D
20243,05808671,39,5,1,,A,2,E,170,D
20243,05808671,39,6,1,,A,20,E,190,D
20243,05808671,39,7,1,,A,73,E,210,D
20243,05809421,34,0,1,1,D,,H,,A
20243,05809421,34,1,1,,A,3,E,120,D
20243,05809421,34,2,1,,A,16,E,150,D
20243,05809421,34,3,1,,A,1,E,160,D
20243,05809421,34,4,1,,A,1,E,190,D
20243,05809421,34,5,1,,A,2,E,210,D
20243,05809421,34,6,1,,A,2,E,220,D
20243,05809601,27,0,1,1,D,,H,,A
20243,05809601,27,1,1,,A,21,E,100,D
20243,05809601,27,2,1,,A,4,E,110,D
20243,05809841,21,0,1,1,D,,H,,A
20243,05809841,21,1,1,,A,316,E,100,D
20243,05809841,21,2,1,,A,135,E,110,D
20243,05809841,21,3,1,,A,130,E,120,D
20243,05809841,21,4,1,,A,508,E,130,D
20243,05809841,21,5,1,,A,1358,E,150,D
20243,05809841,21,6,1,,A,284,E,160,D
20243,05809841,21,7,1,,A,98,E,170,D
20243,05809841,21,8,1,,A,171,E,190,D
20243,05810171,28,0,1,2,D,,H,,A
20243,05810171,28,1,1,,A,97,E,100,D
20243,05810171,28,2,1,,A,40,E,110,D
20243,05810171,28,3,1,,A,39,E,120,D
20243,05810171,28,4,1,,A,152,E,130,D
20243,05810171,28,5,1,,A,407,E,150,D
20243,05810171,28,6,1,,A,85,E,160,D
20243,05810171,28,7,1,,A,29,E,170,D
20243,05810171,28,8,1,,A,51,E,190,D
20243,05814791,29,0,1,8,D,,H,,A
20243,05814791,29,1,1,,A,261,E,100,D
20243,05814791,29,2,1,,A,139,E,110,D
20243,05814851,27,0,1,1,D,,H,,A
20243,05814851,27,1,1,,A,35,E,100,D
20243,05814851,27,2,1,,A,14,E,110,D
20243,05814851,27,3,1,,A,20,E,120,D
20243,05814851,27,4,1,,A,1,E,140,D
20243,05814851,27,5,1,,A,157,E,150,D
20243,05814851,27,6,1,,A,10,E,160,D
20243,05814851,27,7,1,,A,1,E,170,D
20243,05814851,27,8,1,,A,12,E,190,D
20243,05815351,11,0,1,1,D,,H,,A
20243,05815351,11,1,1,,A,17,E,100,D
20243,05815351,11,2,1,,A,5,E,110,D
20243,05815351,11,3,1,,A,8,E,120,D
20243,05815351,11,4,1,,A,63,E,150,D
20243,05815351,11,5,1,,A,2,E,160,D
20243,05815351,11,6,1,,A,5,E,190,D
20243,05816981,37,0,1,1,D,,H,,A
20243,05816981,37,1,1,,A,35,E,100,D
20243,05816981,37,2,1,,A,15,E,110,D
20243,05817551,35,0,1,2,D,,H,,A
20243,05817551,35,1,1,,A,192,E,100,D
20243,05817551,35,2,1,,A,81,E,110,D
20243,05817551,35,3,1,,A,78,E,120,D
20243,05817551,35,4,1,,A,304,E,130,D
20243,05817551,35,5,1,,A,815,E,150,D
20243,05817551,35,6,1,,A,170,E,160,D
20243,05817551,35,7,1,,A,58,E,170,D
20243,05817551,35,8,1,,A,102,E,190,D
20243,05817751,28,0,1,1,D,,H,,A
20243,05817751,28,1,1,,A,60,E,100,D
20243,05817751,28,2,1,,A,23,E,110,D
20243,05817751,28,3,1,,A,22,E,120,D
20243,05817751,28,4,1,,A,88,E,130,D
20243,05817751,28,5,1,,A,236,E,150,D
20243,05817751,28,6,1,,A,49,E,160,D
20243,05817751,28,7,1,,A,17,E,170,D
20243,05817751,28,8,1,,A,29,E,190,D
20243,05817751,28,9,1,,A,55,E,210,D
20243,05817751,28,10,1,,A,21,E,220,D
20243,05819641,24,0,1,1,D,,H,,A
20243,05819641,24,1,1,,A,65,E,100,D
20243,05819641,24,2,1,,A,28,E,110,D
20243,05819981,37,0,1,1,D,,H,,A
20243,05819981,37,1,1,,A,259,E,100,D
20243,05819981,37,2,1,,A,60,E,110,D
20243,05819981,37,3,1,,A,74,E,120,D
20243,05819981,37,4,1,,A,15,E,140,D
20243,05819981,37,5,1,,A,921,E,150,D
20243,05819981,37,6,1,,A,98,E,160,D
20243,05819981,37,7,1,,A,73,E,190,D
20243,05820431,27,0,1,1,D,,H,,A
20243,05820431,27,1,1,,A,27,E,100,D
20243,05820431,27,2,1,,A,13,E,110,D
20243,05820841,17,0,1,1,D,,H,,A
20243,05820841,17,1,1,,A,19,E,100,D
20243,05820841,17,2,1,,A,11,E,110,D
20243,05821281,19,0,1,1,D,,H,,A
20243,05821281,19,1,1,,A,192,E,100,D
20243,05821281,19,2,1,,A,81,E,110,D
20243,05821281,19,3,1,,A,78,E,120,D
20243,05821281,19,4,1,,A,304,E,130,D
20243,05821281,19,5,1,,A,815,E,150,D
20243,05821281,19,6,1,,A,170,E,160,D
20243,05821281,19,7,1,,A,58,E,170,D
20243,05821281,19,8,1,,A,102,E,190,D
20243,05821301,22,0,1,1,D,,H,,A
20243,05821301,22,1,1,,A,1046,E,100,D
20243,05821301,22,2,1,,A,445,E,110,D
20243,05821301,22,3,1,,A,3109,E,130,D
20243,05821981,23,0,1,1,D,,H,,A
20243,05821981,23,1,1,,A,75,E,100,D
20243,05821981,23,2,1,,A,32,E,110,D
20243,05821981,23,3,1,,A,34,E,120,D
20243,05821981,23,4,1,,A,327,E,150,D
20243,05821981,23,5,1,,A,68,E,160,D
20243,05821981,23,6,1,,A,23,E,170,D
20243,05821981,23,7,1,,A,41,E,190,D
20243,05822552,14,0,1,2,D,,H,,A
20243,05822552,14,1,1,,A,29,E,100,D
20243,05822552,14,2,1,,A,6,E,110,D
20243,05822784,14,0,1,1,D,,H,,A
20243,05822784,14,1,1,,A,23,E,100,D
20243,05822784,14,2,1,,A,9,E,110,D
20243,05822784,14,3,1,,A,16,E,120,D
20243,05822784,14,4,1,,A,81,E,130,D
20243,05822784,14,5,1,,A,1,E,140,D
20243,05822784,14,6,1,,A,29,E,150,D
20243,05822784,14,7,1,,A,17,E,160,D
20243,05822784,14,8,1,,A,4,E,190,D
20243,05822961,24,0,1,1,D,,H,,A
20243,05822961,24,1,1,,A,79,E,100,D
20243,05822961,24,2,1,,A,22,E,110,D
20243,05822961,24,3,1,,A,21,E,120,D
20243,05822961,24,4,1,,A,140,E,130,D
20243,05822961,24,5,1,,A,4,E,140,D
20243,05822961,24,6,1,,A,282,E,150,D
20243,05822961,24,7,1,,A,30,E,160,D
20243,05822961,24,8,1,,A,22,E,190,D
20243,05827231,29,0,1,1,D,,H,,A
20243,05827231,29,1,1,,A,13,E,100,D
20243,05827231,29,2,1,,A,3,E,110,D
20243,05827231,29,3,1,,A,3,E,120,D
20243,05827231,29,4,1,,A,38,E,150,D
20243,05827231,29,5,1,,A,7,E,160,D
20243,05827231,29,6,1,,A,2,E,170,D
20243,05827231,29,7,1,,A,4,E,190,D
20243,05827591,42,0,1,1,D,,H,,A
20243,05827591,42,1,1,,A,264,E,100,D
20243,05827591,42,2,1,,A,61,E,110,D
20243,05827591,42,3,1,,A,72,E,120,D
20243,05827591,42,4,1,,A,467,E,130,D
20243,05827591,42,5,1,,A,15,E,140,D
20243,05827591,42,6,1,,A,945,E,150,D
20243,05827591,42,7,1,,A,101,E,160,D
20243,05827591,42,8,1,,A,75,E,190,D
20243,05827641,28,0,1,2,D,,H,,A
20243,05827641,28,1,1,,A,70,E,100,D
20243,05827641,28,2,1,,A,30,E,110,D
20243,05827951,15,0,1,1,D,,H,,A
20243,05827951,15,1,1,,A,130,G,100,D
20243,05827951,15,2,1,,A,51,G,110,D
20243,05827951,15,3,1,,A,58,G,120,D
20243,05827951,15,4,1,,A,9,G,140,D
20243,05827951,15,5,1,,A,156,G,150,D
20243,05827951,15,6,1,,A,91,G,160,D
20243,05827951,15,7,1,,A,25,G,190,D
20243,05829671,37,0,1,1,D,,H,,A
20243,05829671,37,1,1,,A,17,E,100,D
20243,05829671,37,2,1,,A,4,E,110,D
20243,05829671,37,3,1,,A,6,E,120,D
20243,05829671,37,4,1,,A,41,E,130,D
20243,05829671,37,5,1,,A,59,E,150,D
20243,05829671,37,6,1,,A,16,E,160,D
20243,05829671,37,7,1,,A,7,E,190,D
20244,05574554,35,0,1,1,D,,H,,A
20244,05574554,35,1,1,,A,112,E,100,D
20244,05574554,35,2,1,,A,26,E,110,D
20244,05574554,35,3,1,,A,39,E,120,D
20244,05574554,35,4,1,,A,3,E,140,D
20244,05574554,35,5,1,,A,432,E,150,D
20244,05574554,35,6,1,,A,24,E,160,D
20244,05574554,35,7,1,,A,25,E,170,D
20244,05574554,35,8,1,,A,39,E,190,D
20244,05574644,54,0,1,3,D,,H,,A
20244,05574644,54,1,1,,A,249,E,100,D
20244,05574644,54,2,1,,A,51,E,110,D
20244,05574954,67,0,1,1,D,,H,,A
20244,05574954,67,1,1,,A,75,E,100,D
20244,05574954,67,2,1,,A,20,E,110,D
20244,05574954,67,3,1,,A,26,E,120,D
20244,05574954,67,4,1,,A,12,E,140,D
20244,05574954,67,5,1,,A,259,E,150,D
20244,05574954,67,6,1,,A,42,E,160,D
20244,05574954,67,7,1,,A,4,E,170,D
20244,05574954,67,8,1,,A,3,E,190,D
20244,05575404,60,0,1,1,D,,H,,A
20244,05575404,60,1,1,,A,107,E,100,D
20244,05575404,60,2,1,,A,27,E,110,D
20244,05575404,60,3,1,,A,35,E,120,D
20244,05575404,60,4,1,,A,17,E,140,D
20244,05575404,60,5,1,,A,353,E,150,D
20244,05575404,60,6,1,,A,50,E,160,D
20244,05575404,60,7,1,,A,6,E,170,D
20244,05575404,60,8,1,,A,5,E,190,D
20244,05576694,22,0,1,1,D,,H,,A
20244,05576694,22,1,1,,A,524,E,100,D
20244,05576694,22,2,1,,A,252,E,110,D
20244,05577344,42,0,1,1,D,,H,,A
20244,05577344,42,1,1,,A,221,E,100,D
20244,05577344,42,2,1,,A,106,E,110,D
20244,05577344,42,3,1,,A,97,E,120,D
20244,05577344,42,4,1,,A,10,E,140,D
20244,05577344,42,5,1,,A,395,E,150,D
20244,05577344,42,6,1,,A,71,E,190,D
20244,05577714,15,0,1,1,D,,H,,A
20244,05577714,15,1,1,,A,95,E,100,D
20244,05577714,15,2,1,,A,159,E,120,D
20244,05577714,15,3,1,,A,467,E,130,D
20244,05577714,15,4,1,,A,28,E,140,D
20244,05577714,15,5,1,,A,1121,E,150,D
20244,05577714,15,6,1,,A,130,E,160,D
20244,05582164,22,0,1,1,D,,H,,A
20244,05582164,22,1,1,,A,15,E,100,D
20244,05582164,22,2,1,,A,5,E,110,D
20244,05582874,11,0,1,4,D,,H,,A
20244,05582874,11,1,1,,A,66,G,100,D
20244,05582874,11,2,1,,A,34,G,110,D
20244,05583624,55,0,1,1,D,,H,,A
20244,05583624,55,1,1,,A,58,E,100,D
20244,05583624,55,2,1,,A,12,E,110,D
20244,05583624,55,3,1,,A,20,E,120,D
20244,05583624,55,4,1,,A,83,E,130,D
20244,05583624,55,5,1,,A,1,E,140,D
20244,05583624,55,6,1,,A,231,E,150,D
20244,05583624,55,7,1,,A,12,E,160,D
20244,05583624,55,8,1,,A,13,E,170,D
20244,05583624,55,9,1,,A,20,E,190,D
20244,05584824,30,0,1,1,D,,H,,A
20244,05584824,30,1,1,,A,234,E,100,D
20244,05584824,30,2,1,,A,64,E,110,D
20244,05584824,30,3,1,,A,134,E,210,D
20244,05584824,30,4,1,,A,218,E,220,D
20244,05585644,35,0,1,1,D,,H,,A
20244,05585644,35,1,1,,A,13,E,100,D
20244,05585644,35,2,1,,A,4,E,110,D
20244,05585644,35,3,1,,A,7,E,120,D
20244,05585644,35,4,1,,A,93,E,150,D
20244,05585644,35,5,1,,A,3,E,190,D
20244,05586744,32,0,1,1,D,,H,,A
20244,05586744,32,1,1,,A,211,E,100,D
20244,05586744,32,2,1,,A,89,E,110,D
20244,05587384,37,0,1,4,D,,H,,A
20244,05587384,37,1,1,,A,90,E,100,D
20244,05587384,37,2,1,,A,35,E,110,D
20244,05587384,37,3,1,,A,69,E,120,D
20244,05587384,37,4,1,,A,164,E,130,D
20244,05587384,37,5,1,,A,7,E,140,D
20244,05587384,37,6,1,,A,334,E,150,D
20244,05587384,37,7,1,,A,1,E,170,D
20244,05588074,21,0,1,1,D,,H,,A
20244,05588074,21,1,1,,A,51,E,100,D
20244,05588074,21,2,1,,A,25,E,110,D
20244,05588074,21,3,1,,A,44,E,120,D
20244,05588074,21,4,1,,A,15,E,130,D
20244,05588074,21,5,1,,A,5,E,140,D
20244,05588074,21,6,1,,A,269,E,150,D
20244,05588074,21,7,1,,A,76,E,160,D
20244,05588074,21,8,1,,A,15,E,180,D
20244,05589734,34,0,1,1,D,,H,,A
20244,05589734,34,1,1,,A,8,E,120,D
20244,05589734,34,2,1,,A,32,E,150,D
20244,05590264,23,0,1,1,D,,H,,A
20244,05590264,23,1,1,,A,175,E,100,D
20244,05590264,23,2,1,,A,45,E,110,D
20244,05590264,23,3,1,,A,59,E,120,D
20244,05590264,23,4,1,,A,29,E,140,D
20244,05590264,23,5,1,,A,589,E,150,D
20244,05590264,23,6,1,,A,84,E,160,D
20244,05590264,23,7,1,,A,11,E,170,D
20244,05590264,23,8,1,,A,8,E,190,D
20244,05590284,33,0,1,1,D,,H,,A
