QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,NUMYUPD,NUMYUPD_,TOTYUPDX,TOTY_PDX,TOTYUPDY,TOTY_PDY
20241,05603361,41,6,1,,A,1148,E,150,D
20241,05603361,41,7,1,,A,286,E,160,D
20241,05603361,41,8,1,,A,108,E,170,D
20241,05603361,41,9,1,,A,153,E,190,D
20241,05605493,9,0,1,1,D,,H,,A
20241,05605493,9,1,1,,A,63,E,100,D
20241,05605493,9,2,1,,A,9,E,110,D
20241,05605493,9,3,1,,A,207,E,120,D
20241,05605493,9,4,1,,A,166,E,130,D
20241,05605493,9,5,1,,A,616,E,150,D
20241,05605493,9,6,1,,A,48,E,160,D
20241,05605493,9,7,1,,A,91,E,170,D
20241,05605581,65,0,1,1,D,,H,,A
20241,05605581,65,1,1,,A,66,E,100,D
20241,05605581,65,2,1,,A,14,E,110,D
20241,05605581,65,3,1,,A,28,E,210,D
20241,05605581,65,4,1,,A,42,E,220,D
20241,05605751,19,0,1,1,D,,H,,A
20241,05605751,19,1,1,,A,121,E,100,D
20241,05605751,19,2,1,,A,29,E,110,D
20241,05605751,19,3,1,,A,50,E,210,D
20242,05411834,21,0,1,2,D,,H,,A
20242,05411834,21,1,1,,A,79,E,100,D
20242,05411834,21,2,1,,A,21,E,110,D
20242,05412614,35,0,1,1,D,,H,,A
20242,05412614,35,1,1,,A,356,E,100,D
20242,05412614,35,2,1,,A,104,E,110,D
20242,05412614,35,3,1,,A,126,E,210,D
20242,05412614,35,4,1,,A,114,E,220,D
20242,05413064,43,0,1,1,D,,H,,A
20242,05413064,43,1,1,,A,267,E,100,D
20242,05413064,43,2,1,,A,65,E,110,D
20242,05413064,43,3,1,,A,85,E,120,D
20242,05413064,43,4,1,,A,667,E,150,D
20242,05413064,43,5,1,,A,5,E,160,D
20242,05413064,43,6,1,,A,173,E,170,D
20242,05413064,43,7,1,,A,88,E,190,D
20242,05413064,43,8,1,,A,107,E,210,D
20242,05413064,43,9,1,,A,43,E,220,D
20242,05413544,52,0,1,1,D,,H,,A
20242,05413544,52,1,1,,A,6,E,120,D
20242,05413544,52,2,1,,A,1,E,140,D
20242,05413544,52,3,1,,A,39,E,150,D
20242,05413544,52,4,1,,A,4,E,160,D
20242,05413544,52,5,1,,A,2,E,170,D
20242,05413544,52,6,1,,A,8,E,190,D
20242,05413804,23,0,1,2,D,,H,,A
20242,05413804,23,1,1,,A,322,E,100,D
20242,05413804,23,2,1,,A,74,E,110,D
20242,05413804,23,3,1,,A,102,E,120,D
20242,05413804,23,4,1,,A,379,E,130,D
20242,05413804,23,5,1,,A,803,E,150,D
20242,05413804,23,6,1,,A,6,E,160,D
20242,05413804,23,7,1,,A,208,E,170,D
20242,05413804,23,8,1,,A,106,E,190,D
20242,05415404,35,0,1,2,D,,H,,A
20242,05415404,35,1,1,,A,306,E,100,D
20242,05415404,35,2,1,,A,86,E,110,D
20242,05415404,35,3,1,,A,123,E,120,D
20242,05415404,35,4,1,,A,849,E,130,D
20242,05415404,35,5,1,,A,34,E,140,D
20242,05415404,35,6,1,,A,1747,E,150,D
20242,05415404,35,7,1,,A,251,E,160,D
20242,05415404,35,8,1,,A,104,E,190,D
20242,05416534,32,0,1,1,D,,H,,A
20242,05416534,32,1,1,,A,25,E,100,D
20242,05416534,32,2,1,,A,5,E,110,D
20242,05416534,32,3,1,,A,23,E,120,D
20242,05416534,32,4,1,,A,2,E,140,D
20242,05416534,32,5,1,,A,173,E,150,D
20242,05416534,32,6,1,,A,22,E,190,D
20242,05416544,46,0,1,1,D,,H,,A
20242,05416544,46,1,1,,A,465,E,100,D
20242,05416544,46,2,1,,A,135,E,110,D
20242,05417024,18,0,1,1,D,,H,,A
20242,05417024,18,1,1,,A,56,E,100,D
20242,05417024,18,2,1,,A,14,E,110,D
20242,05417544,31,0,1,2,D,,H,,A
20242,05417544,31,1,1,,A,209,E,100,D
20242,05417544,31,2,1,,A,48,E,110,D
20242,05417544,31,3,1,,A,70,E,120,D
20242,05417544,31,4,1,,A,243,E,130,D
20242,05417544,31,5,1,,A,522,E,150,D
20242,05417544,31,6,1,,A,4,E,160,D
20242,05417544,31,7,1,,A,135,E,170,D
20242,05417544,31,8,1,,A,69,E,190,D
20242,05418164,35,0,1,1,D,,H,,A
20242,05418164,35,1,1,,A,55,E,100,D
20242,05418164,35,2,1,,A,15,E,110,D
20242,05421644,24,0,1,1,D,,H,,A
20242,05421644,24,1,1,,A,148,E,100,D
20242,05421644,24,2,1,,A,42,E,110,D
20242,05422204,38,0,1,1,D,,H,,A
20242,05422204,38,1,1,,A,13,E,100,D
20242,05422204,38,2,1,,A,2,E,110,D
20242,05423394,24,0,1,1,D,,H,,A
20242,05423394,24,1,1,,A,74,E,100,D
20242,05423394,24,2,1,,A,16,E,110,D
20242,05424084,15,0,1,1,D,,H,,A
20242,05424084,15,1,1,,A,245,E,100,D
20242,05424084,15,2,1,,A,55,E,110,D
20242,05424194,53,0,1,1,D,,H,,A
20242,05424194,53,1,1,,A,14,E,100,D
20242,05424194,53,2,1,,A,4,E,110,D
20242,05424194,53,3,1,,A,5,E,120,D
20242,05424194,53,4,1,,A,20,E,130,D
20242,05424194,53,5,1,,A,144,E,150,D
20242,05424194,53,6,1,,A,7,E,160,D
20242,05424194,53,7,1,,A,6,E,210,D
20242,05424894,58,0,1,2,D,,H,,A
20242,05424894,58,1,1,,A,18,E,100,D
20242,05424894,58,2,1,,A,4,E,110,D
20242,05424894,58,3,1,,A,5,E,120,D
20242,05424894,58,4,1,,A,1,E,140,D
20242,05424894,58,5,1,,A,82,E,150,D
20242,05424894,58,6,1,,A,11,E,160,D
20242,05424894,58,7,1,,A,4,E,190,D
20242,05426904,15,0,1,1,D,,H,,A
20242,05426904,15,1,1,,A,81,E,100,D
20242,05426904,15,2,1,,A,23,E,110,D
20242,05426904,15,3,1,,A,33,E,120,D
20242,05426904,15,4,1,,A,229,E,130,D
20242,05426904,15,5,1,,A,9,E,140,D
20242,05426904,15,6,1,,A,471,E,150,D
20242,05426904,15,7,1,,A,67,E,160,D
20242,05426904,15,8,1,,A,28,E,190,D
20242,05426904,15,9,1,,A,33,E,210,D
20242,05426904,15,10,1,,A,26,E,220,D
20242,05428174,46,0,1,1,D,,H,,A
20242,05428174,46,1,1,,A,156,E,100,D
20242,05428174,46,2,1,,A,44,E,110,D
20242,05430534,13,0,1,1,D,,H,,A
20242,05430534,13,1,1,,A,1,G,120,D
20242,05430534,13,2,1,,A,57,G,150,D
20242,05430534,13,3,1,,A,2,G,160,D
20242,05430684,32,0,1,2,D,,H,,A
20242,05430684,32,1,1,,A,32,E,210,D
20242,05430684,32,2,1,,A,18,E,220,D
20242,05431214,19,0,1,4,D,,H,,A
20242,05431214,19,1,1,,A,89,E,100,D
20242,05431214,19,2,1,,A,24,E,110,D
20242,05431214,19,3,1,,A,30,E,120,D
20242,05431214,19,4,1,,A,121,E,130,D
20242,05431214,19,5,1,,A,864,E,150,D
20242,05431214,19,6,1,,A,33,E,160,D
20242,05431214,19,7,1,,A,39,E,210,D
20242,05432244,29,0,1,1,D,,H,,A
20242,05432244,29,1,1,,A,13,E,210,D
20242,05432244,29,2,1,,A,7,E,220,D
20242,05432654,57,0,1,1,D,,H,,A
20242,05432654,57,1,1,,A,38,E,100,D
20242,05432654,57,2,1,,A,11,E,110,D
20242,05432654,57,3,1,,A,18,E,120,D
20242,05432654,57,4,1,,A,4,E,140,D
20242,05432654,57,5,1,,A,224,E,150,D
20242,05432654,57,6,1,,A,32,E,160,D
20242,05432654,57,7,1,,A,13,E,190,D
20242,05432934,82,0,1,1,D,,H,,A
20242,05432934,82,1,1,,A,34,E,100,D
20242,05432934,82,2,1,,A,8,E,110,D
20242,05432934,82,3,1,,A,10,E,120,D
20242,05432934,82,4,1,,A,3,E,140,D
20242,05432934,82,5,1,,A,66,E,150,D
20242,05432934,82,6,1,,A,6,E,160,D
20242,05432934,82,7,1,,A,4,E,170,D
20242,05432934,82,8,1,,A,10,E,190,D
20242,05432934,82,9,1,,A,38,E,210,D
20242,05432934,82,10,1,,A,41,E,220,D
20242,05434814,82,0,1,1,D,,H,,A
20242,05434814,82,1,1,,A,63,E,100,D
20242,05434814,82,2,1,,A,16,E,110,D
20242,05434814,82,3,1,,A,23,E,120,D
20242,05434814,82,4,1,,A,165,E,130,D
20242,05434814,82,5,1,,A,6,E,140,D
20242,05434814,82,6,1,,A,339,E,150,D
20242,05434814,82,7,1,,A,48,E,160,D
20242,05434814,82,8,1,,A,20,E,190,D
20242,05434964,66,0,1,1,D,,H,,A
20242,05434964,66,1,1,,A,169,E,210,D
20242,05434964,66,2,1,,A,151,E,220,D
20242,05437914,23,0,1,1,D,,H,,A
20242,05437914,23,1,1,,A,57,E,100,D
20242,05437914,23,2,1,,A,12,E,110,D
20242,05437914,23,3,1,,A,42,E,120,D
20242,05437914,23,4,1,,A,51,E,130,D
20242,05437914,23,5,1,,A,5,E,140,D
20242,05437914,23,6,1,,A,364,E,150,D
20242,05437914,23,7,1,,A,46,E,190,D
20242,05437914,23,8,1,,A,23,E,210,D
20242,05439214,51,0,1,1,D,,H,,A
20242,05439214,51,1,1,,A,233,E,100,D
20242,05439214,51,2,1,,A,67,E,110,D
20242,05439274,26,0,1,1,D,,H,,A
20242,05439274,26,1,1,,A,73,E,100,D
20242,05439274,26,2,1,,A,22,E,110,D
20242,05439274,26,3,1,,A,205,E,130,D
20242,05440364,53,0,1,1,D,,H,,A
20242,05440364,53,1,1,,A,19,E,100,D
20242,05440364,53,2,1,,A,6,E,110,D
20242,05442524,82,0,1,1,D,,H,,A
20242,05442524,82,1,1,,A,87,E,100,D
20242,05442524,82,2,1,,A,26,E,110,D
20242,05442524,82,3,1,,A,247,E,130,D
20242,05442674,51,0,1,2,D,,H,,A
20242,05442674,51,1,1,,A,43,E,120,D
20242,05442674,51,2,1,,A,13,E,140,D
20242,05442674,51,3,1,,A,618,E,150,D
20242,05442674,51,4,1,,A,89,E,160,D
20242,05442674,51,5,1,,A,37,E,190,D
20242,05444764,40,0,1,1,D,,H,,A
20242,05444764,40,1,1,,A,79,E,100,D
20242,05444764,40,2,1,,A,41,E,110,D
20242,05445984,37,0,1,1,D,,H,,A
20242,05445984,37,1,1,,A,5,E,120,D
20242,05445984,37,2,1,,A,38,E,150,D
20242,05445984,37,3,1,,A,5,E,160,D
20242,05445984,37,4,1,,A,2,E,190,D
20242,05446014,24,0,1,1,D,,H,,A
20242,05446014,24,1,1,,A,63,E,100,D
20242,05446014,24,2,1,,A,18,E,110,D
20242,05446014,24,3,1,,A,119,E,130,D
20242,05446204,22,0,1,1,D,,H,,A
20242,05446204,22,1,1,,A,20,E,100,D
20242,05446204,22,2,1,,A,7,E,110,D
20242,05446204,22,3,1,,A,15,E,120,D
20242,05446204,22,4,1,,A,114,E,150,D
20242,05446204,22,5,1,,A,20,E,160,D
20242,05446204,22,6,1,,A,24,E,190,D
20242,05538513,20,0,1,1,D,,H,,A
20242,05538513,20,1,1,,A,12,E,210,D
20242,05538633,27,0,1,3,D,,H,,A
20242,05538633,27,1,1,,A,310,E,100,D
20242,05538633,27,2,1,,A,85,E,110,D
20242,05538633,27,3,1,,A,106,E,120,D
20242,05538633,27,4,1,,A,578,E,130,D
20242,05538633,27,5,1,,A,32,E,140,D
20242,05538633,27,6,1,,A,672,E,150,D
20242,05538633,27,7,1,,A,68,E,160,D
20242,05538633,27,8,1,,A,41,E,170,D
20242,05538633,27,9,1,,A,108,E,190,D
20242,05539803,18,0,1,1,D,,H,,A
20242,05539803,18,1,1,,A,244,E,100,D
20242,05539803,18,2,1,,A,56,E,110,D
20242,05541693,47,0,1,1,D,,H,,A
20242,05541693,47,1,1,,A,90,E,100,D
20242,05541693,47,2,1,,A,26,E,110,D
20242,05541693,47,3,1,,A,37,E,120,D
20242,05541693,47,4,1,,A,260,E,130,D
20242,05541693,47,5,1,,A,10,E,140,D
20242,05541693,47,6,1,,A,526,E,150,D
20242,05541693,47,7,1,,A,75,E,160,D
20242,05541693,47,8,1,,A,31,E,190,D
20242,05545343,31,0,1,1,D,,H,,A
20242,05545343,31,1,1,,A,153,E,100,D
20242,05545343,31,2,1,,A,34,E,110,D
20242,05545343,31,3,1,,A,47,E,120,D
20242,05545343,31,4,1,,A,171,E,130,D
20242,05545343,31,5,1,,A,368,E,150,D
20242,05545343,31,6,1,,A,2,E,160,D
20242,05545343,31,7,1,,A,95,E,170,D
20242,05545343,31,8,1,,A,48,E,190,D
20242,05545343,31,9,1,,A,59,E,210,D
20242,05545343,31,10,1,,A,23,E,220,D
20242,05546293,53,0,1,1,D,,H,,A
20242,05546293,53,1,1,,A,49,E,100,D
20242,05546293,53,2,1,,A,11,E,110,D
20242,05546873,32,0,1,1,D,,H,,A
20242,05546873,32,1,1,,A,125,E,210,D
20242,05546873,32,2,1,,A,75,E,220,D
20242,05548083,12,0,1,1,D,,H,,A
20242,05548083,12,1,1,,A,66,E,100,D
20242,05548083,12,2,1,,A,34,E,110,D
20242,05548733,64,0,1,2,D,,H,,A
20242,05548733,64,1,1,,A,114,E,100,D
20242,05548733,64,2,1,,A,30,E,110,D
20242,05548733,64,3,1,,A,38,E,120,D
20242,05548733,64,4,1,,A,206,E,130,D
20242,05548733,64,5,1,,A,11,E,140,D
20242,05548733,64,6,1,,A,239,E,150,D
20242,05548733,64,7,1,,A,24,E,160,D
20242,05548733,64,8,1,,A,14,E,170,D
20242,05548733,64,9,1,,A,38,E,190,D
20242,05548733,64,10,1,,A,138,E,210,D
20242,05548733,64,11,1,,A,148,E,220,D
20242,05550613,70,0,1,2,D,,H,,A
20242,05550613,70,1,1,,A,389,E,100,D
20242,05550613,70,2,1,,A,111,E,110,D
20242,05552573,43,0,1,1,D,,H,,A
20242,05552573,43,1,1,,A,155,E,100,D
20242,05552573,43,2,1,,A,45,E,110,D
20242,05553943,38,0,1,2,D,,H,,A
20242,05553943,38,1,1,,A,10,E,100,D
20242,05553943,38,2,1,,A,1,E,110,D
20242,05553943,38,3,1,,A,2,E,120,D
20242,05553943,38,4,1,,A,18,E,130,D
20242,05553943,38,5,1,,A,37,E,150,D
20242,05553943,38,6,1,,A,5,E,160,D
20242,05553943,38,7,1,,A,2,E,190,D
20242,05555083,27,0,1,2,D,,H,,A
20242,05555083,27,1,1,,A,122,E,100,D
20242,05555083,27,2,1,,A,27,E,110,D
20242,05555083,27,3,1,,A,37,E,120,D
20242,05555083,27,4,1,,A,296,E,150,D
20242,05555083,27,5,1,,A,2,E,160,D
20242,05555083,27,6,1,,A,77,E,170,D
20242,05555083,27,7,1,,A,39,E,190,D
20242,05555313,20,0,1,1,D,,H,,A
20242,05555313,20,1,1,,A,41,E,100,D
20242,05555313,20,2,1,,A,9,E,110,D
20242,05556713,40,0,1,8,D,,H,,A
20242,05556713,40,1,1,,A,256,E,100,D
20242,05556713,40,2,1,,A,72,E,110,D
20242,05556713,40,3,1,,A,325,E,210,D
20242,05556713,40,4,1,,A,347,E,220,D
20242,05557213,18,0,1,1,D,,H,,A
20242,05557213,18,1,1,,A,59,E,100,D
20242,05557213,18,2,1,,A,16,E,110,D
20242,05559224,17,0,1,1,D,,H,,A
20242,05559224,17,1,1,,A,2,E,120,D
20242,05559224,17,2,1,,A,1,E,140,D
20242,05559224,17,3,1,,A,27,E,150,D
20242,05559224,17,4,1,,A,2,E,160,D
20242,05559224,17,5,1,,A,7,E,170,D
20242,05559224,17,6,1,,A,6,E,190,D
20242,05559513,27,0,1,2,D,,H,,A
20242,05559513,27,1,1,,A,39,E,100,D
20242,05559513,27,2,1,,A,11,E,110,D
20242,05559653,32,0,1,6,D,,H,,A
20242,05559653,32,1,1,,A,235,E,100,D
20242,05559653,32,2,1,,A,63,E,110,D
20242,05559653,32,3,1,,A,79,E,120,D
20242,05559653,32,4,1,,A,433,E,130,D
20242,05559653,32,5,1,,A,24,E,140,D
20242,05559653,32,6,1,,A,504,E,150,D
20242,05559653,32,7,1,,A,51,E,160,D
20242,05559653,32,8,1,,A,30,E,170,D
20242,05559653,32,9,1,,A,81,E,190,D
20242,05560133,31,0,1,1,D,,H,,A
20242,05560133,31,1,1,,A,417,E,100,D
20242,05560133,31,2,1,,A,115,E,110,D
20242,05560133,31,3,1,,A,143,E,120,D
20242,05560133,31,4,1,,A,781,E,130,D
20242,05560133,31,5,1,,A,44,E,140,D
20242,05560133,31,6,1,,A,907,E,150,D
20242,05560133,31,7,1,,A,92,E,160,D
20242,05560133,31,8,1,,A,55,E,170,D
20242,05560133,31,9,1,,A,146,E,190,D
20242,05561593,72,0,1,2,D,,H,,A
20242,05561593,72,1,1,,A,87,E,100,D
20242,05561593,72,2,1,,A,24,E,110,D
20242,05561593,72,3,1,,A,30,E,120,D
20242,05561593,72,4,1,,A,165,E,130,D
20242,05561593,72,5,1,,A,9,E,140,D
20242,05561593,72,6,1,,A,191,E,150,D
20242,05561593,72,7,1,,A,19,E,160,D
20242,05561593,72,8,1,,A,11,E,170,D
20242,05561593,72,9,1,,A,36,E,190,D
20242,05561593,72,10,1,,A,110,E,210,D
20242,05561593,72,11,1,,A,118,E,220,D
20242,05561903,34,0,1,1,D,,H,,A
20242,05561903,34,1,1,,A,105,E,100,D
20242,05561903,34,2,1,,A,30,E,110,D
20242,05565493,85,0,1,4,D,,H,,A
20242,05565493,85,1,1,,A,156,E,100,D
20242,05565493,85,2,1,,A,44,E,110,D
20242,05565773,26,0,1,1,D,,H,,A
20242,05565773,26,1,1,,A,66,E,100,D
20242,05565773,26,2,1,,A,17,E,110,D
20242,05565773,26,3,1,,A,24,E,120,D
20242,05565773,26,4,1,,A,172,E,130,D
20242,05565773,26,5,1,,A,7,E,140,D
20242,05565773,26,6,1,,A,353,E,150,D
20242,05565773,26,7,1,,A,50,E,160,D
20242,05565773,26,8,1,,A,21,E,190,D
20242,05565773,26,9,1,,A,21,E,210,D
20242,05565773,26,10,1,,A,19,E,220,D
20242,05565943,37,0,1,1,D,,H,,A
20242,05565943,37,1,1,,A,64,E,100,D
20242,05565943,37,2,1,,A,17,E,110,D
20242,05565943,37,3,1,,A,28,E,120,D
20242,05565943,37,4,1,,A,6,E,140,D
20242,05565943,37,5,1,,A,141,E,150,D
20242,05565943,37,6,1,,A,14,E,160,D
20242,05565943,37,7,1,,A,8,E,170,D
20242,05565943,37,8,1,,A,22,E,190,D
20242,05566893,45,0,1,1,D,,H,,A
20242,05566893,45,1,1,,A,11,E,100,D
20242,05566893,45,2,1,,A,1,E,110,D
20242,05566893,45,3,1,,A,2,E,120,D
20242,05566893,45,4,1,,A,9,E,130,D
20242,05566893,45,5,1,,A,20,E,150,D
20242,05566893,45,6,1,,A,5,E,170,D
20242,05566893,45,7,1,,A,2,E,190,D
20242,05570853,26,0,1,1,D,,H,,A
20242,05570853,26,1,1,,A,155,E,100,D
20242,05570853,26,2,1,,A,36,E,110,D
20242,05571313,8,0,1,1,D,,H,,A
20242,05571313,8,1,1,,A,290,E,100,D
20242,05571313,8,2,1,,A,156,E,110,D
20242,05571313,8,3,1,,A,106,E,120,D
20242,05571313,8,4,1,,A,1359,E,130,D
20242,05571313,8,5,1,,A,75,E,140,D
20242,05571313,8,6,1,,A,1337,E,150,D
20242,05571313,8,7,1,,A,136,E,160,D
20242,05571313,8,8,1,,A,347,E,170,D
20242,05571313,8,9,1,,A,194,E,190,D
20242,05571483,69,0,1,1,D,,H,,A
20242,05571483,69,1,1,,A,192,E,100,D
20242,05571483,69,2,1,,A,53,E,110,D
20242,05571483,69,3,1,,A,67,E,120,D
20242,05571483,69,4,1,,A,369,E,130,D
20242,05571483,69,5,1,,A,20,E,140,D
20242,05571483,69,6,1,,A,423,E,150,D
20242,05571483,69,7,1,,A,43,E,160,D
20242,05571483,69,8,1,,A,25,E,170,D
20242,05571483,69,9,1,,A,68,E,190,D
20242,05574572,17,0,1,1,D,,H,,A
20242,05574572,17,1,1,,A,83,E,100,D
20242,05574572,17,2,1,,A,21,E,110,D
20242,05574572,17,3,1,,A,33,E,210,D
20242,05574572,17,4,1,,A,13,E,220,D
20242,05574642,56,0,1,1,D,,H,,A
20242,05574642,56,1,1,,A,218,E,100,D
20242,05574642,56,2,1,,A,62,E,110,D
20242,05575232,21,0,1,5,D,,H,,A
20242,05575232,21,1,1,,A,313,E,100,D
20242,05575232,21,2,1,,A,87,E,110,D
20242,05575402,28,0,1,1,D,,H,,A
20242,05575402,28,1,1,,A,392,E,100,D
20242,05575402,28,2,1,,A,108,E,110,D
20242,05576082,42,0,1,1,D,,H,,A
20242,05576082,42,1,1,,A,407,E,100,D
20242,05576082,42,2,1,,A,93,E,110,D
20242,05577252,18,0,1,1,D,,H,,A
20242,05577252,18,1,1,,A,131,E,100,D
20242,05577252,18,2,1,,A,69,E,110,D
20242,05577562,32,0,1,2,D,,H,,A
20242,05577562,32,1,1,,A,32,E,100,D
20242,05577562,32,2,1,,A,8,E,110,D
20242,05579032,50,0,1,7,D,,H,,A
20242,05579032,50,1,1,,A,58,E,210,D
20242,05579032,50,2,1,,A,62,E,220,D
20242,05583622,48,0,1,1,D,,H,,A
20242,05583622,48,1,1,,A,74,E,100,D
20242,05583622,48,2,1,,A,21,E,110,D
20242,05583622,48,3,1,,A,30,E,120,D
20242,05583622,48,4,1,,A,214,E,130,D
20242,05583622,48,5,1,,A,8,E,140,D
20242,05583622,48,6,1,,A,432,E,150,D
20242,05583622,48,7,1,,A,62,E,160,D
20242,05583622,48,8,1,,A,26,E,190,D
20242,05583672,11,0,1,1,D,,H,,A
20242,05583672,11,1,1,,A,33,E,100,D
20242,05583672,11,2,1,,A,17,E,110,D
20242,05583672,11,3,1,,A,16,E,120,D
20242,05583672,11,4,1,,A,8,E,140,D
20242,05583672,11,5,1,,A,151,E,150,D
20242,05583672,11,6,1,,A,15,E,160,D
20242,05583672,11,7,1,,A,38,E,170,D
20242,05583672,11,8,1,,A,22,E,190,D
20242,05583842,26,0,1,5,D,,H,,A
20242,05583842,26,1,1,,A,162,E,100,D
20242,05583842,26,2,1,,A,53,E,110,D
20242,05583842,26,3,1,,A,66,E,120,D
20242,05583842,26,4,1,,A,458,E,130,D
20242,05583842,26,5,1,,A,18,E,140,D
20242,05583842,26,6,1,,A,943,E,150,D
20242,05583842,26,7,1,,A,135,E,160,D
20242,05583842,26,8,1,,A,56,E,190,D
20242,05583842,26,9,1,,A,57,E,210,D
20242,05583842,26,10,1,,A,52,E,220,D
20242,05583872,15,0,1,1,D,,H,,A
20242,05583872,15,1,1,,A,121,E,100,D
20242,05583872,15,2,1,,A,27,E,110,D
20242,05583872,15,3,1,,A,96,E,120,D
20242,05583872,15,4,1,,A,115,E,130,D
20242,05583872,15,5,1,,A,12,E,140,D
20242,05583872,15,6,1,,A,824,E,150,D
20242,05583872,15,7,1,,A,105,E,190,D
20242,05585532,28,0,1,2,D,,H,,A
20242,05585532,28,1,1,,A,167,E,100,D
20242,05585532,28,2,1,,A,39,E,110,D
20242,05585532,28,3,1,,A,67,E,210,D
20242,05585532,28,4,1,,A,27,E,220,D
20242,05586012,30,0,1,1,D,,H,,A
20242,05586012,30,1,1,,A,236,G,100,D
20242,05586012,30,2,1,,A,64,G,110,D
20242,05588142,37,0,1,3,D,,H,,A
20242,05588142,37,1,1,,A,37,E,100,D
20242,05588142,37,2,1,,A,9,E,110,D
20242,05588142,37,3,1,,A,13,E,120,D
20242,05588142,37,4,1,,A,91,E,130,D
20242,05588142,37,5,1,,A,3,E,140,D
20242,05588142,37,6,1,,A,188,E,150,D
20242,05588142,37,7,1,,A,27,E,160,D
20242,05588142,37,8,1,,A,11,E,190,D
20242,05588142,37,9,1,,A,11,E,210,D
20242,05588142,37,10,1,,A,10,E,220,D
20242,05589182,23,0,1,1,D,,H,,A
20242,05589182,23,1,1,,A,20,E,100,D
20242,05589182,23,2,1,,A,6,E,110,D
20242,05589182,23,3,1,,A,4,E,210,D
20242,05592792,20,0,1,1,D,,H,,A
20242,05592792,20,1,1,,A,196,E,100,D
20242,05592792,20,2,1,,A,54,E,110,D
20242,05592942,42,0,1,1,D,,H,,A
20242,05592942,42,1,1,,A,6,E,120,D
20242,05592942,42,2,1,,A,1,E,140,D
20242,05592942,42,3,1,,A,92,E,150,D
20242,05592942,42,4,1,,A,13,E,160,D
20242,05592942,42,5,1,,A,8,E,190,D
20242,05593652,64,0,1,1,D,,H,,A
20242,05593652,64,1,1,,A,12,E,100,D
20242,05593652,64,2,1,,A,2,E,110,D
20242,05593652,64,3,1,,A,13,E,210,D
20242,05593652,64,4,1,,A,13,E,220,D
20242,05594352,38,0,1,1,D,,H,,A
20242,05594352,38,1,1,,A,391,E,100,D
20242,05594352,38,2,1,,A,109,E,110,D
20242,05596062,27,0,1,1,D,,H,,A
20242,05596062,27,1,1,,A,15,E,100,D
20242,05596062,27,2,1,,A,9,E,110,D
20242,05596062,27,3,1,,A,6,E,120,D
20242,05596062,27,4,1,,A,1,E,140,D
20242,05596062,27,5,1,,A,91,E,150,D
20242,05596062,27,6,1,,A,13,E,160,D
20242,05596062,27,7,1,,A,5,E,190,D
20242,05596062,27,8,1,,A,5,E,210,D
20242,05596062,27,9,1,,A,5,E,220,D
20242,05596382,32,0,1,4,D,,H,,A
20242,05596382,32,1,1,,A,47,E,100,D
20242,05596382,32,2,1,,A,10,E,110,D
20242,05596382,32,3,1,,A,22,E,210,D
20242,05598722,30,0,1,1,D,,H,,A
20242,05598722,30,1,1,,A,478,E,100,D
20242,05598722,30,2,1,,A,132,E,110,D
20242,05598722,30,3,1,,A,165,E,120,D
20242,05598722,30,4,1,,A,896,E,130,D
20242,05598722,30,5,1,,A,51,E,140,D
20242,05598722,30,6,1,,A,1042,E,150,D
20242,05598722,30,7,1,,A,106,E,160,D
20242,05598722,30,8,1,,A,63,E,170,D
20242,05598722,30,9,1,,A,167,E,190,D
20242,05599972,56,0,1,1,D,,H,,A
20242,05599972,56,1,1,,A,389,E,100,D
20242,05599972,56,2,1,,A,107,E,110,D
20242,05599972,56,3,1,,A,731,E,130,D
20242,05599972,56,4,1,,A,490,E,210,D
20242,05599972,56,5,1,,A,524,E,220,D
20242,05600352,18,0,1,1,D,,H,,A
20242,05600352,18,1,1,,A,407,E,100,D
20242,05600352,18,2,1,,A,92,E,110,D
20242,05600352,18,3,1,,A,128,E,120,D
20242,05600352,18,4,1,,A,468,E,130,D
20242,05600352,18,5,1,,A,1004,E,150,D
20242,05600352,18,6,1,,A,7,E,160,D
20242,05600352,18,7,1,,A,261,E,170,D
20242,05600352,18,8,1,,A,133,E,190,D
20242,05600642,38,0,1,1,D,,H,,A
20242,05600642,38,1,1,,A,100,G,100,D
20242,05600642,38,2,1,,A,26,G,110,D
20242,05600642,38,3,1,,A,33,G,120,D
20242,05600642,38,4,1,,A,139,G,130,D
20242,05600642,38,5,1,,A,965,G,150,D
20242,05600642,38,6,1,,A,37,G,160,D
20242,05602852,38,0,1,1,D,,H,,A
20242,05602852,38,1,1,,A,63,E,210,D
20242,05602852,38,2,1,,A,37,E,220,D
20242,05604192,28,0,1,1,D,,H,,A
20242,05604192,28,1,1,,A,152,E,100,D
20242,05604192,28,2,1,,A,42,E,110,D
20242,05604192,28,3,1,,A,57,E,120,D
20242,05604192,28,4,1,,A,289,E,130,D
20242,05604192,28,5,1,,A,16,E,140,D
20242,05604192,28,6,1,,A,336,E,150,D
20242,05604192,28,7,1,,A,34,E,160,D
20242,05604192,28,8,1,,A,20,E,170,D
20242,05604192,28,9,1,,A,54,E,190,D
20242,05604442,32,0,1,1,D,,H,,A
20242,05604442,32,1,1,,A,3269,E,100,D
20242,05604442,32,2,1,,A,941,E,110,D
20242,05604442,32,3,1,,A,1338,E,120,D
20242,05604442,32,4,1,,A,5845,U,130,D
