QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,MEDPCARY,MEDP_ARY,MEDPGFTC,MEDP_FTC,MEDPMTMO,MEDP_TMO,MEDPMTX,MEDPMTX_,MEDPCY1,MEDPCY1_,MEDPCY2,MEDPCY2_,MEDPCY3,MEDPCY3_,MEDPCY4,MEDPCY4_,MEDPCY5,MEDPCY5_,MEDPCY6,MEDPCY6_,MEDPCY7,MEDPCY7_,MEDPCY8,MEDPCY8_,MEDPCY9,MEDPCY9_,MEDPPRNT,MEDP_RNT,MEDPNOUT,MEDP_OUT
20242,05659781,14,0,1,620,D,1,D,02,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659781,15,0,1,420,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659781,16,0,1,415,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659811,21,0,1,620,D,1,D,01,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659811,22,0,1,620,D,1,D,03,D,65,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659811,23,0,1,610,D,1,D,03,D,27,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659811,24,0,1,420,D,1,D,01,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659811,25,0,1,420,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659891,13,0,1,620,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659891,14,0,1,415,D,1,D,01,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659891,15,0,1,415,D,1,D,02,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659891,16,0,1,415,D,1,D,03,D,90,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659971,7,0,1,620,D,1,D,13,D,1,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659971,8,0,1,110,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05659971,9,0,1,120,D,1,D,03,D,67,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660081,12,0,1,200,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660114,6,0,1,110,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660114,7,0,1,330,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660161,13,0,1,620,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660161,14,0,1,620,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660201,10,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660241,16,0,1,620,D,1,D,01,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660241,17,0,1,200,D,1,D,03,D,525,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660241,18,0,1,330,D,1,D,01,D,1700,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660241,19,0,1,415,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660241,20,0,1,415,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660241,21,0,1,415,D,1,D,03,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660261,19,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660261,20,0,1,200,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660261,21,0,1,420,D,1,D,03,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660261,22,0,1,420,D,1,D,02,D,320,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660261,23,0,1,330,D,1,D,01,D,500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,0,1,900,D,1,D,02,D,,H,510,D,410,D,900,D,525,D,420,D,,A,,A,,A,,A,,A,,A
20242,05660321,12,1,1,110,D,1,D,02,D,47,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,2,1,120,D,1,D,02,D,190,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,3,1,200,D,1,D,02,D,190,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,4,1,330,D,1,D,02,D,238,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,5,1,410,D,1,D,02,D,142,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,6,1,415,D,1,D,02,D,176,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,7,1,420,D,1,D,02,D,66,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,8,1,510,D,1,D,02,D,57,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,9,1,525,D,1,D,02,D,71,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,10,1,610,D,1,D,02,D,238,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,11,1,620,D,1,D,02,D,38,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660321,12,12,1,645,D,1,D,02,D,47,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660351,7,0,1,620,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660351,8,0,1,330,D,1,D,01,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660351,9,0,1,330,D,1,D,02,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660351,10,0,1,330,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,14,0,1,620,D,1,D,13,D,1254,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,15,0,1,130,D,1,D,03,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,15,1,1,120,D,1,D,03,D,2667,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,15,2,1,110,D,1,D,03,D,833,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,16,0,1,200,D,1,D,02,D,2969,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,17,0,1,410,D,1,D,02,D,572,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05660361,18,0,1,410,D,1,D,03,D,294,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05660361,19,0,1,420,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660361,20,0,1,410,D,1,D,03,D,182,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05660531,18,0,1,645,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660531,19,0,1,110,D,1,D,02,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660531,20,0,1,200,D,1,D,03,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660541,9,0,1,200,D,1,D,01,D,230,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660541,10,0,1,410,D,1,D,01,D,105,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05660541,11,0,1,510,D,1,D,02,D,285,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660541,12,0,1,510,D,1,D,03,D,140,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660561,13,0,1,620,D,1,D,13,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660581,16,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660581,17,0,1,120,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660631,13,0,1,200,D,1,D,01,D,6695,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660631,14,0,1,420,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660681,19,0,1,410,D,1,D,03,D,193,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05660721,6,0,1,620,D,1,D,13,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660771,14,0,1,420,D,1,D,02,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660771,15,0,1,420,D,1,D,03,D,35,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660811,15,0,1,620,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660811,16,0,1,620,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660841,16,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660841,17,0,1,645,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660841,18,0,1,410,D,1,D,13,D,78,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05660851,11,0,1,200,D,1,D,01,D,1500,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660901,19,0,1,200,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660901,20,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660901,21,0,1,130,D,1,D,02,D,,H,120,D,110,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660901,21,1,1,120,D,1,D,02,D,252,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05660901,21,2,1,110,D,1,D,02,D,78,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661001,15,0,1,620,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661001,16,0,1,420,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661021,14,0,1,620,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661021,15,0,1,420,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661051,11,0,1,110,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661051,12,0,1,120,D,1,D,02,D,312,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661161,15,0,1,620,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661161,16,0,1,620,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661161,17,0,1,620,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661161,18,0,1,525,D,1,D,01,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661161,19,0,1,525,D,1,D,02,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661161,20,0,1,525,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661181,16,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661181,17,0,1,200,D,1,D,01,D,500,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661181,18,0,1,410,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05661181,19,0,1,410,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05661231,15,0,1,525,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661231,16,0,1,410,D,1,D,13,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05661291,15,0,1,620,D,1,D,01,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661291,16,0,1,620,D,1,D,02,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661291,17,0,1,620,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661291,18,0,1,525,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661291,19,0,1,525,D,1,D,01,D,300,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661341,20,0,1,120,D,1,D,01,D,310,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661341,21,0,1,330,D,1,D,02,D,724,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661401,7,0,1,525,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661531,21,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661581,11,0,1,620,D,1,D,13,D,95,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661591,15,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661601,18,0,1,200,D,1,D,02,D,6695,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661671,22,0,1,330,D,1,D,03,D,1000,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661721,17,0,1,620,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661791,13,0,1,620,D,1,D,02,D,21,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661791,14,0,1,120,D,1,D,03,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661801,14,0,1,620,D,1,D,02,D,56,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661801,15,0,1,120,D,1,D,03,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661801,16,0,1,200,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661801,17,0,1,510,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661801,18,0,1,510,D,1,D,03,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661811,10,0,1,200,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661811,11,0,1,120,D,1,D,02,D,263,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661811,12,0,1,420,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661831,24,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661831,25,0,1,510,D,1,D,03,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661831,26,0,1,420,D,1,D,01,D,275,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661831,27,0,1,410,D,1,D,01,D,112,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05661971,15,0,1,620,D,1,D,01,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661991,24,0,1,620,D,1,D,03,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05661991,25,0,1,200,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662011,8,0,1,620,D,1,D,02,D,8,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662121,10,0,1,620,D,1,D,03,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662191,6,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662211,11,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662211,12,0,1,420,D,1,D,01,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662211,13,0,1,510,D,1,D,01,D,1821,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662231,10,0,1,110,D,1,D,03,D,221,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662281,8,0,1,620,D,1,D,13,D,250,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662331,17,0,1,620,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662331,18,0,1,620,D,1,D,01,D,7,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662331,19,0,1,525,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662331,20,0,1,420,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,41,0,1,620,D,1,D,02,D,5,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,42,0,1,200,D,1,D,02,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,43,0,1,200,D,1,D,02,D,590,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,44,0,1,200,D,1,D,03,D,185,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,45,0,1,200,D,1,D,01,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,46,0,1,200,D,1,D,02,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,47,0,1,620,D,1,D,02,D,37,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,48,0,1,420,D,1,D,02,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662411,49,0,1,420,D,1,D,02,D,115,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662431,12,0,1,620,D,1,D,02,D,125,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662431,13,0,1,110,D,1,D,01,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662431,14,0,1,420,D,1,D,13,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662471,12,0,1,200,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662471,13,0,1,620,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662471,14,0,1,420,D,1,D,03,D,2270,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662491,28,0,1,620,D,1,D,13,D,3,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662491,29,0,1,620,D,1,D,13,D,18,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662491,30,0,1,200,D,1,D,02,D,655,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662491,31,0,1,200,D,1,D,02,D,982,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662491,32,0,1,200,D,1,D,02,D,85,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662551,15,0,1,620,D,1,D,13,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662611,24,0,1,410,D,1,D,02,D,340,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05662611,25,0,1,420,D,1,D,02,D,64,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662611,26,0,1,420,D,1,D,03,D,80,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662681,19,0,1,200,D,1,D,02,D,600,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662681,20,0,1,200,D,1,D,02,D,200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662701,22,0,1,620,D,1,D,13,D,60,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662811,12,0,1,620,D,1,D,13,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662891,16,0,1,620,D,1,D,01,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662891,17,0,1,525,D,1,D,02,D,46,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662901,12,0,1,200,D,1,D,02,D,6695,T,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05662981,10,0,1,410,D,1,D,02,D,25,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,1,D
20242,05663041,11,0,1,620,D,1,D,13,D,63,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663111,30,0,1,620,D,1,D,03,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663111,31,0,1,620,D,1,D,02,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663141,13,0,1,110,D,1,D,01,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663141,14,0,1,200,D,1,D,01,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663211,8,0,1,130,D,1,D,02,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663211,8,1,1,110,D,1,D,02,D,75,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663211,8,2,1,120,D,1,D,02,D,303,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663271,19,0,1,130,D,1,D,02,D,,H,110,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663271,19,1,1,110,D,1,D,02,D,89,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663271,19,2,1,120,D,1,D,02,D,286,E,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663311,11,0,1,620,D,1,D,13,D,13,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663321,15,0,1,620,D,1,D,13,D,9,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663321,16,0,1,620,D,1,D,02,D,10,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663321,17,0,1,420,D,1,D,03,D,350,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663331,23,0,1,620,D,1,D,02,D,28,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663331,24,0,1,200,D,1,D,01,D,400,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663331,25,0,1,525,D,1,D,01,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663431,11,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663431,12,0,1,200,D,1,D,02,D,669,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663431,13,0,1,420,D,1,D,02,D,45,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663431,14,0,1,410,D,1,D,13,D,160,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,2,D
20242,05663451,12,0,1,120,D,1,D,03,D,1200,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663481,8,0,1,620,D,1,D,13,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663494,6,0,1,200,D,1,D,02,D,15,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663521,6,0,1,620,D,1,D,02,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663521,7,0,1,120,D,1,D,02,D,50,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663521,8,0,1,645,D,1,D,01,D,12,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663531,14,0,1,620,D,1,D,13,D,26,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663531,15,0,1,120,D,1,D,01,D,756,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663581,11,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663581,12,0,1,620,D,1,D,13,D,30,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663611,11,0,1,620,D,1,D,13,D,100,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663611,12,0,1,110,D,1,D,03,D,220,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663631,16,0,1,620,D,1,D,13,D,150,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663631,17,0,1,200,D,1,D,01,D,120,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663631,18,0,1,510,D,1,D,03,D,230,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663641,9,0,1,620,D,1,D,13,D,131,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663641,10,0,1,645,D,1,D,13,D,40,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663641,11,0,1,520,D,1,D,13,D,4438,F,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663681,7,0,1,645,D,1,D,13,D,175,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
20242,05663691,14,0,1,420,D,1,D,03,D,20,D,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A
