QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20251,05897921,49,0,1,,H,,A
20251,05897921,49,1,1,195,E,100,D
20251,05897921,49,2,1,63,E,110,D
20251,05897921,49,3,1,72,E,120,D
20251,05897921,49,4,1,13,E,140,D
20251,05897921,49,5,1,549,E,150,D
20251,05897921,49,6,1,117,E,160,D
20251,05897921,49,7,1,28,E,170,D
20251,05897921,49,8,1,92,E,180,D
20251,05897921,49,9,1,71,E,190,D
20251,05898473,33,0,1,,H,,A
20251,05898473,33,1,1,55,D,100,D
20251,05898473,33,2,1,110,D,130,D
20251,05898473,33,3,1,25,D,190,D
20251,05898821,23,0,1,,H,,A
20251,05898821,23,1,1,14,E,120,D
20251,05898821,23,2,1,84,E,130,D
20251,05898821,23,3,1,2,E,140,D
20251,05898821,23,4,1,108,E,150,D
20251,05898821,23,5,1,10,E,160,D
20251,05898821,23,6,1,9,E,170,D
20251,05898821,23,7,1,23,E,190,D
20251,05899571,58,0,1,,H,,A
20251,05899571,58,1,1,154,E,100,D
20251,05899571,58,2,1,46,E,110,D
20251,05901501,17,0,1,,H,,A
20251,05901501,17,1,1,55,D,100,D
20251,05901501,17,2,1,247,D,150,D
20251,05901811,58,0,1,,H,,A
20251,05901811,58,1,1,38,E,120,D
20251,05901811,58,2,1,5,E,140,D
20251,05901811,58,3,1,248,E,150,D
20251,05901811,58,4,1,33,E,160,D
20251,05901811,58,5,1,20,E,170,D
20251,05901811,58,6,1,47,E,180,D
20251,05901811,58,7,1,37,E,190,D
20251,05901811,58,8,1,47,E,210,D
20251,05901811,58,9,1,65,E,220,D
20251,05903301,20,0,1,,H,,A
20251,05903301,20,1,1,22,E,120,D
20251,05903301,20,2,1,3,E,140,D
20251,05903301,20,3,1,223,E,150,D
20251,05903301,20,4,1,22,E,160,D
20251,05903301,20,5,1,32,E,170,D
20251,05903301,20,6,1,165,E,180,D
20251,05903301,20,7,1,33,E,190,D
20251,05905561,33,0,1,,H,,A
20251,05905561,33,1,1,21,E,120,D
20251,05905561,33,2,1,3,E,140,D
20251,05905561,33,3,1,121,E,150,D
20251,05905561,33,4,1,24,E,160,D
20251,05905561,33,5,1,20,E,170,D
20251,05905561,33,6,1,91,E,180,D
20251,05905561,33,7,1,20,E,190,D
20251,05906361,44,0,1,,H,,A
20251,05906361,44,1,1,80,E,100,D
20251,05906361,44,2,1,24,E,110,D
20251,05906361,44,3,1,33,E,120,D
20251,05906361,44,4,1,207,E,130,D
20251,05906361,44,5,1,5,E,140,D
20251,05906361,44,6,1,225,E,150,D
20251,05906361,44,7,1,48,E,160,D
20251,05906361,44,8,1,11,E,170,D
20251,05906361,44,9,1,38,E,180,D
20251,05906361,44,10,1,29,E,190,D
20251,05907021,21,0,1,,H,,A
20251,05907021,21,1,1,287,E,100,D
20251,05907021,21,2,1,86,E,110,D
20251,05907021,21,3,1,107,E,120,D
20251,05907021,21,4,1,739,E,130,D
20251,05907021,21,5,1,20,E,140,D
20251,05907021,21,6,1,809,E,150,D
20251,05907021,21,7,1,171,E,160,D
20251,05907021,21,8,1,41,E,170,D
20251,05907021,21,9,1,136,E,180,D
20251,05907021,21,10,1,104,E,190,D
20251,05907051,30,0,1,,H,,A
20251,05907051,30,1,1,42,E,120,D
20251,05907051,30,2,1,11,E,140,D
20251,05907051,30,3,1,283,E,150,D
20251,05907051,30,4,1,56,E,160,D
20251,05907051,30,5,1,46,E,170,D
20251,05907051,30,6,1,214,E,180,D
20251,05907051,30,7,1,48,E,190,D
20251,05956861,19,0,1,,H,,A
20251,05956861,19,1,1,19,E,100,D
20251,05956861,19,2,1,8,E,110,D
20251,05956861,19,3,1,14,E,120,D
20251,05956861,19,4,1,1,E,140,D
20251,05956861,19,5,1,54,E,150,D
20251,05956861,19,6,1,6,E,160,D
20251,05956861,19,7,1,1,E,170,D
20251,05956861,19,8,1,155,E,180,D
20251,05956861,19,9,1,8,E,190,D
20251,05957431,49,0,1,,H,,A
20251,05957431,49,1,1,13,E,100,D
20251,05957431,49,2,1,4,E,110,D
20251,05957431,49,3,1,9,E,120,D
20251,05957431,49,4,1,35,E,130,D
20251,05957431,49,5,1,38,E,150,D
20251,05957431,49,6,1,8,E,160,D
20251,05957431,49,7,1,2,E,170,D
20251,05957431,49,8,1,6,E,180,D
20251,05957431,49,9,1,5,E,190,D
20251,05958911,30,0,1,,H,,A
20251,05958911,30,1,1,13,E,120,D
20251,05958911,30,2,1,2,E,140,D
20251,05958911,30,3,1,111,E,150,D
20251,05958911,30,4,1,11,E,160,D
20251,05958911,30,5,1,16,E,170,D
20251,05958911,30,6,1,83,E,180,D
20251,05958911,30,7,1,15,E,190,D
20251,05958911,30,8,1,26,E,210,D
20251,05958911,30,9,1,21,E,220,D
20251,05960091,69,0,1,,H,,A
20251,05960091,69,1,1,265,E,130,D
20251,05965631,41,0,1,,H,,A
20251,05965631,41,1,1,64,E,120,D
20251,05965631,41,2,1,11,E,140,D
20251,05965631,41,3,1,464,E,150,D
20251,05965631,41,4,1,99,E,160,D
20251,05965631,41,5,1,24,E,170,D
20251,05965631,41,6,1,78,E,180,D
20251,05965631,41,7,1,60,E,190,D
20251,05966251,23,0,1,,H,,A
20251,05966251,23,1,1,47,E,120,D
20251,05966251,23,2,1,4,E,140,D
20251,05966251,23,3,1,205,E,150,D
20251,05966251,23,4,1,24,E,160,D
20251,05966251,23,5,1,4,E,170,D
20251,05966251,23,6,1,583,E,180,D
20251,05966251,23,7,1,30,E,190,D
20251,05967911,18,0,1,,H,,A
20251,05967911,18,1,1,1495,E,100,D
20251,05967911,18,2,1,404,E,110,D
20251,05967911,18,3,1,527,E,120,D
20251,05967911,18,4,1,7046,U,130,D
20251,05967911,18,5,1,93,E,140,D
20251,05967911,18,6,1,5230,E,150,D
20251,05967911,18,7,1,516,E,160,D
20251,05967911,18,8,1,754,E,170,D
20251,05967911,18,9,1,3884,E,180,D
20251,05967911,18,10,1,704,E,190,D
20251,05970921,21,0,1,,H,,A
20251,05970921,21,1,1,124,E,100,D
20251,05970921,21,2,1,25,E,110,D
20251,05970921,21,3,1,40,E,120,D
20251,05970921,21,4,1,5,E,140,D
20251,05970921,21,5,1,261,E,150,D
20251,05970921,21,6,1,35,E,160,D
20251,05970921,21,7,1,21,E,170,D
20251,05970921,21,8,1,50,E,180,D
20251,05970921,21,9,1,39,E,190,D
20251,05974901,22,0,1,,H,,A
20251,05974901,22,1,1,1,E,100,D
20251,05975631,61,0,1,,H,,A
20251,05975631,61,1,1,78,E,100,D
20251,05975631,61,2,1,27,E,110,D
20251,05975631,61,3,1,35,E,120,D
20251,05975631,61,4,1,6,E,140,D
20251,05975631,61,5,1,245,E,150,D
20251,05975631,61,6,1,48,E,160,D
20251,05975631,61,7,1,39,E,170,D
20251,05975631,61,8,1,181,E,180,D
20251,05975631,61,9,1,41,E,190,D
20251,05977031,33,0,1,,H,,A
20251,05977031,33,1,1,300,E,100,D
20251,05977031,33,2,1,90,E,110,D
20251,05977031,33,3,1,116,E,120,D
20251,05977031,33,4,1,773,E,130,D
20251,05977031,33,5,1,21,E,140,D
20251,05977031,33,6,1,841,E,150,D
20251,05977031,33,7,1,179,E,160,D
20251,05977031,33,8,1,43,E,170,D
20251,05977031,33,9,1,142,E,180,D
20251,05977031,33,10,1,109,E,190,D
20251,05977031,33,11,1,171,E,210,D
20251,05977031,33,12,1,215,E,220,D
20251,05977611,35,0,1,,H,,A
20251,05977611,35,1,1,42,E,120,D
20251,05977611,35,2,1,7,E,140,D
20251,05977611,35,3,1,392,E,150,D
20251,05977611,35,4,1,38,E,160,D
20251,05977611,35,5,1,56,E,170,D
20251,05977611,35,6,1,291,E,180,D
20251,05977611,35,7,1,52,E,190,D
20251,05978031,13,0,1,,H,,A
20251,05978031,13,1,1,55,D,100,D
20251,05978031,13,2,1,110,D,130,D
20251,05978031,13,3,1,11,D,170,D
20251,05979501,35,0,1,,H,,A
20251,05979501,35,1,1,18,E,120,D
20251,05979501,35,2,1,3,E,140,D
20251,05979501,35,3,1,124,E,150,D
20251,05979501,35,4,1,24,E,160,D
20251,05979501,35,5,1,20,E,170,D
20251,05979501,35,6,1,91,E,180,D
20251,05979501,35,7,1,20,E,190,D
