QYEAR,NEWID,SEQNO,ALCNO,REC_ORIG,TRNONCUX,TRNO_CUX,TRNONCUY,TRNO_CUY
20243,05663642,15,2,1,46,E,110,D
20243,05663642,15,3,1,65,E,120,D
20243,05663642,15,4,1,396,E,130,D
20243,05663642,15,5,1,6,E,140,D
20243,05663642,15,6,1,858,E,150,D
20243,05663642,15,7,1,95,E,160,D
20243,05663642,15,8,1,46,E,170,D
20243,05663642,15,9,1,107,E,190,D
20243,05663642,15,10,1,166,E,210,D
20243,05663642,15,11,1,49,E,220,D
20243,05664812,25,0,1,,H,,A
20243,05664812,25,1,1,66,E,100,D
20243,05664812,25,2,1,15,E,110,D
20243,05664812,25,3,1,33,E,120,D
20243,05664812,25,4,1,152,E,130,D
20243,05664812,25,5,1,5,E,140,D
20243,05664812,25,6,1,229,E,150,D
20243,05664812,25,7,1,17,E,160,D
20243,05664812,25,8,1,21,E,170,D
20243,05664812,25,9,1,87,E,180,D
20243,05664812,25,10,1,25,E,190,D
20243,05668534,25,0,1,,H,,A
20243,05668534,25,1,1,70,E,120,D
20243,05668534,25,2,1,12,E,140,D
20243,05668534,25,3,1,552,E,150,D
20243,05668534,25,4,1,43,E,160,D
20243,05668534,25,5,1,52,E,170,D
20243,05668534,25,6,1,211,E,180,D
20243,05668534,25,7,1,60,E,190,D
20243,05669292,50,0,1,,H,,A
20243,05669292,50,1,1,30,E,120,D
20243,05669292,50,2,1,3,E,140,D
20243,05669292,50,3,1,202,E,150,D
20243,05669292,50,4,1,21,E,160,D
20243,05669292,50,5,1,12,E,170,D
20243,05669292,50,6,1,165,E,180,D
20243,05669292,50,7,1,17,E,190,D
20243,05669462,38,0,1,,H,,A
20243,05669462,38,1,1,75,E,120,D
20243,05669462,38,2,1,15,E,140,D
20243,05669462,38,3,1,740,E,150,D
20243,05669462,38,4,1,55,E,160,D
20243,05669462,38,5,1,33,E,170,D
20243,05669462,38,6,1,212,E,180,D
20243,05669462,38,7,1,70,E,190,D
20243,05669752,28,0,1,,H,,A
20243,05669752,28,1,1,312,E,100,D
20243,05669752,28,2,1,92,E,110,D
20243,05669752,28,3,1,141,E,120,D
20243,05669752,28,4,1,875,E,130,D
20243,05669752,28,5,1,22,E,140,D
20243,05669752,28,6,1,1512,E,150,D
20243,05669752,28,7,1,125,E,160,D
20243,05669752,28,8,1,19,E,170,D
20243,05669752,28,9,1,102,E,190,D
20243,05671062,47,0,1,,H,,A
20243,05671062,47,1,1,113,E,120,D
20243,05671062,47,2,1,21,E,140,D
20243,05671062,47,3,1,943,E,150,D
20243,05671062,47,4,1,73,E,160,D
20243,05671062,47,5,1,89,E,170,D
20243,05671062,47,6,1,359,E,180,D
20243,05671062,47,7,1,102,E,190,D
20243,05673202,43,0,1,,H,,A
20243,05673202,43,1,1,83,E,100,D
20243,05673202,43,2,1,15,E,110,D
20243,05673202,43,3,1,33,E,120,D
20243,05673202,43,4,1,4,E,140,D
20243,05673202,43,5,1,278,E,150,D
20243,05673202,43,6,1,20,E,160,D
20243,05673202,43,7,1,12,E,170,D
20243,05673202,43,8,1,79,E,180,D
20243,05673202,43,9,1,26,E,190,D
20243,05673412,34,0,1,,H,,A
20243,05673412,34,1,1,15,E,100,D
20243,05673412,34,2,1,2,E,110,D
20243,05673412,34,3,1,5,E,120,D
20243,05673412,34,4,1,38,E,150,D
20243,05673412,34,5,1,4,E,160,D
20243,05673412,34,6,1,2,E,170,D
20243,05673412,34,7,1,31,E,180,D
20243,05673412,34,8,1,3,E,190,D
20243,05676612,34,0,1,,H,,A
20243,05676612,34,1,1,7046,U,130,D
20243,05678072,39,0,1,,H,,A
20243,05678072,39,1,1,61,E,120,D
20243,05678072,39,2,1,7,E,140,D
20243,05678072,39,3,1,431,E,150,D
20243,05678072,39,4,1,45,E,160,D
20243,05678072,39,5,1,27,E,170,D
20243,05678072,39,6,1,352,E,180,D
20243,05678072,39,7,1,37,E,190,D
20243,05680562,34,0,1,,H,,A
20243,05680562,34,1,1,151,E,100,D
20243,05680562,34,2,1,42,E,110,D
20243,05680562,34,3,1,79,E,120,D
20243,05680562,34,4,1,373,E,130,D
20243,05680562,34,5,1,9,E,140,D
20243,05680562,34,6,1,554,E,150,D
20243,05680562,34,7,1,58,E,160,D
20243,05680562,34,8,1,35,E,170,D
20243,05680562,34,9,1,452,E,180,D
20243,05680562,34,10,1,47,E,190,D
20243,05681712,54,0,1,,H,,A
20243,05681712,54,1,1,77,E,120,D
20243,05681712,54,2,1,436,E,130,D
20243,05681712,54,3,1,10,E,140,D
20243,05681712,54,4,1,718,E,150,D
20243,05681712,54,5,1,53,E,160,D
20243,05681712,54,6,1,32,E,170,D
20243,05681712,54,7,1,206,E,180,D
20243,05681712,54,8,1,68,E,190,D
20243,05682522,23,0,1,,H,,A
20243,05682522,23,1,1,39,E,100,D
20243,05682522,23,2,1,11,E,110,D
20243,05682522,23,3,1,17,E,120,D
20243,05682522,23,4,1,113,E,130,D
20243,05682522,23,5,1,2,E,140,D
20243,05682522,23,6,1,189,E,150,D
20243,05682522,23,7,1,15,E,160,D
20243,05682522,23,8,1,2,E,170,D
20243,05682522,23,9,1,12,E,190,D
20243,05682952,35,0,1,,H,,A
20243,05682952,35,1,1,338,E,100,D
20243,05682952,35,2,1,80,E,110,D
20243,05682952,35,3,1,782,E,130,D
20243,05686142,13,0,1,,H,,A
20243,05686142,13,1,1,81,E,100,D
20243,05686142,13,2,1,21,E,110,D
20243,05686142,13,3,1,37,E,120,D
20243,05686142,13,4,1,186,E,130,D
20243,05686142,13,5,1,4,E,140,D
20243,05686142,13,6,1,277,E,150,D
20243,05686142,13,7,1,29,E,160,D
20243,05686142,13,8,1,17,E,170,D
20243,05686142,13,9,1,226,E,180,D
20243,05686142,13,10,1,23,E,190,D
20243,05686142,13,11,1,47,E,210,D
20243,05686142,13,12,1,52,E,220,D
20243,05798381,26,0,1,,H,,A
20243,05798381,26,1,1,61,E,100,D
20243,05798381,26,2,1,11,E,110,D
20243,05798381,26,3,1,20,E,120,D
20243,05798381,26,4,1,128,E,130,D
20243,05798381,26,5,1,3,E,140,D
20243,05798381,26,6,1,204,E,150,D
20243,05798381,26,7,1,15,E,160,D
20243,05798381,26,8,1,9,E,170,D
20243,05798381,26,9,1,58,E,180,D
20243,05798381,26,10,1,19,E,190,D
20243,05798381,26,11,1,26,E,210,D
20243,05798381,26,12,1,26,E,220,D
20243,05798761,37,0,1,,H,,A
20243,05798761,37,1,1,96,E,120,D
20243,05798761,37,2,1,12,E,140,D
20243,05798761,37,3,1,505,E,150,D
20243,05798761,37,4,1,142,E,170,D
20243,05798761,37,5,1,642,E,180,D
20243,05798761,37,6,1,103,E,190,D
20243,05799471,29,0,1,,H,,A
20243,05799471,29,1,1,173,E,120,D
20243,05799471,29,2,1,22,E,140,D
20243,05799471,29,3,1,1279,E,150,D
20243,05799471,29,4,1,133,E,160,D
20243,05799471,29,5,1,81,E,170,D
20243,05799471,29,6,1,1041,E,180,D
20243,05799471,29,7,1,109,E,190,D
20243,05799471,29,8,1,221,E,210,D
20243,05799471,29,9,1,241,E,220,D
20243,05800141,25,0,1,,H,,A
20243,05800141,25,1,1,75,E,210,D
20243,05800141,25,2,1,75,E,220,D
20243,05800832,22,0,1,,H,,A
20243,05800832,22,1,1,56,E,100,D
20243,05800832,22,2,1,15,E,110,D
20243,05800832,22,3,1,28,E,120,D
20243,05800832,22,4,1,139,E,130,D
20243,05800832,22,5,1,3,E,140,D
20243,05800832,22,6,1,215,E,150,D
20243,05800832,22,7,1,21,E,160,D
20243,05800832,22,8,1,13,E,170,D
20243,05800832,22,9,1,169,E,180,D
20243,05800832,22,10,1,17,E,190,D
20243,05800832,22,11,1,35,E,210,D
20243,05800832,22,12,1,39,E,220,D
20243,05800943,19,0,1,,H,,A
20243,05800943,19,1,1,33,E,100,D
20243,05800943,19,2,1,7,E,110,D
20243,05801231,30,0,1,,H,,A
20243,05801231,30,1,1,5,E,100,D
20243,05801231,30,2,1,1,E,110,D
20243,05801231,30,3,1,3,E,120,D
20243,05801231,30,4,1,25,E,150,D
20243,05801231,30,5,1,2,E,160,D
20243,05801231,30,6,1,2,E,170,D
20243,05801231,30,7,1,40,E,180,D
20243,05801231,30,8,1,2,E,190,D
20243,05801681,22,0,1,,H,,A
20243,05801681,22,1,1,4,E,100,D
20243,05801681,22,2,1,1,E,110,D
20243,05801681,22,3,1,1,E,120,D
20243,05801681,22,4,1,15,E,130,D
20243,05801681,22,5,1,19,E,150,D
20243,05801681,22,6,1,1,E,160,D
20243,05801681,22,7,1,1,E,190,D
20243,05801681,22,8,1,2,E,210,D
20243,05801681,22,9,1,6,E,220,D
20243,05801831,43,0,1,,H,,A
20243,05801831,43,1,1,59,E,100,D
20243,05801831,43,2,1,9,E,110,D
20243,05801831,43,3,1,18,E,120,D
20243,05801831,43,4,1,106,E,130,D
20243,05801831,43,5,1,2,E,140,D
20243,05801831,43,6,1,175,E,150,D
20243,05801831,43,7,1,13,E,160,D
20243,05801831,43,8,1,7,E,170,D
20243,05801831,43,9,1,50,E,180,D
20243,05801831,43,10,1,16,E,190,D
20243,05801831,43,11,1,22,E,210,D
20243,05801831,43,12,1,23,E,220,D
20243,05804141,29,0,1,,H,,A
20243,05804141,29,1,1,21,E,120,D
20243,05804141,29,2,1,2,E,140,D
20243,05804141,29,3,1,101,E,150,D
20243,05804141,29,4,1,28,E,170,D
20243,05804141,29,5,1,128,E,180,D
20243,05804141,29,6,1,20,E,190,D
20243,05804591,31,0,1,,H,,A
20243,05804591,31,1,1,23,E,120,D
20243,05804591,31,2,1,4,E,140,D
20243,05804591,31,3,1,193,E,150,D
20243,05804591,31,4,1,15,E,160,D
20243,05804591,31,5,1,18,E,170,D
20243,05804591,31,6,1,73,E,180,D
20243,05804591,31,7,1,24,E,190,D
20243,05808762,28,0,1,,H,,A
20243,05808762,28,1,1,322,E,100,D
20243,05808762,28,2,1,88,E,110,D
20243,05808762,28,3,1,158,E,120,D
20243,05808762,28,4,1,20,E,140,D
20243,05808762,28,5,1,1166,E,150,D
20243,05808762,28,6,1,122,E,160,D
20243,05808762,28,7,1,74,E,170,D
20243,05808762,28,8,1,951,E,180,D
20243,05808762,28,9,1,99,E,190,D
20243,05809421,35,0,1,,H,,A
20243,05809421,35,1,1,2,E,120,D
20243,05809421,35,2,1,31,E,150,D
20243,05809421,35,3,1,2,E,160,D
20243,05809421,35,4,1,1,E,170,D
20243,05809421,35,5,1,7,E,180,D
20243,05809421,35,6,1,2,E,190,D
20243,05810401,21,0,1,,H,,A
20243,05810401,21,1,1,1,E,120,D
20243,05810401,21,2,1,9,E,150,D
20243,05810401,21,3,1,1,E,160,D
20243,05810401,21,4,1,1,E,170,D
20243,05810401,21,5,1,21,E,180,D
20243,05811391,36,0,1,,H,,A
20243,05811391,36,1,1,36,E,120,D
20243,05811391,36,2,1,184,E,130,D
20243,05811391,36,3,1,4,E,140,D
20243,05811391,36,4,1,265,E,150,D
20243,05811391,36,5,1,27,E,160,D
20243,05811391,36,6,1,16,E,170,D
20243,05811391,36,7,1,216,E,180,D
20243,05811391,36,8,1,22,E,190,D
20243,05813851,27,0,1,,H,,A
20243,05813851,27,1,1,66,E,120,D
20243,05813851,27,2,1,9,E,140,D
20243,05813851,27,3,1,617,E,150,D
20243,05813851,27,4,1,46,E,160,D
20243,05813851,27,5,1,27,E,170,D
20243,05813851,27,6,1,177,E,180,D
20243,05813851,27,7,1,58,E,190,D
20243,05814961,33,0,1,,H,,A
20243,05814961,33,1,1,280,E,100,D
20243,05814961,33,2,1,51,E,110,D
20243,05814961,33,3,1,100,E,120,D
20243,05814961,33,4,1,14,E,140,D
20243,05814961,33,5,1,936,E,150,D
20243,05814961,33,6,1,70,E,160,D
20243,05814961,33,7,1,42,E,170,D
20243,05814961,33,8,1,268,E,180,D
20243,05814961,33,9,1,89,E,190,D
20243,05816611,30,0,1,,H,,A
20243,05816611,30,1,1,34,E,100,D
20243,05816611,30,2,1,10,E,110,D
20243,05816611,30,3,1,81,E,130,D
20243,05816781,23,0,1,,H,,A
20243,05816781,23,1,1,2500,E,130,D
20243,05817751,29,0,1,,H,,A
20243,05817751,29,1,1,81,E,100,D
20243,05817751,29,2,1,25,E,110,D
20243,05817751,29,3,1,34,E,120,D
20243,05817751,29,4,1,187,E,130,D
20243,05817751,29,5,1,6,E,140,D
20243,05817751,29,6,1,282,E,150,D
20243,05817751,29,7,1,22,E,160,D
20243,05817751,29,8,1,26,E,170,D
20243,05817751,29,9,1,107,E,180,D
20243,05817751,29,10,1,30,E,190,D
20243,05821571,18,0,1,,H,,A
20243,05821571,18,1,1,17,E,120,D
20243,05821571,18,2,1,1,E,140,D
20243,05821571,18,3,1,181,E,150,D
20243,05821571,18,4,1,20,E,160,D
20243,05821571,18,5,1,9,E,170,D
20243,05821571,18,6,1,22,E,190,D
20243,05823393,39,0,1,,H,,A
20243,05823393,39,1,1,97,E,100,D
20243,05823393,39,2,1,29,E,110,D
20243,05823393,39,3,1,48,E,120,D
20243,05823393,39,4,1,272,E,130,D
20243,05823393,39,5,1,6,E,140,D
20243,05823393,39,6,1,472,E,150,D
20243,05823393,39,7,1,39,E,160,D
20243,05823393,39,8,1,6,E,170,D
20243,05823393,39,9,1,31,E,190,D
20243,05824861,41,0,1,,H,,A
20243,05824861,41,1,1,36,E,210,D
20243,05824861,41,2,1,39,E,220,D
20243,05826241,32,0,1,,H,,A
20243,05826241,32,1,1,140,E,100,D
20243,05826241,32,2,1,25,E,110,D
20243,05826241,32,3,1,285,E,130,D
20243,05829811,29,0,1,,H,,A
20243,05829811,29,1,1,291,E,120,D
20243,05829811,29,2,1,1289,E,130,D
20243,05829811,29,3,1,40,E,140,D
20243,05829811,29,4,1,1591,E,150,D
20243,05829811,29,5,1,448,E,170,D
20243,05829811,29,6,1,2016,E,180,D
20243,05829811,29,7,1,325,E,190,D
20244,05575154,19,0,1,,H,,A
20244,05575154,19,1,1,380,E,100,D
20244,05575154,19,2,1,104,E,110,D
20244,05575154,19,3,1,166,E,120,D
20244,05575154,19,4,1,910,E,130,D
20244,05575154,19,5,1,21,E,140,D
20244,05575154,19,6,1,1779,E,150,D
20244,05575154,19,7,1,274,E,160,D
20244,05575154,19,8,1,102,E,170,D
20244,05575154,19,9,1,88,E,180,D
20244,05575154,19,10,1,176,E,190,D
20244,05576214,43,0,1,,H,,A
20244,05576214,43,1,1,127,E,120,D
20244,05576214,43,2,1,16,E,140,D
20244,05576214,43,3,1,643,E,150,D
20244,05576214,43,4,1,160,E,160,D
20244,05576214,43,5,1,38,E,170,D
20244,05576214,43,6,1,77,E,180,D
20244,05576214,43,7,1,69,E,190,D
20244,05576504,52,0,1,,H,,A
20244,05576504,52,1,1,6,E,100,D
20244,05576504,52,2,1,1,E,110,D
20244,05576504,52,3,1,2,E,120,D
20244,05576504,52,4,1,17,E,150,D
20244,05576504,52,5,1,1,E,160,D
20244,05576504,52,6,1,11,E,180,D
20244,05576504,52,7,1,2,E,190,D
20244,05576504,52,8,1,7,E,210,D
20244,05576504,52,9,1,3,E,220,D
20244,05584614,72,0,1,,H,,A
20244,05584614,72,1,1,6,E,100,D
20244,05584614,72,2,1,1,E,110,D
20244,05584614,72,3,1,2,E,120,D
20244,05584614,72,4,1,19,E,130,D
20244,05584614,72,5,1,17,E,150,D
20244,05584614,72,6,1,1,E,160,D
20244,05584614,72,7,1,11,E,180,D
20244,05584614,72,8,1,2,E,190,D
20244,05584614,72,9,1,3,E,210,D
20244,05584614,72,10,1,3,E,220,D
20244,05589274,52,0,1,,H,,A
20244,05589274,52,1,1,15,E,120,D
20244,05589274,52,2,1,67,E,130,D
20244,05589274,52,3,1,2,E,140,D
20244,05589274,52,4,1,130,E,150,D
20244,05589274,52,5,1,13,E,160,D
20244,05589274,52,6,1,7,E,170,D
20244,05589274,52,7,1,17,E,180,D
20244,05589274,52,8,1,10,E,190,D
20244,05589274,52,9,1,28,E,210,D
20244,05589274,52,10,1,11,E,220,D
20244,05591264,34,0,1,,H,,A
20244,05591264,34,1,1,196,E,100,D
20244,05591264,34,2,1,59,E,110,D
20244,05591264,34,3,1,59,E,120,D
20244,05591264,34,4,1,376,E,130,D
20244,05591264,34,5,1,9,E,140,D
20244,05591264,34,6,1,442,E,150,D
20244,05591264,34,7,1,39,E,160,D
20244,05591264,34,8,1,49,E,170,D
20244,05591264,34,9,1,71,E,190,D
20244,05592944,37,0,1,,H,,A
20244,05592944,37,1,1,2250,E,130,D
20244,05593014,30,0,1,,H,,A
20244,05593014,30,1,1,19,E,120,D
20244,05593014,30,2,1,2,E,140,D
20244,05593014,30,3,1,207,E,150,D
20244,05593014,30,4,1,31,E,160,D
20244,05593014,30,5,1,11,E,170,D
20244,05593014,30,6,1,10,E,180,D
20244,05593014,30,7,1,20,E,190,D
20244,05597344,28,0,1,,H,,A
20244,05597344,28,1,1,499,E,130,D
20244,05597504,49,0,1,,H,,A
20244,05597504,49,1,1,46,E,120,D
20244,05597504,49,2,1,6,E,140,D
20244,05597504,49,3,1,491,E,150,D
20244,05597504,49,4,1,75,E,160,D
20244,05597504,49,5,1,28,E,170,D
20244,05597504,49,6,1,27,E,180,D
20244,05597504,49,7,1,48,E,190,D
20244,05597604,17,0,1,,H,,A
20244,05597604,17,1,1,46,E,120,D
20244,05597604,17,2,1,5,E,140,D
20244,05597604,17,3,1,220,E,150,D
20244,05597604,17,4,1,55,E,160,D
20244,05597604,17,5,1,13,E,170,D
20244,05597604,17,6,1,26,E,180,D
20244,05597604,17,7,1,23,E,190,D
20244,05600444,23,0,1,,H,,A
20244,05600444,23,1,1,90,E,120,D
20244,05600444,23,2,1,15,E,140,D
20244,05600444,23,3,1,719,E,150,D
20244,05600444,23,4,1,75,E,160,D
20244,05600444,23,5,1,43,E,170,D
20244,05600444,23,6,1,97,E,180,D
20244,05600444,23,7,1,61,E,190,D
20244,05601674,23,0,1,,H,,A
20244,05601674,23,1,1,40,E,120,D
20244,05601674,23,2,1,5,E,140,D
20244,05601674,23,3,1,409,E,150,D
20244,05601674,23,4,1,63,E,160,D
20244,05601674,23,5,1,23,E,170,D
20244,05601674,23,6,1,20,E,180,D
20244,05601674,23,7,1,40,E,190,D
20244,05602014,48,0,1,,H,,A
20244,05602014,48,1,1,29,E,100,D
20244,05602014,48,2,1,5,E,110,D
20244,05602014,48,3,1,9,E,120,D
20244,05602014,48,4,1,79,E,150,D
20244,05602014,48,5,1,13,E,160,D
20244,05602014,48,6,1,3,E,170,D
20244,05602014,48,7,1,51,E,180,D
20244,05602014,48,8,1,11,E,190,D
20244,05603704,44,0,1,,H,,A
20244,05603704,44,1,1,21,E,100,D
20244,05603704,44,2,1,4,E,110,D
20244,05603704,44,3,1,9,E,120,D
20244,05603704,44,4,1,1,E,140,D
20244,05603704,44,5,1,47,E,150,D
20244,05603704,44,6,1,11,E,160,D
20244,05603704,44,7,1,2,E,170,D
20244,05603704,44,8,1,5,E,180,D
20244,05603704,44,9,1,5,E,190,D
20244,05604444,32,0,1,,H,,A
20244,05604444,32,1,1,198,E,120,D
20244,05604444,32,2,1,20,E,140,D
20244,05604444,32,3,1,1680,E,150,D
20244,05604444,32,4,1,176,E,160,D
20244,05604444,32,5,1,82,E,170,D
20244,05604444,32,6,1,1094,E,180,D
20244,05604444,32,7,1,250,E,190,D
20244,05604504,26,0,1,,H,,A
20244,05604504,26,1,1,59,E,120,D
20244,05604504,26,2,1,7,E,140,D
20244,05604504,26,3,1,284,E,150,D
20244,05604504,26,4,1,70,E,160,D
20244,05604504,26,5,1,16,E,170,D
20244,05604504,26,6,1,34,E,180,D
20244,05604504,26,7,1,30,E,190,D
20244,05606974,31,0,1,,H,,A
20244,05606974,31,1,1,246,E,120,D
20244,05606974,31,2,1,31,E,140,D
20244,05606974,31,3,1,2591,E,150,D
20244,05606974,31,4,1,400,E,160,D
20244,05606974,31,5,1,148,E,170,D
20244,05606974,31,6,1,128,E,180,D
20244,05606974,31,7,1,256,E,190,D
20244,05607044,52,0,1,,H,,A
20244,05607044,52,1,1,81,E,210,D
20244,05607044,52,2,1,69,E,220,D
20244,05657183,41,0,1,,H,,A
20244,05657183,41,1,1,113,E,120,D
20244,05657183,41,2,1,23,E,140,D
20244,05657183,41,3,1,943,E,150,D
20244,05657183,41,4,1,98,E,160,D
20244,05657183,41,5,1,57,E,170,D
20244,05657183,41,6,1,128,E,180,D
20244,05657183,41,7,1,80,E,190,D
20244,05657443,20,0,1,,H,,A
20244,05657443,20,1,1,362,E,120,D
20244,05657443,20,2,1,46,E,140,D
20244,05657443,20,3,1,1879,E,150,D
20244,05657443,20,4,1,468,E,160,D
20244,05657443,20,5,1,111,E,170,D
20244,05657443,20,6,1,227,E,180,D
20244,05657443,20,7,1,207,E,190,D
20244,05659073,84,0,1,,H,,A
20244,05659073,84,1,1,31,E,100,D
20244,05659073,84,2,1,8,E,110,D
20244,05659073,84,3,1,12,E,120,D
20244,05659073,84,4,1,2,E,140,D
20244,05659073,84,5,1,109,E,150,D
20244,05659073,84,6,1,10,E,160,D
20244,05659073,84,7,1,6,E,170,D
20244,05659073,84,8,1,14,E,180,D
20244,05659073,84,9,1,8,E,190,D
20244,05663113,96,0,1,,H,,A
20244,05663113,96,1,1,175,E,120,D
20244,05663113,96,2,1,25,E,140,D
20244,05663113,96,3,1,1172,E,150,D
20244,05663113,96,4,1,88,E,160,D
20244,05663113,96,5,1,109,E,170,D
20244,05663113,96,6,1,1456,E,180,D
20244,05663113,96,7,1,175,E,190,D
20244,05667133,9,0,1,,H,,A
20244,05667133,9,1,1,727,E,100,D
20244,05667133,9,2,1,134,E,110,D
20244,05667133,9,3,1,239,E,120,D
20244,05667133,9,4,1,24,E,140,D
20244,05667133,9,5,1,1983,E,150,D
20244,05667133,9,6,1,208,E,160,D
20244,05667133,9,7,1,97,E,170,D
20244,05667133,9,8,1,1293,E,180,D
20244,05667133,9,9,1,295,E,190,D
20244,05667283,49,0,1,,H,,A
20244,05667283,49,1,1,139,E,120,D
20244,05667283,49,2,1,14,E,140,D
20244,05667283,49,3,1,1150,E,150,D
20244,05667283,49,4,1,120,E,160,D
20244,05667283,49,5,1,56,E,170,D
20244,05667283,49,6,1,750,E,180,D
20244,05667283,49,7,1,171,E,190,D
20244,05668273,29,0,1,,H,,A
20244,05668273,29,1,1,17,E,100,D
20244,05668273,29,2,1,4,E,110,D
20244,05668273,29,3,1,10,E,120,D
20244,05668273,29,4,1,1,E,140,D
20244,05668273,29,5,1,46,E,150,D
20244,05668273,29,6,1,3,E,160,D
20244,05668273,29,7,1,4,E,170,D
20244,05668273,29,8,1,58,E,180,D
20244,05668273,29,9,1,7,E,190,D
20244,05669073,49,0,1,,H,,A
20244,05669073,49,1,1,61,E,120,D
20244,05669073,49,2,1,9,E,140,D
20244,05669073,49,3,1,461,E,150,D
20244,05669073,49,4,1,41,E,160,D
20244,05669073,49,5,1,51,E,170,D
20244,05669073,49,6,1,77,E,190,D
20244,05671223,19,0,1,,H,,A
20244,05671223,19,1,1,92,E,100,D
20244,05671223,19,2,1,23,E,110,D
20244,05671223,19,3,1,185,E,130,D
20244,05677743,43,0,1,,H,,A
20244,05677743,43,1,1,60,E,120,D
20244,05677743,43,2,1,5,E,140,D
20244,05677743,43,3,1,479,E,150,D
20244,05677743,43,4,1,50,E,160,D
20244,05677743,43,5,1,23,E,170,D
20244,05677743,43,6,1,312,E,180,D
20244,05677743,43,7,1,71,E,190,D
20244,05678073,37,0,1,,H,,A
20244,05678073,37,1,1,91,E,120,D
20244,05678073,37,2,1,16,E,140,D
20244,05678073,37,3,1,732,E,150,D
20244,05678073,37,4,1,76,E,160,D
20244,05678073,37,5,1,44,E,170,D
20244,05678073,37,6,1,99,E,180,D
20244,05678073,37,7,1,62,E,190,D
20244,05679893,29,0,1,,H,,A
20244,05679893,29,1,1,56,E,120,D
20244,05679893,29,2,1,9,E,140,D
20244,05679893,29,3,1,441,E,150,D
20244,05679893,29,4,1,46,E,160,D
20244,05679893,29,5,1,26,E,170,D
20244,05679893,29,6,1,60,E,180,D
20244,05679893,29,7,1,37,E,190,D
20244,05682433,34,0,1,,H,,A
20244,05682433,34,1,1,34,E,120,D
20244,05682433,34,2,1,159,E,130,D
20244,05682433,34,3,1,6,E,140,D
20244,05682433,34,4,1,288,E,150,D
20244,05682433,34,5,1,30,E,160,D
20244,05682433,34,6,1,17,E,170,D
20244,05682433,34,7,1,39,E,180,D
20244,05682433,34,8,1,24,E,190,D
20244,05685293,24,0,1,,H,,A
20244,05685293,24,1,1,338,E,100,D
20244,05685293,24,2,1,62,E,110,D
20244,05686763,41,0,1,,H,,A
20244,05686763,41,1,1,23,E,120,D
20244,05686763,41,2,1,2,E,140,D
20244,05686763,41,3,1,176,E,150,D
20244,05686763,41,4,1,18,E,160,D
20244,05686763,41,5,1,8,E,170,D
20244,05686763,41,6,1,115,E,180,D
20244,05686763,41,7,1,26,E,190,D
20244,05798782,45,0,1,,H,,A
20244,05798782,45,1,1,68,E,120,D
20244,05798782,45,2,1,7,E,140,D
20244,05798782,45,3,1,577,E,150,D
20244,05798782,45,4,1,60,E,160,D
20244,05798782,45,5,1,28,E,170,D
20244,05798782,45,6,1,375,E,180,D
20244,05798782,45,7,1,85,E,190,D
20244,05799472,29,0,1,,H,,A
20244,05799472,29,1,1,58,E,120,D
20244,05799472,29,2,1,10,E,140,D
20244,05799472,29,3,1,458,E,150,D
20244,05799472,29,4,1,47,E,160,D
20244,05799472,29,5,1,27,E,170,D
20244,05799472,29,6,1,62,E,180,D
20244,05799472,29,7,1,38,E,190,D
20244,05799862,19,0,1,,H,,A
20244,05799862,19,1,1,375,E,130,D
20244,05799942,52,0,1,,H,,A
20244,05799942,52,1,1,20,E,100,D
20244,05799942,52,2,1,2,E,110,D
20244,05799942,52,3,1,4,E,120,D
20244,05799942,52,4,1,39,E,150,D
20244,05799942,52,5,1,4,E,160,D
20244,05799942,52,6,1,1,E,170,D
20244,05799942,52,7,1,25,E,180,D
20244,05799942,52,8,1,5,E,190,D
20244,05801574,25,0,1,,H,,A
20244,05801574,25,1,1,1364,E,100,D
20244,05801574,25,2,1,369,E,110,D
20244,05801574,25,3,1,538,E,120,D
20244,05801574,25,4,1,2421,E,130,D
20244,05801574,25,5,1,98,E,140,D
20244,05801574,25,6,1,4482,E,150,D
20244,05801574,25,7,1,467,E,160,D
20244,05801574,25,8,1,272,E,170,D
20244,05801574,25,9,1,609,E,180,D
20244,05801574,25,10,1,380,E,190,D
20244,05801722,32,0,1,,H,,A
20244,05801722,32,1,1,22,E,120,D
20244,05801722,32,2,1,2,E,140,D
20244,05801722,32,3,1,128,E,150,D
20244,05801722,32,4,1,9,E,160,D
20244,05801722,32,5,1,11,E,170,D
20244,05801722,32,6,1,159,E,180,D
20244,05801722,32,7,1,19,E,190,D
20244,05801832,72,0,1,,H,,A
20244,05801832,72,1,1,30,E,120,D
20244,05801832,72,2,1,3,E,140,D
20244,05801832,72,3,1,254,E,150,D
20244,05801832,72,4,1,26,E,160,D
20244,05801832,72,5,1,12,E,170,D
20244,05801832,72,6,1,168,E,180,D
20244,05801832,72,7,1,37,E,190,D
20244,05804142,32,0,1,,H,,A
20244,05804142,32,1,1,22,E,120,D
20244,05804142,32,2,1,2,E,140,D
20244,05804142,32,3,1,204,E,150,D
20244,05804142,32,4,1,31,E,160,D
20244,05804142,32,5,1,11,E,170,D
20244,05804142,32,6,1,10,E,180,D
20244,05804142,32,7,1,20,E,190,D
20244,05806943,8,0,1,,H,,A
20244,05806943,8,1,1,28,E,120,D
20244,05806943,8,2,1,5,E,140,D
20244,05806943,8,3,1,268,E,150,D
20244,05806943,8,4,1,27,E,160,D
20244,05806943,8,5,1,15,E,170,D
